mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
7,31,0,OO,6499,SJC,308,10.42,80,1
0,22,2,UA,831,ORD,1846,7.05,277,17
5,5,4,UA,1547,ORD,1515,15.08,231,62
3,29,2,B6,83,JFK,2421,19.42,398,16
0,9,3,B6,21,JFK,1005,17.00,185,26
10,11,2,AA,254,OGG,2486,15.00,310,36
11,26,5,AA,1733,ORD,1440,19.08,230,57
8,26,5,UA,421,ORD,1723,9.92,257,-21
11,30,2,AA,411,ORD,334,13.67,85,NA
6,25,5,OO,6203,ORD,160,20.03,56,-16
0,5,6,AA,181,JFK,2475,17.00,379,22
11,25,4,AA,2375,ORD,1007,8.58,170,NA
6,26,6,AA,406,ORD,647,10.33,115,-18
4,23,5,AA,1472,SFO,1846,13.42,255,17
10,1,6,OO,5954,ORD,323,7.42,75,-13
2,19,3,B6,915,JFK,740,13.75,164,24
9,8,3,B6,641,JFK,2586,8.08,387,-18
5,11,3,UA,1151,SFO,337,6.00,89,-12
0,22,2,B6,649,JFK,2586,20.17,395,37
0,9,3,UA,1137,SFO,337,17.00,84,61
6,28,1,OO,5905,ORD,1118,10.47,179,49
9,19,0,B6,1,JFK,1069,10.83,175,-1
11,9,2,B6,1083,JFK,541,9.50,133,-18
9,10,5,AA,1931,SFO,337,14.33,90,36
6,25,5,OO,6088,ORD,296,10.88,72,5
2,14,5,UA,1504,SFO,414,10.75,91,9
7,15,5,AA,2456,ORD,678,13.33,125,-7
5,27,5,UA,692,ORD,733,20.33,129,85
5,3,2,WN,2296,SMF,1790,7.00,235,51
4,3,6,OH,5279,JFK,340,19.58,120,47
4,26,1,UA,577,ORD,1781,17.32,266,-7
3,10,4,UA,766,ORD,622,21.00,106,167
10,22,6,US,2118,LGA,185,8.00,59,-1
7,4,1,AA,360,ORD,733,15.33,135,179
8,21,0,OH,6265,JFK,760,21.48,162,-21
6,16,3,UA,617,ORD,1726,15.17,253,36
11,23,2,AA,1599,ORD,1515,14.50,245,116
1,1,5,OO,6585,ORD,213,14.75,61,40
6,23,3,AA,749,LGA,1097,13.33,185,48
1,16,6,UA,381,ORD,1781,10.50,272,-24
5,17,2,OH,5199,JFK,740,9.25,170,31
3,12,6,AA,2423,ORD,403,15.50,85,0
2,21,5,AA,895,ORD,888,12.67,155,204
6,20,0,OO,6378,SFO,963,15.42,163,88
0,9,3,WN,298,SJC,333,21.92,70,-9
3,5,6,AA,117,JFK,2475,14.50,370,40
0,21,1,UA,536,ORD,867,13.98,139,16
5,13,5,AA,18,SFO,2586,22.00,325,91
11,22,1,OO,5741,SFO,78,10.10,47,NA
2,21,5,UA,949,ORD,1721,17.58,272,392
1,7,4,B6,51,JFK,1028,13.58,173,20
1,21,4,US,412,SFO,651,19.42,115,97
0,22,2,UA,265,ORD,1249,9.78,210,71
2,27,4,OO,5479,SFO,238,12.42,75,-17
5,18,3,OO,6246,ORD,286,21.58,83,-26
0,29,2,WN,1681,SFO,447,14.50,85,24
1,17,0,UA,664,ORD,137,18.93,53,27
6,25,5,US,1892,ORD,599,15.92,113,-12
11,11,4,WN,2220,SJC,308,15.67,75,36
7,21,4,HA,180,OGG,84,12.08,31,-2
2,30,0,UA,9,JFK,2586,21.00,401,26
9,24,5,B6,181,JFK,2446,9.50,360,-20
10,21,5,UA,538,ORD,867,17.08,139,66
11,21,0,WN,2837,SFO,447,12.92,100,79
5,20,5,AA,2099,ORD,1745,7.25,250,-8
6,21,1,UA,33,JFK,2475,20.58,384,71
11,4,4,AA,1242,SJC,1438,6.58,210,6
4,22,4,UA,6,SFO,2586,8.08,334,-5
3,25,5,B6,381,LGA,1076,16.25,190,-12
6,9,3,AA,1268,SMF,1431,11.83,205,119
11,17,3,OH,6941,LGA,834,8.75,179,-20
8,9,2,US,1167,LGA,544,14.67,120,24
11,16,2,UA,55,SFO,2367,16.65,335,108
5,11,3,UA,257,ORD,1739,8.25,263,2
10,10,1,UA,836,ORD,733,18.08,141,45
4,20,2,UA,664,ORD,137,19.00,53,25
7,7,4,OH,5179,LGA,431,9.75,122,13
6,23,3,UA,690,ORD,733,16.92,143,114
7,25,1,UA,616,ORD,612,14.00,111,-8
11,4,4,B6,10,JFK,301,20.92,101,-26
10,21,5,OO,6647,ORD,416,6.07,89,-2
9,17,5,US,1627,LGA,544,17.08,127,16
11,19,5,UA,466,SFO,967,15.80,150,-16
7,14,4,AA,73,ORD,4243,9.00,540,54
8,11,4,AA,1940,ORD,1197,19.42,175,31
6,6,0,AA,18,SFO,2586,22.00,325,NA
6,26,6,WN,3631,SFO,651,9.67,120,-18
6,4,5,OO,6785,ORD,177,14.77,63,-1
0,18,5,B6,177,JFK,2153,8.08,343,19
9,5,0,US,2189,LGA,214,20.00,78,-9
7,8,5,WN,3243,SJC,296,14.92,60,39
0,29,2,US,4,ORD,1440,10.67,233,-5
4,16,5,AA,599,LGA,1097,10.58,190,-9
4,24,6,HA,549,OGG,100,18.33,34,-5
5,26,4,AA,127,JFK,2446,15.42,330,42
7,25,1,AA,739,LGA,1389,11.83,220,-14
6,24,4,OO,6077,ORD,438,16.60,94,129
4,6,2,UA,1178,SMF,910,7.33,145,-7
7,30,6,B6,215,JFK,2465,15.92,356,-4
7,11,1,UA,48,OGG,2486,22.67,311,-27
7,29,5,OH,5501,JFK,766,11.92,173,-28
1,26,2,UA,1568,ORD,1012,19.50,156,NA
5,20,5,OO,6529,ORD,109,13.35,56,39
2,11,2,UA,130,ORD,137,21.70,53,NA
10,17,1,OO,5852,ORD,631,21.25,106,65
8,21,0,UA,830,SFO,1846,10.93,249,56
0,27,0,B6,81,JFK,1069,14.83,177,10
4,28,3,AA,1559,LGA,1097,17.42,190,91
6,10,4,OO,5915,ORD,299,6.42,75,3
5,28,6,B6,701,JFK,1597,23.98,222,51
1,29,5,UA,1536,ORD,1005,19.37,153,21
3,10,4,OO,6032,ORD,299,21.83,70,55
5,10,2,OO,6200,ORD,196,6.00,60,3
6,8,2,US,278,SFO,414,20.50,93,61
5,6,5,B6,112,JFK,301,22.92,91,53
5,30,1,OO,6081,ORD,585,20.08,114,-11
7,27,3,WN,70,TUS,365,11.42,75,-2
7,11,1,UA,557,ORD,1162,17.25,185,-13
5,30,1,UA,690,ORD,733,17.08,143,36
11,26,5,OO,5548,SFO,329,19.42,97,21
5,5,4,WN,2705,SMF,480,21.25,85,5
6,21,1,OH,5119,JFK,228,12.58,90,65
1,9,6,AA,1087,ORD,837,20.17,140,32
7,2,6,UA,33,JFK,2475,20.58,384,163
8,24,3,B6,10,JFK,301,21.00,107,-20
2,8,6,US,1571,ORD,678,16.42,132,116
9,15,3,AA,1473,ORD,334,19.00,90,24
8,29,1,US,2181,LGA,214,16.00,78,-27
1,3,0,AA,1276,SFO,1736,12.58,220,18
3,12,6,US,1781,LGA,544,14.67,117,10
1,28,4,OO,5519,SJC,308,9.73,106,-9
1,18,1,OH,5603,JFK,425,18.83,138,74
9,10,5,UA,501,SFO,447,10.67,94,0
3,24,4,AA,1323,JFK,740,8.08,150,-11
7,15,5,AA,1199,ORD,978,8.00,155,6
3,26,6,UA,851,LGA,733,10.00,148,-12
3,21,1,UA,683,LGA,733,14.00,150,25
3,18,5,US,658,SFO,2521,10.83,326,-17
3,2,3,AA,2033,JFK,1391,14.92,245,17
1,24,0,WN,3605,SMF,373,9.25,80,44
2,29,6,AA,2090,SFO,1464,11.00,205,37
5,11,3,B6,81,JFK,1069,13.98,182,-30
2,7,5,OO,6081,ORD,475,19.83,97,106
3,4,5,AA,354,ORD,733,17.58,144,26
9,17,5,OH,6623,JFK,589,13.67,137,-25
0,21,1,OH,5440,JFK,106,18.33,102,-45
4,10,6,B6,137,JFK,1074,18.50,203,-31
10,4,2,B6,53,JFK,1005,13.50,180,-8
7,29,5,B6,915,JFK,740,13.75,157,37
7,1,5,WN,514,SJC,308,11.92,75,28
9,14,2,WN,166,SMF,647,11.33,110,42
6,28,1,UA,120,SFO,2419,9.88,319,NA
2,22,6,UA,506,SFO,679,20.08,120,-4
9,19,0,UA,644,ORD,723,7.60,120,-10
5,24,2,OH,5465,JFK,664,20.75,171,-47
9,16,4,OH,6664,JFK,264,14.50,90,35
6,20,0,OH,5287,JFK,1028,20.08,195,NA
2,24,1,UA,922,ORD,589,6.00,105,-7
11,3,3,AA,1466,SFO,1464,0.83,195,54
1,28,4,AA,1864,TUS,1437,7.00,200,-12
4,11,0,WN,1997,SJC,417,15.42,80,-2
2,28,5,OH,5364,JFK,213,18.33,102,3
9,19,0,OH,6733,LGA,641,11.08,152,-33
10,21,5,UA,337,ORD,334,8.13,89,-16
4,4,0,B6,907,JFK,740,9.50,166,-25
6,9,3,WN,989,SMF,479,21.17,85,-2
6,27,0,US,2142,LGA,185,20.00,73,72
2,14,5,UA,1590,SFO,414,12.75,91,34
11,1,1,US,658,SFO,2521,10.92,311,24
5,28,6,OO,5868,ORD,631,14.17,110,26
10,10,1,WN,1234,SJC,386,14.58,85,-5
9,8,3,OO,3904,SFO,599,6.17,113,-1
0,5,6,AQ,485,SMF,404,6.75,90,67
2,17,1,UA,610,ORD,612,11.00,103,2
0,9,3,UA,1176,SFO,679,16.00,123,16
11,16,2,AA,2344,ORD,719,14.67,135,97
3,11,5,UA,44,OGG,2486,13.20,313,-1
0,14,1,B6,35,JFK,1028,19.83,195,2
11,17,3,AA,269,JFK,2421,16.33,375,44
7,5,2,UA,473,ORD,1726,20.17,254,1
6,12,6,AA,853,ORD,1236,18.67,185,57
1,15,5,UA,337,ORD,334,8.33,85,4
1,16,6,AQ,67,OGG,100,19.00,34,17
3,10,4,AA,325,ORD,258,8.92,65,25
11,1,1,OO,6509,TUS,451,9.40,100,-4
10,11,2,UA,435,SFO,372,18.58,95,-8
6,28,1,WN,3243,SJC,296,14.92,60,-4
1,27,3,UA,882,ORD,867,15.75,137,19
4,19,1,B6,1075,JFK,288,14.98,87,22
4,5,1,UA,922,ORD,589,6.00,110,-6
1,4,1,B6,641,JFK,2586,8.00,390,21
10,6,4,OO,5448,SFO,191,8.03,66,-16
10,17,1,UA,136,SFO,1846,9.82,253,-3
11,3,3,OO,5451,SFO,250,18.45,81,49
11,23,2,UA,385,ORD,334,15.35,89,83
1,1,5,AA,329,LGA,733,12.83,160,46
1,20,3,OO,6386,SFO,522,14.97,93,35
3,22,2,AA,2349,ORD,802,18.83,150,23
9,30,4,US,52,JFK,2248,17.98,349,-34
5,24,2,OO,5945,SFO,326,16.37,72,16
1,2,6,UA,949,ORD,1721,17.00,268,6
9,25,6,OO,6647,ORD,416,6.00,86,-4
3,17,4,AA,782,ORD,1012,19.25,150,8
11,16,2,OO,6015,ORD,557,9.73,117,81
2,20,4,OH,5571,LGA,544,6.92,135,31
3,26,6,AA,1802,SMF,1431,8.08,195,-14
10,17,1,OO,5577,SMF,86,7.07,46,5
8,25,4,OO,5919,ORD,264,9.67,70,58
0,31,4,OO,6026,SFO,372,14.77,88,130
9,23,4,UA,510,SFO,679,8.88,133,27
11,12,5,B6,1087,JFK,541,21.67,130,7
11,16,2,UA,322,SFO,679,10.40,129,1
6,31,4,OO,5571,SFO,262,8.48,85,-16
9,22,3,OO,5866,ORD,466,12.55,101,-17
7,22,5,AA,1807,ORD,606,18.92,120,147
3,11,5,AA,1165,JFK,1090,8.75,185,-13
0,5,6,AA,535,ORD,258,17.08,70,89
0,25,5,AA,1144,SFO,1464,13.50,215,508
10,16,0,OO,6228,TUS,451,10.97,101,-14
1,6,3,UA,332,ORD,235,21.33,71,29
3,17,4,US,2181,LGA,214,16.00,80,-24
0,26,6,UA,382,ORD,589,9.30,105,17
1,1,5,OO,5881,ORD,130,13.25,52,143
10,8,6,AA,333,LGA,733,13.98,165,-13
11,14,0,US,901,ORD,599,14.00,107,29
5,13,5,OO,6200,ORD,196,6.00,60,2
3,7,1,UA,617,ORD,1726,15.10,261,9
0,22,2,B6,36,JFK,264,20.42,103,54
7,1,5,OH,5443,LGA,1035,9.50,193,145
7,15,5,UA,768,TUS,639,15.18,117,23
9,17,5,AA,1503,ORD,1120,11.50,165,19
4,12,1,OH,5678,LGA,834,20.75,161,NA
11,1,1,UA,570,ORD,316,14.33,87,18
3,23,3,HA,161,OGG,100,15.20,34,NA
0,3,4,WN,3689,SMF,404,10.67,85,-4
1,11,1,AA,345,LGA,733,17.25,164,144
9,11,6,UA,432,ORD,599,13.42,115,-19
1,19,2,B6,353,JFK,2465,9.33,371,2
0,15,2,UA,477,ORD,1723,12.08,262,18
11,1,1,WN,2194,SJC,342,15.08,75,11
5,23,1,UA,646,ORD,719,13.17,151,207
0,14,1,B6,1024,JFK,187,6.42,70,NA
1,16,6,OO,5807,ORD,177,11.17,65,-11
2,28,5,WN,504,SMF,358,16.50,70,-10
7,18,1,AA,554,SFO,1846,16.33,245,76
7,27,3,AA,1709,LGA,1097,20.25,175,55
7,1,5,UA,683,LGA,733,14.08,154,29
5,18,3,B6,134,JFK,264,17.33,95,68
6,29,2,WN,2785,SMF,605,20.83,105,29
2,28,5,OO,6015,ORD,557,10.25,119,17
0,15,2,B6,185,JFK,2446,17.83,395,-29
2,7,5,UA,1187,SFO,326,18.83,72,-4
3,19,6,OO,5446,SFO,191,10.73,66,94
0,17,4,OH,5161,LGA,866,13.78,177,26
4,1,4,OO,5819,ORD,466,8.38,94,0
4,3,6,UA,634,ORD,719,6.50,120,-11
7,28,4,AA,745,LGA,1389,13.75,225,25
6,23,3,B6,4,JFK,301,9.58,93,37
9,15,3,UA,1248,ORD,264,18.33,83,27
3,16,3,AA,408,ORD,678,20.67,110,134
5,6,5,WN,379,SJC,308,21.83,75,57
5,22,0,OO,5871,ORD,911,18.33,149,61
2,16,0,B6,918,ORD,740,19.00,139,54
1,11,1,US,2142,LGA,185,20.00,74,-19
1,6,3,UA,1186,ORD,296,7.83,73,NA
1,22,5,US,2183,LGA,214,17.00,82,-12
8,13,6,UA,457,ORD,403,12.50,88,78
0,27,0,US,322,SMF,397,9.58,84,122
0,19,6,OH,5094,ORD,264,16.50,82,-18
0,4,5,AA,1096,SMF,1431,8.08,205,161
5,2,1,OO,6149,ORD,531,9.00,101,-28
0,17,4,AA,1253,ORD,258,21.50,65,175
11,19,5,B6,363,LGA,1035,7.58,171,-8
3,24,4,AA,33,JFK,2475,7.75,360,26
7,16,6,OH,5364,JFK,288,19.17,116,-14
3,24,4,OO,3833,SJC,585,16.25,112,3
5,25,3,OH,5079,ORD,264,10.17,74,-10
6,9,3,UA,203,ORD,334,9.08,86,NA
5,26,4,AA,874,ORD,867,19.00,140,112
1,27,3,UA,1161,ORD,1437,20.50,233,26
3,24,4,UA,376,ORD,678,16.48,126,9
3,21,1,UA,640,ORD,606,21.18,108,4
1,8,5,OO,5496,SFO,191,21.42,66,33
9,22,3,AA,1472,SFO,1846,14.08,250,22
2,5,3,WN,1152,SJC,386,16.92,80,48
7,1,5,OH,5038,JFK,106,10.48,67,44
8,22,1,AA,1463,ORD,888,10.58,155,-7
1,22,5,UA,344,SFO,550,10.67,105,-10
7,30,6,OO,5867,ORD,224,13.22,69,-8
7,21,4,AA,127,JFK,2446,15.42,330,-2
10,6,4,OH,6719,JFK,301,12.58,89,-8
5,4,3,WN,459,SJC,621,15.17,115,63
8,24,3,B6,649,JFK,2586,20.00,402,-4
3,17,4,AA,1869,ORD,258,20.75,65,34
1,28,4,WN,611,SMF,397,19.67,80,-8
7,28,4,AA,1248,ORD,678,6.67,115,5
10,21,5,B6,851,JFK,1074,6.25,189,2
0,26,6,WN,1363,SJC,342,13.42,75,32
0,30,3,OO,6449,ORD,1249,17.67,213,0
4,1,4,OO,5914,ORD,323,14.33,80,12
6,5,6,OO,6087,ORD,491,12.75,101,28
1,5,2,HA,180,OGG,84,13.00,31,1
10,18,2,B6,101,JFK,1028,10.60,178,-25
8,9,2,US,204,SMF,647,9.25,112,-13
3,23,3,UA,109,ORD,1745,10.00,261,66
3,5,6,WN,1463,SFO,337,12.58,85,12
6,31,4,OO,5674,SFO,199,14.65,66,4
3,13,0,WN,1061,SJC,417,15.75,75,-3
9,14,2,OO,5718,SFO,78,13.72,47,-16
9,19,0,US,873,ORD,1515,8.50,232,27
4,22,4,B6,30,JFK,264,22.92,87,6
11,19,5,AA,745,LGA,1389,13.17,260,147
0,5,6,AA,566,SFO,1464,19.00,200,111
7,7,4,OO,6153,ORD,160,16.88,56,-7
11,17,3,AA,2455,ORD,1440,7.42,235,29
1,6,3,OO,5928,ORD,409,6.00,157,NA
8,6,6,AA,1184,ORD,719,11.67,135,14
3,2,3,OO,5981,ORD,557,20.00,108,30
9,26,0,OH,6629,JFK,426,8.42,122,28
3,26,6,B6,353,JFK,2465,9.42,371,-25
11,20,6,UA,302,ORD,723,19.38,116,26
11,22,1,AA,2223,LGA,887,16.67,175,44
9,9,4,B6,10,JFK,301,21.00,107,-35
6,23,3,UA,642,ORD,719,10.65,133,37
3,18,5,OO,6023,ORD,491,15.92,97,16
11,25,4,US,605,ORD,1515,15.17,247,73
6,8,2,UA,818,ORD,719,20.98,129,65
5,13,5,AA,459,ORD,1197,9.83,180,54
2,25,2,AA,874,ORD,867,19.42,135,28
0,30,3,UA,831,ORD,1846,7.05,277,NA
7,13,3,AA,1324,SFO,1846,6.50,245,-2
3,21,1,B6,383,LGA,1076,21.75,170,131
8,12,5,OH,6357,LGA,585,11.92,144,17
5,8,0,WN,3253,SJC,569,10.83,100,17
9,15,3,WN,1885,SMF,910,18.92,135,-14
10,20,4,UA,1597,ORD,1515,17.82,246,79
0,26,6,OH,5046,JFK,508,20.08,157,-8
10,1,6,OO,5481,SFO,199,7.87,69,60
0,15,2,OO,5961,ORD,130,17.00,52,-2
0,21,1,B6,52,JFK,267,9.42,91,-16
4,1,4,AA,2355,ORD,802,20.08,135,5
7,4,1,US,2191,LGA,214,21.00,78,-2
5,26,4,UA,788,SFO,447,13.57,93,34
11,29,1,WN,3252,SMF,480,15.42,85,35
8,27,6,WN,2223,SFO,337,18.67,85,-7
3,15,2,B6,837,JFK,1028,14.92,175,-21
9,31,5,AA,2099,ORD,1745,7.00,255,0
11,8,1,OO,4872,SMF,532,16.25,97,20
4,3,6,AA,730,TUS,1437,6.00,195,5
9,20,1,OO,5871,ORD,911,17.67,152,NA
4,2,5,OO,6672,ORD,174,16.15,55,NA
1,19,2,AA,705,LGA,1389,6.50,240,16
11,2,2,OH,6771,LGA,641,17.48,146,-18
1,4,1,B6,931,ORD,1735,8.00,268,22
8,4,4,AA,327,LGA,733,11.67,155,49
7,28,4,AA,1447,ORD,837,13.67,135,134
5,29,0,AA,3,JFK,2475,12.00,350,NA
9,28,2,B6,1307,JFK,228,15.33,90,42
2,2,0,UA,478,SFO,2586,10.63,327,19
8,26,5,AA,1797,LGA,1097,7.83,180,98
6,8,2,AA,1835,ORD,1846,17.33,270,-2
2,28,5,AA,1377,ORD,1721,20.08,270,24
3,24,4,UA,734,ORD,412,13.62,86,-1
1,11,1,B6,1,JFK,1069,10.92,184,-11
7,7,4,US,2128,LGA,185,13.00,65,18
5,7,6,AA,1059,ORD,606,14.78,120,42
3,30,3,UA,1582,SFO,414,19.50,91,9
8,19,5,OO,5551,SFO,86,7.58,43,18
4,17,6,UA,1512,SFO,651,10.87,122,6
2,20,4,B6,1136,JFK,209,12.08,79,30
1,14,4,AA,411,LGA,1183,10.50,215,-26
7,20,3,B6,265,SMF,387,19.00,80,-5
3,4,5,B6,825,JFK,944,17.75,187,0
1,24,0,OO,5716,SFO,78,20.70,43,100
2,22,6,AA,1186,ORD,235,14.50,75,38
9,4,6,US,2134,LGA,185,16.00,73,-29
5,5,4,UA,121,ORD,1745,12.47,251,177
2,19,3,US,2175,LGA,214,13.00,79,NA
1,8,5,OO,5867,ORD,1041,20.17,181,17
7,5,2,AA,2357,ORD,802,20.92,130,51
0,31,4,UA,735,ORD,1781,15.17,268,55
2,29,6,UA,243,ORD,888,8.00,157,-8
8,19,5,UA,188,SFO,2521,22.58,324,2
2,12,3,UA,293,ORD,1652,11.93,246,2
0,3,4,OO,6045,ORD,462,9.75,99,13
4,22,4,UA,828,ORD,867,20.75,138,-18
10,27,4,OO,5718,SFO,78,13.67,48,45
4,25,0,UA,818,ORD,719,20.75,125,-22
11,19,5,UA,882,ORD,867,16.33,139,76
5,27,5,AA,2260,SFO,2585,6.17,340,40
7,8,5,AA,1194,SJC,1829,13.33,250,22
2,18,2,US,570,SFO,651,9.17,117,-4
4,3,6,UA,155,ORD,1846,20.35,271,-6
3,19,6,UA,678,ORD,733,10.95,131,31
11,1,1,UA,789,ORD,334,17.08,89,48
10,17,1,AA,599,LGA,1097,10.58,195,-1
10,11,2,UA,134,SFO,1846,8.82,253,31
5,6,5,OO,5819,ORD,466,8.27,99,19
6,31,4,WN,2043,SMF,389,16.25,75,20
0,25,5,OO,5551,SFO,86,7.03,43,-5
11,21,0,OH,6371,JFK,766,19.75,179,216
2,7,5,WN,1522,SJC,697,18.17,130,21
4,9,5,OH,5424,LGA,610,9.45,141,24
4,7,3,WN,3746,SFO,337,11.75,85,38
11,16,2,WN,539,SFO,447,8.08,90,-15
2,10,1,AA,745,LGA,1389,13.50,240,NA
3,14,1,AA,382,ORD,733,10.17,135,-4
11,14,0,AA,1599,ORD,1515,14.50,245,23
7,17,0,UA,1540,SFO,651,12.80,126,67
6,18,5,UA,149,ORD,1846,15.08,264,97
10,27,4,OO,5947,ORD,344,8.22,74,-8
2,25,2,OO,5810,ORD,717,14.17,121,125
2,20,4,AA,353,LGA,733,19.48,160,111
5,6,5,OO,5979,ORD,122,16.97,49,NA
7,23,6,WN,1274,SMF,373,7.50,80,-4
2,26,3,US,2169,LGA,214,10.00,79,NA
9,28,2,AA,1377,ORD,1721,19.92,265,6
7,7,4,B6,606,JFK,274,17.58,100,278
3,23,3,AA,1025,ORD,177,15.33,60,-3
11,21,0,OO,6017,ORD,588,8.12,118,35
5,12,4,AA,2060,SMF,1431,14.08,205,-25
5,6,5,OH,5588,JFK,340,8.33,119,7
1,14,4,UA,1236,ORD,622,13.23,109,10
8,22,1,WN,123,SJC,1838,13.33,245,-11
2,8,6,AA,2093,LGA,1097,11.58,362,1370
1,15,5,AA,411,LGA,1183,10.50,215,31
11,3,3,B6,1018,JFK,187,22.58,70,-10
8,16,2,UA,830,SFO,1846,10.83,249,19
5,2,1,B6,146,JFK,301,13.17,82,-13
10,1,6,AA,177,JFK,2586,17.42,385,15
11,20,6,WN,1887,SJC,417,7.00,80,-5
4,22,4,UA,654,ORD,719,15.75,157,98
5,29,0,UA,155,ORD,1846,19.92,270,61
11,31,3,OH,6623,JFK,589,13.72,142,75
1,1,5,OO,5946,ORD,588,15.25,121,NA
10,5,3,WN,2501,SJC,342,19.17,75,-6
4,26,1,UA,776,ORD,264,13.17,81,-6
11,14,0,AA,544,ORD,1182,18.50,185,-12
8,12,5,OO,6189,ORD,522,16.00,107,104
8,22,1,OO,6017,ORD,588,8.20,116,37
11,15,1,WN,2707,SJC,569,20.75,110,13
5,27,5,UA,101,ORD,1745,6.00,252,16
11,25,4,WN,810,SFO,337,17.33,80,6
8,24,3,UA,1580,SFO,414,8.32,91,-18
6,10,4,OO,5899,ORD,122,13.22,50,-6
6,30,3,US,2167,LGA,214,9.00,81,-17
7,30,6,UA,383,SFO,447,11.75,92,14
6,18,5,UA,4,SFO,2586,6.00,328,-18
4,9,5,AA,1555,JFK,1090,15.92,180,84
5,4,3,UA,470,ORD,678,21.00,116,152
9,17,5,WN,347,SMF,389,15.08,75,18
7,19,2,UA,253,ORD,888,18.68,161,-11
5,5,4,AA,1339,ORD,1723,18.33,255,67
6,17,4,OO,6024,ORD,157,16.83,55,-7
4,31,6,HA,38,OGG,2541,12.67,305,3
3,5,6,UA,67,ORD,1745,6.08,257,9
6,11,5,B6,922,ORD,867,18.92,140,9
11,5,5,AA,2378,ORD,1197,16.25,180,12
11,1,1,UA,510,SFO,679,8.33,137,-26
5,22,0,AA,1639,JFK,1597,19.00,245,246
6,7,1,UA,1532,ORD,1005,13.48,163,23
9,26,0,WN,951,SMF,480,10.42,85,-1
8,12,5,B6,6,JFK,301,15.98,96,31
9,22,3,OO,6023,ORD,491,15.92,99,0
7,8,5,B6,199,JFK,2248,21.08,347,NA
1,29,5,OO,5954,ORD,323,7.50,79,86
7,24,0,OO,5572,SFO,329,10.42,89,-3
5,11,3,OO,6259,ORD,130,8.05,58,25
7,22,5,OO,5528,SFO,329,22.48,93,115
7,16,6,B6,134,JFK,264,17.33,95,16
2,9,0,UA,922,ORD,589,6.00,105,NA
10,6,4,AA,718,ORD,1005,10.33,160,-10
6,19,6,AA,2317,ORD,802,10.83,140,43
11,24,3,UA,246,ORD,473,18.75,94,53
5,13,5,AA,1835,ORD,1846,17.33,270,26
10,22,6,WN,1423,SMF,397,12.33,80,171
6,11,5,US,651,SFO,2521,6.50,329,26
1,6,3,OO,5956,ORD,631,19.33,107,31
7,5,2,AA,1344,TUS,813,10.92,135,-2
3,25,5,B6,54,JFK,267,15.17,78,-2
6,15,2,UA,756,ORD,865,18.78,140,51
9,4,6,OO,5759,SFO,412,19.97,113,17
10,17,1,OO,5790,SFO,153,17.25,59,-14
11,2,2,OO,5475,SFO,250,13.32,81,49
4,13,2,WN,2885,SMF,480,11.67,85,-15
11,10,3,AA,1609,ORD,925,19.42,170,38
4,1,4,OO,6044,ORD,693,14.77,132,-4
8,4,4,AA,1268,SMF,1431,13.08,195,-9
6,28,1,UA,174,ORD,642,18.98,117,140
1,3,0,OO,5460,SFO,250,11.53,79,95
1,16,6,B6,1069,JFK,1522,20.75,254,26
1,24,0,OO,5857,ORD,130,21.67,52,-9
5,27,5,AA,313,LGA,733,8.58,150,-12
7,5,2,US,17,JFK,2153,17.98,339,-25
6,30,3,UA,290,SMF,2358,7.58,300,-29
9,24,5,UA,1616,ORD,843,13.88,133,-5
11,26,5,UA,770,SFO,967,12.67,155,49
8,15,1,B6,1081,JFK,541,7.17,118,-2
5,3,2,B6,355,JFK,2465,13.58,351,28
2,28,5,AA,1450,ORD,719,14.25,145,90
11,5,5,WN,2488,SMF,479,21.50,90,62
8,21,0,US,92,ORD,1440,14.17,226,-22
10,10,1,OO,5451,SFO,250,18.45,81,40
7,11,1,AA,1561,ORD,1846,18.58,270,31
6,30,3,WN,3949,SJC,386,14.83,85,16
4,18,0,AA,889,ORD,1745,17.17,260,-13
5,16,1,OH,5508,JFK,187,9.83,92,28
3,29,2,OO,5954,ORD,323,7.42,75,-7
0,15,2,UA,805,SFO,337,21.00,88,NA
3,14,1,UA,686,ORD,733,15.00,136,104
5,23,1,AA,730,TUS,1437,6.00,200,-1
3,28,1,AA,1609,ORD,258,18.50,70,99
10,18,2,OO,6259,ORD,130,8.07,53,-17
4,14,3,B6,6,JFK,301,15.98,91,-18
7,9,6,UA,561,ORD,1437,12.07,226,83
10,17,1,B6,383,LGA,1076,21.75,166,-3
1,27,3,B6,931,ORD,1735,8.00,268,-42
5,18,3,UA,186,SFO,2521,14.58,332,0
7,11,1,AA,2093,LGA,1097,11.83,185,NA
10,22,6,OO,5447,SFO,158,9.43,60,41
7,10,0,UA,496,ORD,296,14.17,72,-8
1,22,5,UA,692,ORD,733,20.75,120,NA
8,21,0,UA,892,SFO,1464,10.83,200,-11
8,7,0,B6,1309,JFK,228,17.17,100,9
10,22,6,OO,6259,ORD,130,8.07,53,-7
6,11,5,WN,2043,SMF,389,16.25,75,7
8,12,5,OO,6452,TUS,451,11.05,91,23
0,5,6,B6,395,LGA,950,14.92,176,-18
1,12,2,UA,53,JFK,2475,11.67,375,-15
5,16,1,AA,1969,ORD,1440,16.42,220,50
2,13,4,OH,5364,JFK,213,18.33,102,6
10,3,1,WN,610,SFO,447,9.50,90,-9
3,13,0,OO,6036,ORD,738,18.00,135,99
