season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won,pred
2002,6681,3728,0,13,8,71,63,1,20.0219457199127
2002,1897,3762,0,-8,-12,60,72,0,-10.7005944693085
2002,4166,3762,0,3,4,73,69,1,5.70386800298926
2002,7710,3762,0,-9,-29,64,93,0,-9.91261238054989
2002,2357,3835,0,4,-1,73,74,0,10.577576818813
2002,4247,3835,0,-5,-12,69,81,0,-5.49152782674218
2002,4958,3835,0,4,12,64,52,1,4.05441810946689
2002,6681,3835,0,3,-9,64,73,0,2.61243975826857
2002,9612,3835,0,-8,-9,67,76,0,-12.8332782288175
2002,9782,3835,0,-7,-19,56,75,0,-6.86266062694538
2002,3542,4166,0,-15,-11,59,70,0,-26.2701778114307
2002,3762,4166,0,-3,-4,69,73,0,-5.70386800299667
2002,4958,4166,0,0,9,97,88,1,-1.81636795437029
2002,6813,4166,0,-1,-18,86,104,0,-3.27393741543557
2002,8592,4166,0,-7,-23,63,86,0,-6.33665440694236
2002,90,4247,0,8,-13,58,71,0,5.16146251154794
2002,3835,4247,0,5,12,81,69,1,5.49152782673568
2002,6715,4247,0,3,-8,61,69,0,1.81633406056719
2002,7017,4247,0,7,-5,73,78,0,1.70909933910014
2002,4958,4281,0,3,10,78,68,1,2.9708027595249
2002,9184,4281,0,-8,-5,82,87,0,-7.01628168196992
2002,9935,4281,0,-9,-15,68,83,0,-9.76255228640452
2002,9184,4890,0,-7,2,71,69,1,-5.24636010571055
2002,1796,4958,0,-1,-8,82,90,0,-6.36718674652328
2002,3835,4958,0,-4,-12,52,64,0,-4.05441810946678
2002,4166,4958,0,0,-9,88,97,0,1.81636795436738
2002,4281,4958,0,-3,-10,68,78,0,-2.97080275952347
2002,8042,4958,0,-15,-15,70,85,0,-25.269561903468
2002,10681,4958,0,-7,-30,57,87,0,-12.0609355433637
2002,5365,5026,0,11,12,70,58,1,15.5510247974656
2002,5399,5161,0,-7,13,93,80,1,-0.39523784424583
2002,5946,5263,0,3,11,69,58,1,0.230433443618701
2002,9419,5331,0,1,22,80,58,1,-1.89664288054808
2002,5026,5365,0,-11,-12,58,70,0,-15.5510247974668
2002,8899,5365,0,-3,4,68,64,1,-1.15299477180498
2002,5161,5399,0,7,-13,80,93,0,0.395237844246338
2002,6646,5399,0,8,-16,67,83,0,4.02901959948067
2002,6681,5399,0,10,6,81,75,1,7.94673321414773
2002,9419,5399,0,4,-9,73,82,0,-0.2045095338973
2002,6813,5530,0,13,19,81,62,1,25.0236011473653
2002,3183,5766,0,11,17,85,68,1,14.5310953626398
2002,1796,5946,0,5,3,77,74,1,0.534316674194393
2002,5263,5946,0,-3,-11,58,69,0,-0.230433443620949
2002,1363,6559,0,-1,-19,63,82,0,-0.569281188744551
2002,2357,6559,0,7,7,84,77,1,13.9253500308109
2002,2065,6646,0,-9,-5,64,69,0,-16.7763916749539
2002,5399,6646,0,-8,16,83,67,1,-4.0290195994808
2002,305,6681,0,-1,-21,67,88,0,-2.76302022690169
2002,3728,6681,0,-13,-8,63,71,0,-20.0219457199146
2002,3835,6681,0,-3,9,73,64,1,-2.61243975827313
2002,5399,6681,0,-10,-6,75,81,0,-7.94673321414837
2002,10803,6681,0,-5,-13,65,78,0,-7.08775117177725
2002,4247,6715,0,-3,8,69,61,1,-1.81633406057215
2002,4166,6813,0,1,18,104,86,1,3.27393741542936
2002,5530,6813,0,-13,-19,62,81,0,-25.0236011473656
2002,8899,6813,0,-4,-2,70,72,0,-7.03921751790611
2002,10349,6813,0,-5,-5,87,92,0,-5.87496982322655
2002,1156,6915,0,5,7,82,75,1,5.96675139996912
2002,10349,6983,0,3,9,83,74,1,5.84968115441002
2002,1156,7017,0,-3,-13,50,63,0,-0.594834758956663
2002,1295,7017,0,-11,-17,54,71,0,-15.6134404473107
2002,4247,7017,0,-7,5,78,73,1,-1.70909933910046
2002,1796,7557,0,9,12,71,59,1,6.85149297716025
2002,3183,7557,0,8,-2,75,77,0,5.90794172659064
2002,9001,7557,0,5,-8,68,76,0,5.96143585931918
2002,3762,7710,0,9,29,93,64,1,9.91261238054751
2002,305,7811,0,11,5,86,81,1,12.2690716667807
2002,196,8042,0,0,-4,77,81,0,-8.38464981453271
2002,4958,8042,0,15,15,85,70,1,25.2695619034709
2002,10681,8422,0,1,10,80,70,1,2.20488698302214
2002,4166,8592,0,7,23,86,63,1,6.33665440693682
2002,10241,8592,0,-1,-16,68,84,0,-6.90200091482381
2002,781,8899,0,-5,-13,57,70,0,-4.64615088909773
2002,5365,8899,0,3,-4,64,68,0,1.15299477180252
2002,6813,8899,0,4,2,72,70,1,7.03921751790491
2002,7557,9001,0,-5,8,76,68,1,-5.96143585931805
2002,4281,9184,0,8,5,87,82,1,7.01628168196899
2002,4890,9184,0,7,-2,69,71,0,5.24636010570917
2002,1465,9419,0,7,-4,101,105,0,12.0529568098566
2002,5331,9419,0,-1,-22,58,80,0,1.89664288054636
2002,5399,9419,0,-4,9,82,73,1,0.20450953389804
2002,3835,9612,0,8,9,76,67,1,12.8332782288156
2002,9680,9612,0,9,-4,89,93,0,12.0725482047247
2002,9612,9680,0,-9,4,93,89,1,-12.0725482047246
2002,3835,9782,0,7,19,75,56,1,6.86266062694284
2002,4281,9935,0,9,15,83,68,1,9.76255228640326
2002,8592,10241,0,1,16,84,68,1,6.90200091482345
2002,6813,10349,0,5,5,92,87,1,5.87496982322724
2002,6983,10349,0,-3,-9,74,83,0,-5.84968115440794
2002,2357,10647,0,15,47,84,37,1,34.9543887306827
2002,4958,10681,0,7,30,87,57,1,12.0609355433665
2002,8422,10681,0,-1,-10,70,80,0,-2.20488698302204
2002,305,10769,0,8,8,68,60,1,9.59517247984281
2002,3285,10769,0,5,-7,66,73,0,6.08989811944066
2002,3455,10803,0,-3,-12,58,70,0,-3.79050291191457
2002,6681,10803,0,5,13,78,65,1,7.08775117177585
2003,3836,91,0,3,5,67,62,1,-1.02799405159857
2003,3286,306,0,-8,-1,95,96,0,-11.7002465643581
2003,4167,306,0,-1,3,78,75,1,0.999426725731041
2003,6560,306,0,-4,-17,71,88,0,-6.05886076750926
2003,10004,306,0,-15,-29,51,80,0,-24.7152204333967
2003,4167,340,0,8,32,108,76,1,8.94153883525838
2003,5095,340,0,3,-13,71,84,0,-1.66095467349314
2003,8457,531,0,3,-2,63,65,0,2.53558230804529
2003,8680,531,0,7,1,79,78,1,5.2615589714981
2003,10350,531,0,8,-6,62,68,0,5.39925302766847
2003,4614,572,0,9,22,86,64,1,21.2604522084706
2003,4614,1031,0,8,-8,71,79,0,12.6130030484217
2003,5366,1031,0,7,-1,46,47,0,10.2306139083202
2003,6682,1031,0,11,11,65,54,1,11.7157813518743
2003,1797,1065,0,7,5,58,53,1,1.43352992609144
2003,1898,1099,0,5,-6,73,79,0,8.96316304324476
2003,2358,1099,0,8,26,86,60,1,12.5029495715519
2003,5947,1157,0,-1,-2,74,76,0,-0.156570988330001
2003,6682,1157,0,7,9,74,65,1,7.84488693388477
2003,3286,1466,0,-1,5,74,69,1,-1.61598349213815
2003,5264,1695,0,3,15,79,64,1,1.68851449810175
2003,2358,1729,0,11,10,67,57,1,13.9538060383094
2003,1065,1797,0,-7,-5,53,58,0,-1.43352992608949
2003,8593,1797,0,1,-11,74,85,0,-1.643312866282
2003,8900,1797,0,4,4,82,78,1,4.04750556221218
2003,1099,1898,0,-5,6,79,73,1,-8.96316304324149
2003,9185,2100,0,-9,13,84,71,1,-1.90263184702484
2003,1099,2358,0,-8,-26,60,86,0,-12.5029495715498
2003,1729,2358,0,-11,-10,57,67,0,-13.9538060383079
2003,4167,2358,0,1,4,69,65,1,5.08292157006012
2003,10350,2625,0,13,3,76,73,1,19.3420051043917
2003,5264,2797,0,-5,22,68,46,1,-4.2293515759045
2003,7609,2797,0,-13,-30,55,85,0,-20.2183469024251
2003,306,3286,0,8,1,96,95,1,11.7002465643631
2003,1466,3286,0,1,-5,69,74,0,1.61598349214123
2003,4891,3543,0,11,4,72,68,1,11.5442447382442
2003,6560,3763,0,-1,8,68,60,1,-2.95063102521163
2003,10242,3763,0,-9,-5,60,65,0,-13.0257983453011
2003,91,3836,0,-3,-5,62,67,0,1.02799405159784
2003,7018,3836,0,5,22,74,52,1,8.27443159519197
2003,4282,4008,0,15,31,95,64,1,24.7904294557214
2003,306,4167,0,1,-3,75,78,0,-0.999426725721076
2003,340,4167,0,-8,-32,76,108,0,-8.94153883525156
2003,2358,4167,0,-1,-4,65,69,0,-5.08292157005303
2003,4891,4167,0,-1,-33,61,94,0,-8.02617631963257
2003,8680,4167,0,-1,3,81,78,1,-6.94451448978565
2003,9817,4167,0,-13,-3,61,64,0,-20.9228139541202
2003,4008,4282,0,-15,-31,64,95,0,-24.790429455721
2003,4891,4282,0,-2,14,83,69,1,-6.35569202439856
2003,9783,4282,0,-8,-20,54,74,0,-11.4888218745213
2003,10682,4282,0,-4,-6,57,63,0,-4.85409012033992
2003,572,4614,0,-9,-22,64,86,0,-21.2604522084717
2003,1031,4614,0,-8,8,79,71,1,-12.6130030484199
2003,7219,4750,0,-1,24,80,56,1,-1.75142733844995
2003,8680,4823,0,11,11,76,65,1,12.2356535490347
2003,3543,4891,0,-11,-4,68,72,0,-11.5442447382421
2003,4167,4891,0,1,33,94,61,1,8.02617631964024
2003,4282,4891,0,2,-14,69,83,0,6.35569202440031
2003,5400,4891,0,-3,-9,92,101,0,-1.0690596236117
2003,7018,4891,0,1,-3,74,77,0,4.64861525595
2003,5264,4959,0,-1,2,60,58,1,-5.80669816808557
2003,9613,4959,0,-5,-2,73,75,0,-12.7242193014476
2003,10804,4959,0,3,-13,64,77,0,-4.26568088269355
2003,340,5095,0,-3,13,84,71,1,1.66095467349567
2003,1695,5264,0,-3,-15,64,79,0,-1.68851449810193
2003,2797,5264,0,5,-22,46,68,0,4.2293515759057
2003,4959,5264,0,1,-2,58,60,0,5.80669816808659
2003,8900,5264,0,6,9,85,76,1,4.41498632089725
2003,1031,5366,0,-7,1,47,46,1,-10.2306139083167
2003,4891,5400,0,3,9,101,92,1,1.06905962361365
2003,7558,5400,0,-5,-1,71,72,0,-6.89235021998184
2003,1157,5947,0,1,2,76,74,1,0.156570988328305
2003,306,6560,0,4,17,88,71,1,6.05886076751165
2003,3763,6560,0,1,-8,60,68,0,2.95063102520694
2003,10548,6560,0,-7,-1,69,70,0,-10.1423282998766
2003,1031,6682,0,-11,-11,54,65,0,-11.7157813518713
2003,1157,6682,0,-7,-9,65,74,0,-7.84488693388389
2003,7511,6682,0,-15,-17,54,71,0,-29.3194759353267
2003,8680,6682,0,-2,16,63,47,1,-2.21338801178687
2003,6916,6716,0,-5,-14,63,77,0,-6.00659828767579
2003,8680,6716,0,3,12,68,56,1,2.76030341882071
2003,9783,6814,0,-1,2,60,58,1,-3.03081518502294
2003,6716,6916,0,5,14,77,63,1,6.00659828767506
2003,3836,7018,0,-5,-22,52,74,0,-8.27443159519145
2003,4891,7018,0,-1,3,77,74,1,-4.64861525594627
2003,10316,7018,0,-13,-26,61,87,0,-24.490407981152
2003,4750,7219,0,1,-24,56,80,0,1.75142733844841
2003,8900,7219,0,8,10,77,67,1,4.02617100767426
2003,6682,7511,0,15,17,71,54,1,29.3194759353271
2003,5400,7558,0,5,1,72,71,1,6.89235021998165
2003,2797,7609,0,13,30,85,55,1,20.2183469024268
2003,8593,7677,0,9,8,77,69,1,8.25493485851325
2003,531,8457,0,-3,2,65,63,1,-2.53558230804624
2003,1797,8593,0,-1,11,85,74,1,1.64331286628546
2003,7677,8593,0,-9,-8,69,77,0,-8.25493485851256
2003,531,8680,0,-7,-1,78,79,0,-5.26155897150023
2003,4167,8680,0,1,-3,78,81,0,6.94451448979101
2003,4823,8680,0,-11,-11,65,76,0,-12.2356535490346
2003,6682,8680,0,2,-16,47,63,0,2.21338801178825
2003,6716,8680,0,-3,-12,56,68,0,-2.76030341882175
2003,8900,8680,0,2,-11,84,95,0,1.83911856821915
2003,1797,8900,0,-4,-4,78,82,0,-4.04750556220923
2003,5264,8900,0,-6,-9,76,85,0,-4.41498632089837
2003,7219,8900,0,-8,-10,67,77,0,-4.02617100767563
2003,8680,8900,0,-2,11,95,84,1,-1.83911856821999
2003,9552,8900,0,-15,-21,61,82,0,-33.2744323004076
2003,10804,9121,0,11,12,71,59,1,13.7782629411056
2003,2100,9185,0,9,-13,71,84,0,1.90263184702721
2003,10682,9185,0,8,1,61,60,1,8.29742798699073
2003,9552,9253,0,0,8,92,84,1,-5.0016047167285
2003,8900,9552,0,15,21,82,61,1,33.2744323004074
2003,9253,9552,0,0,-8,84,92,0,5.00160471672885
2003,4959,9613,0,5,2,75,73,1,12.724219301449
2003,4282,9783,0,8,20,74,54,1,11.4888218745217
2003,6814,9783,0,1,-2,58,60,0,3.03081518502504
2003,4167,9817,0,13,3,64,61,1,20.9228139541256
2003,306,10004,0,15,29,80,51,1,24.715220433401
2003,3763,10242,0,9,5,65,60,1,13.0257983452982
2003,7018,10316,0,13,26,87,61,1,24.4904079811538
2003,531,10350,0,-8,6,68,62,1,-5.39925302767067
2003,2625,10350,0,-13,-3,73,76,0,-19.3420051043909
2003,10682,10452,0,7,7,81,74,1,13.5418120103231
2003,6560,10548,0,7,1,70,69,1,10.1423282998747
2003,4282,10682,0,4,6,63,57,1,4.85409012033923
2003,9185,10682,0,-8,-1,60,61,0,-8.29742798699095
2003,10452,10682,0,-7,-7,74,81,0,-13.5418120103238
2003,4959,10804,0,-3,13,77,64,1,4.26568088269564
2003,9121,10804,0,-11,-12,59,71,0,-13.778262941105
2004,6300,24,0,5,11,63,52,1,10.4551090975827
2004,1798,92,0,6,16,87,71,1,7.16105218187525
2004,7559,92,0,-1,-1,64,65,0,-4.02711870242974
2004,8594,92,0,7,-3,67,70,0,3.26040093249832
2004,8681,92,0,3,-9,71,80,0,-1.90327782456514
2004,2359,145,0,15,35,96,61,1,37.0312904071322
2004,7978,307,0,1,4,80,76,1,-1.19289183030095
2004,3253,783,0,3,3,57,54,1,9.86375254892082
2004,9784,783,0,-5,-7,51,58,0,0.251580009017865
2004,8681,1066,0,7,5,80,75,1,-0.461294443853756
2004,9003,1365,0,1,3,76,73,1,2.0424856255903
2004,2626,1467,0,-9,-3,77,80,0,-16.4118213532843
2004,3764,1467,0,-1,24,92,68,1,-4.66588064717849
2004,92,1798,0,-6,-16,71,87,0,-7.16105218187752
2004,2223,1798,0,-5,-17,55,72,0,-12.4332180811137
2004,2359,1798,0,1,-1,78,79,0,4.15415651096782
2004,3253,1798,0,-1,-9,73,82,0,-0.31054214872964
2004,9971,1798,0,-4,-20,53,73,0,-5.58951301082039
2004,10005,1798,0,-13,-17,53,70,0,-24.7215180546972
2004,2223,2101,0,3,7,76,69,1,2.16741329863449
2004,1798,2223,0,5,17,72,55,1,12.4332180811102
2004,2101,2223,0,-3,-7,69,76,0,-2.16741329863498
2004,145,2359,0,-15,-35,61,96,0,-37.0312904071304
2004,1798,2359,0,-1,1,79,78,1,-4.15415651096292
2004,3764,2359,0,-4,-10,62,72,0,-10.3159383425757
2004,7978,2359,0,-7,-28,62,90,0,-11.3919310450444
2004,10805,2359,0,-6,-3,63,66,0,-13.7077244785572
2004,6717,2529,0,13,19,75,56,1,19.2707367068916
2004,1467,2626,0,9,3,80,77,1,16.4118213532872
2004,4824,2798,0,-7,15,75,60,1,-9.42172409448722
2004,4283,2832,0,15,20,96,76,1,30.6494729058891
2004,4419,2832,0,0,-15,57,72,0,4.16129509697083
2004,783,3253,0,-3,-3,54,57,0,-9.86375254892171
2004,1798,3253,0,1,9,82,73,1,0.310542148728533
2004,4168,3253,0,-1,-8,71,79,0,-5.66495111066168
2004,6031,3253,0,-7,-5,67,72,0,-7.39390033951406
2004,6459,3253,0,-11,-5,60,65,0,-14.975391802321
2004,6717,3253,0,1,-2,65,67,0,-1.22099117168643
2004,6031,3287,0,-8,19,91,72,1,-5.61872287341534
2004,9937,3287,0,-13,-27,49,76,0,-19.3956367041873
2004,4168,3730,0,9,25,78,53,1,9.48050436121693
2004,1467,3764,0,1,-24,68,92,0,4.66588064717977
2004,2359,3764,0,4,10,72,62,1,10.3159383425813
2004,5768,3764,0,-7,-19,53,72,0,-7.88470727884539
2004,3253,4168,0,1,8,79,71,1,5.66495111066184
2004,3730,4168,0,-9,-25,53,78,0,-9.48050436121619
2004,6883,4168,0,-8,-15,63,78,0,-10.3504925165928
2004,9288,4168,0,-5,-26,74,100,0,-3.27215467974393
2004,2832,4283,0,-15,-20,76,96,0,-30.6494729058859
2004,9288,4283,0,-8,1,76,75,1,-7.41265592796775
2004,2832,4419,0,0,15,72,57,1,-4.16129509696873
2004,8458,4449,0,15,19,82,63,1,23.1666854594985
2004,10805,4615,0,3,10,80,70,1,-7.3265362296673
2004,2798,4824,0,7,-15,60,75,0,9.42172409448707
2004,10351,4824,0,8,4,84,80,1,11.3787706662935
2004,8681,4960,0,-1,2,72,70,1,-4.94192780732678
2004,9866,4960,0,-9,-3,83,86,0,-6.32381478024391
2004,6717,5096,0,5,17,70,53,1,7.11820070902705
2004,8146,5096,0,-3,-16,43,59,0,0.623496245202386
2004,6031,5265,0,-3,6,72,66,1,2.06793785747121
2004,5498,5367,0,-13,-33,52,85,0,-21.9011050501524
2004,10805,5367,0,-5,15,89,74,1,-5.22667250860175
2004,5367,5498,0,13,33,85,52,1,21.9011050501516
2004,3764,5768,0,7,19,72,53,1,7.88470727884609
2004,9455,5948,0,-11,-9,52,61,0,-12.7118547624198
2004,9971,5948,0,-3,2,75,73,1,-2.82591504479298
2004,3253,6031,0,7,5,72,67,1,7.39390033951438
2004,3287,6031,0,8,-19,72,91,0,5.61872287341402
2004,5265,6031,0,3,-6,66,72,0,-2.06793785747119
2004,24,6300,0,-5,-11,52,63,0,-10.4551090975891
2004,8901,6300,0,3,3,78,75,1,-1.12767123361885
2004,3253,6459,0,11,5,65,60,1,14.975391802321
2004,2529,6717,0,-13,-19,56,75,0,-19.2707367068922
2004,3253,6717,0,-1,2,67,65,1,1.22099117168654
2004,5096,6717,0,-5,-17,53,70,0,-7.11820070902691
2004,7019,6717,0,-1,-12,51,63,0,-1.81336091153858
2004,8458,6717,0,1,-2,62,64,0,-0.239453819218584
2004,4168,6883,0,8,15,78,63,1,10.3504925165921
2004,7186,6883,0,7,-8,58,66,0,9.82493805573508
2004,6717,7019,0,1,12,63,51,1,1.81336091153873
2004,9387,7019,0,-11,-9,44,53,0,-16.5415024725062
2004,10683,7019,0,-3,-4,55,59,0,0.232003007704325
2004,8901,7152,0,11,17,66,49,1,17.1475267319013
2004,6883,7186,0,-7,8,66,58,1,-9.82493805573699
2004,10683,7376,0,5,12,76,64,1,8.60135757891681
2004,92,7559,0,1,1,65,64,1,4.02711870242661
2004,307,7978,0,-1,-4,76,80,0,1.19289183030226
2004,2359,7978,0,7,28,90,62,1,11.3919310450499
2004,5096,8146,0,3,16,59,43,1,-0.623496245201558
2004,4449,8458,0,-15,-19,63,82,0,-23.1666854594998
2004,6717,8458,0,-1,2,64,62,1,0.239453819218364
2004,9003,8458,0,-7,-5,65,70,0,-5.40615960601817
2004,10351,8458,0,-3,-4,80,84,0,-0.513393577240484
2004,92,8594,0,-7,3,70,67,1,-3.26040093250064
2004,9750,8594,0,-15,-26,45,71,0,-24.9255699611832
2004,92,8681,0,-3,9,80,71,1,1.90327782456358
2004,1066,8681,0,-7,-5,75,80,0,0.461294443852244
2004,4960,8681,0,1,-2,70,72,0,4.94192780732523
2004,6300,8901,0,-3,-3,75,78,0,1.12767123361974
2004,7152,8901,0,-11,-17,49,66,0,-17.1475267319001
2004,10805,8901,0,-4,8,79,71,1,-6.50738589502923
2004,1365,9003,0,-1,-3,73,76,0,-2.04248562559012
2004,8458,9003,0,7,5,70,65,1,5.4061596060175
2004,4168,9288,0,5,26,100,74,1,3.27215467974425
2004,4283,9288,0,8,-1,75,76,0,7.41265592796786
2004,10385,9288,0,1,-2,100,102,0,-2.78540079048468
2004,7019,9387,0,11,9,53,44,1,16.5415024725066
2004,5948,9455,0,11,9,61,52,1,12.7118547624202
2004,8594,9750,0,15,26,71,45,1,24.9255699611826
2004,783,9784,0,5,7,58,51,1,-0.251580009018712
2004,4960,9866,0,9,3,86,83,1,6.32381478024271
2004,10351,9903,0,9,1,79,78,1,12.9361634430361
2004,3287,9937,0,13,27,76,49,1,19.3956367041855
2004,1798,9971,0,4,20,73,53,1,5.58951301081987
2004,5948,9971,0,3,-2,73,75,0,2.82591504479453
2004,10277,9971,0,-5,-13,58,71,0,-3.31529161028479
2004,1798,10005,0,13,17,70,53,1,24.7215180546967
2004,9971,10277,0,5,13,71,58,1,3.31529161028549
2004,4824,10351,0,-8,-4,80,84,0,-11.3787706662938
2004,8458,10351,0,3,4,84,80,1,0.513393577240342
2004,9903,10351,0,-9,-1,78,79,0,-12.9361634430356
2004,9288,10385,0,-1,2,102,100,1,2.78540079048474
2004,7019,10683,0,3,4,59,55,1,-0.232003007704622
2004,7376,10683,0,-5,-12,64,76,0,-8.60135757891725
2004,2359,10805,0,6,3,66,63,1,13.7077244785653
2004,4615,10805,0,-3,-10,70,80,0,7.32653622967213
2004,5367,10805,0,5,-15,74,89,0,5.22667250860053
2004,8901,10805,0,4,-8,71,79,0,6.50738589503165
2005,10550,93,0,-7,10,83,73,1,-8.38650195245029
2005,6581,112,0,0,10,79,69,1,9.31971741591323
2005,3765,308,0,2,1,90,89,1,6.59014070154836
2005,6718,308,0,1,-1,78,79,0,4.98513762831472
2005,9289,308,0,-8,-22,63,85,0,-6.81896614675782
2005,9819,308,0,-11,-13,53,66,0,-4.20082283228727
2005,6918,784,0,-9,-20,65,85,0,-9.38594562372804
2005,10550,784,0,-8,8,83,75,1,-5.46484507877264
2005,4169,972,0,11,-1,63,64,0,20.3285556887155
2005,10684,972,0,8,9,71,62,1,15.3971580010104
2005,5949,1366,0,-3,12,75,63,1,6.72734075162441
2005,10352,1400,0,13,16,70,54,1,22.8051704639114
2005,3940,1468,0,-3,-12,64,76,0,-1.77587616644226
2005,4284,1468,0,5,9,69,60,1,2.54050648840293
2005,5949,1799,0,-8,3,65,62,1,-3.39134871765673
2005,9388,1799,0,-13,-6,71,77,0,-25.4376451467043
2005,10488,1900,0,3,2,63,61,1,1.06407325302518
2005,2360,2170,0,15,11,57,46,1,31.7422089480323
2005,2170,2360,0,-15,-11,46,57,0,-31.7422089480292
2005,5266,2360,0,-4,10,78,68,1,-3.85387270649159
2005,5368,2360,0,-8,-8,55,63,0,-12.3504228916672
2005,4284,2462,0,13,8,72,64,1,22.7996834097638
2005,3765,2695,0,15,12,67,55,1,28.2478276340606
2005,6615,2799,0,-9,-5,62,67,0,-16.0624158847869
2005,10040,2799,0,-1,11,76,65,1,-2.63003978153782
2005,3254,3034,0,7,12,80,68,1,7.16879232391479
2005,3034,3254,0,-7,-12,68,80,0,-7.16879232391383
2005,4616,3254,0,1,22,76,54,1,4.50817668069663
2005,9004,3288,0,-3,2,71,69,1,2.85445641115345
2005,10650,3288,0,-11,-10,64,74,0,-13.0481872358439
2005,308,3765,0,-2,-1,89,90,0,-6.59014070155141
2005,2695,3765,0,-15,-12,55,67,0,-28.2478276340583
2005,4616,3765,0,-3,-15,57,72,0,-1.37242272594105
2005,6032,3765,0,-8,-12,59,71,0,-15.541866472487
2005,6301,3765,0,0,5,75,70,1,4.90262626907503
2005,10550,3765,0,-11,-14,63,77,0,-14.8417457793021
2005,1468,3940,0,3,12,76,64,1,1.77587616644418
2005,5300,3974,0,1,-11,53,64,0,1.24293623362682
2005,6301,3974,0,8,27,92,65,1,17.417438148006
2005,972,4169,0,-11,1,64,63,1,-20.3285556887178
2005,1468,4284,0,-5,-9,60,69,0,-2.54050648840048
2005,2462,4284,0,-13,-8,64,72,0,-22.7996834097628
2005,5266,4284,0,-3,6,94,88,1,0.960768640863153
2005,9785,4284,0,-4,-10,52,62,0,-6.60088909316968
2005,3254,4616,0,-1,-22,54,76,0,-4.50817668069435
2005,3765,4616,0,3,15,72,57,1,1.37242272594549
2005,9456,4616,0,-9,-6,62,68,0,-17.1383937810231
2005,10386,4616,0,3,-14,79,93,0,-1.96087812234851
2005,10488,4616,0,-3,-8,85,93,0,-11.4651161134788
2005,9289,4752,0,-5,14,82,68,1,-1.73364695866098
2005,2360,5266,0,4,-10,68,78,0,3.85387270649583
2005,4284,5266,0,3,-6,88,94,0,-0.960768640859731
2005,6301,5266,0,4,16,87,71,1,8.194514450578
2005,6752,5266,0,-7,-8,81,89,0,-14.4754798853408
2005,10006,5266,0,-8,-11,61,72,0,-12.9619171498275
2005,3974,5300,0,-1,11,64,53,1,-1.24293623362836
2005,2360,5368,0,8,8,63,55,1,12.3504228916688
2005,8595,5368,0,1,-23,70,93,0,-2.37526169851883
2005,10386,5533,0,15,11,88,77,1,24.5275951987465
2005,1366,5949,0,3,-12,63,75,0,-6.72734075162541
2005,1799,5949,0,8,-3,62,65,0,3.39134871765649
2005,10684,5949,0,4,9,65,56,1,0.161912284566139
2005,3765,6032,0,8,12,71,59,1,15.5418664724885
2005,8902,6032,0,1,-4,57,61,0,7.83883303285275
2005,10040,6100,0,7,8,55,47,1,7.2521931506566
2005,6684,6200,0,11,17,84,67,1,17.7677192064845
2005,3765,6301,0,0,-5,70,75,0,-4.90262626907357
2005,3974,6301,0,-8,-27,65,92,0,-17.4174381480077
2005,5266,6301,0,-4,-16,71,87,0,-8.19451445057545
2005,6581,6301,0,-15,-28,68,96,0,-31.3618805982588
2005,10040,6301,0,-4,-1,66,67,0,-10.3738837225584
2005,10684,6301,0,-5,-6,82,88,0,-12.1842139766828
2005,10684,6460,0,5,5,57,52,1,7.13573999293094
2005,112,6581,0,0,-10,69,79,0,-9.31971741592277
2005,6301,6581,0,15,28,96,68,1,31.3618805982596
2005,2799,6615,0,9,5,67,62,1,16.0624158847868
2005,6200,6684,0,-11,-17,67,84,0,-17.7677192064853
2005,9785,6684,0,-3,9,67,58,1,-7.88763984072519
2005,308,6718,0,-1,1,79,78,1,-4.98513762831743
2005,7560,6718,0,-5,-8,77,85,0,-11.1585975417713
2005,7908,6718,0,-13,-13,50,63,0,-23.5177329419498
2005,5266,6752,0,7,8,89,81,1,14.4754798853427
2005,7020,6884,0,-1,-8,71,79,0,6.63098901135971
2005,10386,6884,0,7,18,97,79,1,12.150809680791
2005,784,6918,0,9,20,85,65,1,9.38594562372353
2005,6884,7020,0,1,8,79,71,1,-6.63098901135949
2005,6718,7560,0,5,8,85,77,1,11.1585975417726
2005,8527,7560,0,-3,-9,56,65,0,-4.13613993849981
2005,6718,7908,0,13,13,63,50,1,23.5177329419505
2005,7560,8527,0,3,9,65,56,1,4.13613993849917
2005,5368,8595,0,-1,23,93,70,1,2.37526169851903
2005,10006,8682,0,-9,3,60,57,1,-9.39877401575421
2005,6032,8902,0,-1,4,61,57,1,-7.83883303285289
2005,3288,9004,0,3,-2,69,71,0,-2.85445641115164
2005,9422,9004,0,-5,-12,66,78,0,-6.94047368246351
2005,10488,9004,0,-1,5,65,60,1,-5.48043026301095
2005,308,9289,0,8,22,85,63,1,6.81896614675377
2005,4752,9289,0,5,-14,68,82,0,1.73364695866142
2005,1799,9388,0,13,6,77,71,1,25.4376451467033
2005,9004,9422,0,5,12,78,66,1,6.94047368246411
2005,4616,9456,0,9,6,68,62,1,17.1383937810269
2005,4284,9785,0,4,10,62,52,1,6.60088909317074
2005,6684,9785,0,3,-9,58,67,0,7.88763984072551
2005,9867,9785,0,-5,-6,54,60,0,-3.58016393853221
2005,308,9819,0,11,13,66,53,1,4.20082283228322
2005,9785,9867,0,5,6,60,54,1,3.58016393853179
2005,5266,10006,0,8,11,72,61,1,12.9619171498292
2005,8682,10006,0,9,-3,57,60,0,9.39877401575319
