,Unnamed: 0,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
7456,149622,75045,Carolina Mara Marn Marn,F,23.0,172.0,65.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,Gold
7465,149953,75202,Stefan Markovi,M,28.0,199.0,96.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
7470,150122,75285,Helen Louise Maroulis,F,24.0,163.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",Gold
7472,150133,75293,Dzsenifer Marozsn,F,24.0,171.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
7477,150193,75337,"Marcos ""Marquinhos"" Aos Corra",M,22.0,185.0,75.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
7495,150566,75551,Damir Martin,M,28.0,189.0,97.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,Silver
7522,151136,75850,Yurberjen Herney Martnez Rivas,M,24.0,165.0,49.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Silver
7538,151288,75926,Simon Martirosyan,M,19.0,181.0,105.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,Silver
7539,151299,75934,Anita Mrton,F,27.0,172.0,95.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Bronze
7544,151383,75981,Kei Marumo,F,24.0,160.0,50.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
7554,151705,76132,Vladimir Anatolyevich Maslennikov,M,21.0,171.0,73.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
7559,151863,76218,Kylie Jacqueline Masse,F,20.0,173.0,61.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Bronze
7561,151888,76226,Kelly Massey,F,31.0,178.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
7562,151896,76230,Alexander Chen Massialas,M,22.0,188.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",Silver
7563,151897,76230,Alexander Chen Massialas,M,22.0,188.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
7564,151919,76242,Luca Masso,M,22.0,186.0,82.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
7577,152076,76329,Viliame Sevaka Mata,M,24.0,196.0,106.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
7586,152198,76398,Diana Beverly Matheson,F,32.0,153.0,54.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
7589,152216,76407,Courtney Lynn Kaiulani  Mathewson,F,29.0,171.0,69.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
7591,152266,76433,Michael Walter Mathieu,M,32.0,178.0,76.0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
7607,152547,76551,Takeshi Matsuda,M,32.0,184.0,84.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
7612,152606,76576,Kaori Matsumoto,F,28.0,163.0,57.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,Bronze
7618,152706,76625,Misaki Matsutomo,F,24.0,160.0,50.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,Gold
7619,152741,76644,Bethanie Lynn Mattek-Sands,F,31.0,168.0,66.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,Gold
7623,152809,76682,Peter Matthews,M,26.0,188.0,84.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
7627,152897,76735,Sofia Magdalena Mattsson,F,26.0,164.0,56.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",Bronze
7632,153143,76871,Marie Mvers,F,25.0,170.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
7634,153222,76898,Philipp Max,M,22.0,177.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
7639,153402,76987,Kvin Mayer,M,24.0,186.0,77.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Silver
7651,153708,77139,Agustn Alejandro Mazzilli,M,27.0,173.0,77.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
7652,153743,77152,Piotr Maachowski,M,33.0,193.0,130.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Silver
7661,153843,77223,Kayla McAlister,F,27.0,169.0,70.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
7665,153928,77276,Shona Clare McCallin,F,24.0,165.0,69.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
7670,153993,77314,Eliza McCartney,F,19.0,179.0,66.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,Bronze
7673,154097,77366,Ruaridh Lawson McConnochie,M,24.0,190.0,93.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
7675,154136,77390,Francena Lynette McCorory,F,27.0,171.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
7676,154143,77394,Angel Lajuane McCoughtry,F,29.0,185.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
7681,154313,77475,Rusheen McDonald,M,23.0,175.0,81.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
7686,154384,77505,Cameron McEvoy,M,22.0,185.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
7687,154385,77505,Cameron McEvoy,M,22.0,185.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
7705,154867,77716,Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Bronze
7706,154868,77716,Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
7707,154869,77716,Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
7709,154871,77716,Emma McKeon,F,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
7712,154882,77721,Taylor McKeown,F,21.0,178.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
7715,154989,77784,Anneisha McLaughlin-Whilby,F,30.0,170.0,65.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
7729,155260,77942,Stephenie Ann McPherson,F,27.0,173.0,57.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
7730,155274,77950,Tony McQuay,M,26.0,181.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
7731,155284,77955,James McRae,M,29.0,193.0,93.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
7736,155391,78005,Anna Maree Devenish Meares,F,32.0,165.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Keirin,Bronze
7738,155395,78006,"Christopher James ""Chris"" Mears",M,23.0,172.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Gold
7749,155624,78119,Molly Meech,F,23.0,178.0,74.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Silver
7750,155625,78120,Sam Meech,M,25.0,183.0,81.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,Bronze
7751,155661,78140,Robert Meeuwsen,M,28.0,207.0,92.0,Netherlands-1,NED,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
7760,155879,78267,"Catherine Michelle ""Katie"" Meili",F,25.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
7761,155880,78267,"Catherine Michelle ""Katie"" Meili",F,25.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
7764,155906,78281,Gerek Lin Meinhardt,M,26.0,183.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
7769,156035,78347,Mahiedine Mekhissi-Benabbad,M,31.0,190.0,75.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
7780,156195,78441,Bektemir Ruzmatzhonovich Melikuziyev,M,20.0,177.0,75.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Silver
7785,156326,78508,Angelina Romanovna Melnikova,F,16.0,151.0,44.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Silver
7815,156698,78716,Meng Suping,F,27.0,173.0,123.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,Gold
7820,156749,78735,Joaqun Menini,M,24.0,182.0,76.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
7832,157035,78875,Florin Mergea,M,31.0,180.0,76.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Silver
7841,157266,78964,LaShawn Merritt,M,30.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Bronze
7842,157267,78964,LaShawn Merritt,M,30.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
7851,157584,79112,Mehdy Metella,M,24.0,190.0,90.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
7857,157823,79224,Maximilian Meyer,M,20.0,173.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
7860,157885,79256,Boaz Cornelius Meylink,M,32.0,195.0,93.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
7861,157888,79258,William Meynard,M,29.0,190.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
7874,158047,79345,Meredith T. Michaels-Beerbaum,F,46.0,162.0,51.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
7875,158080,79362,Monika Ewa Michalik (Rogien-),F,36.0,167.0,63.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
7896,158459,79541,Clment Mignon,M,23.0,187.0,75.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
7900,158496,79561,Brankica Mihajlovi,F,25.0,190.0,83.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
7909,158591,79607,"John Michael Nchekwube Obinna ""John Mikel Obi"" Mikel",M,29.0,179.0,86.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
7922,158768,79714,Beata Mikoajczyk,F,30.0,170.0,68.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
7945,159156,79881,Cody Miller,M,24.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
7946,159157,79881,Cody Miller,M,24.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
7952,159268,79938,Shaunae Miller (-Uibo),F,22.0,185.0,69.0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Gold
7957,159337,79976,Hannah Louise Mills,F,28.0,157.0,50.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Gold
7961,159400,80002,Stephen Milne,M,22.0,185.0,76.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
7964,159475,80039,Jelena Milovanovi,F,27.0,190.0,84.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
7971,159618,80107,Gor Minasyan,M,21.0,180.0,140.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
7981,159852,80204,Jevaughn Minzie,M,21.0,178.0,85.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
7992,160013,80294,Nikola Miroti Stajovi,M,25.0,208.0,100.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
8001,160088,80332,Taras Viktorovych Mishchuk,M,21.0,187.0,85.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
8008,160240,80404,Ethan Mitchell,M,25.0,180.0,83.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Silver
8013,160309,80439,Tom Mitchell,M,27.0,178.0,85.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
8018,160387,80483,Branislav Mitrovi,M,31.0,201.0,100.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
8019,160390,80485,Stefan Mitrovi,M,28.0,195.0,91.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
8022,160423,80499,Risako Mitsui,F,22.0,168.0,57.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
8023,160424,80499,Risako Mitsui,F,22.0,168.0,57.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
8024,160454,80507,Anja Mittag,F,31.0,168.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
8032,160584,80571,Hiromi Miyake,F,30.0,145.0,48.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Bronze
8039,160738,80655,Jun Mizutani,M,27.0,172.0,63.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Bronze
8040,160739,80655,Jun Mizutani,M,27.0,172.0,63.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Silver
8088,161323,80970,Lourdes Mohedano Snchez de Mora,F,21.0,173.0,53.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
8113,161565,81109,Kayla Moleschi,F,25.0,159.0,65.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
8115,161585,81117,Mari Kristine Sbstad Molid,F,25.0,178.0,73.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
8150,162303,81491,Telma Alexandra Pinto Monteiro,F,30.0,161.0,57.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,Bronze
8157,162497,81588,Domenico Montrone,M,30.0,189.0,97.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
8162,162647,81671,Maya April Moore,F,27.0,183.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
8168,162767,81739,Sohrab Moradi,M,27.0,170.0,97.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
8191,163394,82020,David Morgan,M,22.0,184.0,82.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
8208,163921,82271,Sandi Morris,F,24.0,173.0,62.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,Silver
8213,164022,82327,Casper Ulrich Mortensen,M,26.0,190.0,88.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
8225,164286,82465,Lus Javier Mosquera Lozano,M,21.0,165.0,64.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,Bronze
8226,164306,82474,Estelle Mossely,F,23.0,168.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,Gold
8247,164811,82763,Nora Mrk,F,25.0,168.0,63.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
8255,164991,82859,Beslan Zaudinovich Mudranov,M,30.0,166.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Gold
8260,165085,82900,Dalilah Muhammad,F,26.0,173.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Gold
8262,165087,82901,Ibtihaj Muhammad,F,30.0,170.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze
8263,165089,82902,Lutalo Massop-Muhammad,M,25.0,191.0,80.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,Silver
8264,165100,82908,Usman Edu Muhammed,M,22.0,169.0,78.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
8280,165435,83094,Julia Mller,F,30.0,170.0,71.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
8282,165476,83116,Mathias Mller,M,24.0,187.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
8285,165608,83172,Janne Mller-Wieland,F,29.0,175.0,69.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
8300,165984,83359,Maximilian Munski,M,28.0,195.0,96.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver
8329,166288,83509,Annalise Murphy,F,26.0,184.0,72.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,Silver
8330,166295,83514,Clayton Murphy,M,21.0,180.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Bronze
8331,166325,83534,Kelly Murphy,F,26.0,188.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
8333,166344,83545,Ryan Murphy,M,21.0,191.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,Gold
8334,166345,83545,Ryan Murphy,M,21.0,191.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,Gold
8335,166346,83545,Ryan Murphy,M,21.0,191.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
8336,166372,83558,"Andrew Barron ""Andy"" Murray",M,29.0,190.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Gold
8339,166398,83571,Eric Gordon Murray,M,34.0,195.0,98.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Gold
8355,166614,83692,Meghan Musnicki,F,33.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
8356,166633,83703,"Madeline ""Maddie"" Musselman",F,18.0,181.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
8360,166657,83715,Aliya Farkhatovna Mustafina,F,21.0,162.0,48.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
8361,166658,83715,Aliya Farkhatovna Mustafina,F,21.0,162.0,48.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Silver
8363,166660,83715,Aliya Farkhatovna Mustafina,F,21.0,162.0,48.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Gold
8381,167069,83934,Denis Myk,M,20.0,189.0,90.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
8393,167226,84006,Rafael Nadal Parera,M,30.0,185.0,80.0,Spain-2,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Gold
8398,167240,84014,"Alexander Michael ""Alex"" Naddour",M,25.0,170.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
8410,167387,84093,Takanori Nagase,M,22.0,181.0,81.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,Bronze
8414,167469,84138,Nikita Vladimirovich Nagorny,M,19.0,166.0,67.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
8433,167672,84241,Karolina Naja,F,26.0,165.0,63.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
8440,167756,84290,Kanami Nakamaki,F,24.0,167.0,58.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
8448,167802,84316,Mai Nakamura,F,27.0,163.0,56.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
8449,167807,84318,Misato Nakamura,F,27.0,157.0,52.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,Bronze
8453,167903,84361,Leone Nakarawa,M,28.0,198.0,109.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
8470,168228,84527,Daniel Narcisse,M,36.0,189.0,93.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
8475,168352,84598,George Christopher Nash,M,26.0,195.0,96.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold
8485,168493,84689,Tyla Nathan-Wong,F,22.0,163.0,58.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
8487,168517,84700,Lilyana Natsir,F,30.0,169.0,62.0,Indonesia-1,INA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
8489,168602,84737,Darya Sergeyevna Naumova,F,20.0,165.0,76.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,Silver
8496,168680,84776,Juan Carlos Navarro Feijoo,M,36.0,193.0,82.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
8500,168724,84802,Ikhtiyor Karimovich Navruzov,M,27.0,165.0,65.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
8501,168759,84823,Tsvetelina Biserova Naydenova,F,22.0,168.0,49.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
8504,168806,84850,Dilshod Nazarov,M,34.0,187.0,120.0,Tajikistan,TJK,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Gold
