vol_requests,title,hits,category_desc,locality,region,postalcode,created_date,vol_requests_lognorm,created_month,Education,Emergency Preparedness,Environment,Health,Helping Neighbors in Need,Strengthening Communities
22,Volunteer at Highland Park Strawberry Festival,200,Strengthening Communities,"80 30 Park Lane
Kew Gardens, NY 11415
(40.708286075142325, -73.82855612156771)",NY,11415.0,2011-03-08,3.091042453358316,3,0,0,0,0,0,1
5,Arts Volunteer Opportunity,650,Strengthening Communities,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,2011-04-12,1.6094379124341003,4,0,0,0,0,0,1
10,Mentor,396,Education,"1401 36th Ave
Queens, NY 11106
(40.76021383635026, -73.93744882217851)",NY,11106.0,2011-07-09,2.302585092994046,7,1,0,0,0,0,0
15,Teach Adults and Kids how to Ride Bikes!,163,Education,"475 Riverside Drive
NYC, NY 10115
(40.810551000428404, -73.96469400002803)",NY,10115.0,2011-06-16,2.70805020110221,6,1,0,0,0,0,0
4,Classroom Assistants,324,Education,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,2011-08-02,1.3862943611198906,8,1,0,0,0,0,0
20,Central Park Zoo with Harlem Dowling 125th! ,32,Strengthening Communities,"2090 Adam Clayton Powell Jr
New York, NY 10027
(40.8086819592997, -73.94868505900372)",NY,10027.0,2011-05-10,2.995732273553991,5,0,0,0,0,0,1
20,Special Event Volunteers (Brooklyn),352,Health,"34 1
New York, NY 10003
(40.73194394755518, -73.98887214913032)",NY,10003.0,2011-05-17,2.995732273553991,5,0,0,0,1,0,0
5,Bideawee Greeters,556,Strengthening Communities,"410 38th St
New York, NY 10016
(40.74602638032883, -73.9710330229442)",NY,10016.0,2011-01-21,1.6094379124341003,1,0,0,0,0,0,1
500,Be the Change. Become a Mentor! ,324,Education,"30 Broad Street
New York, NY 10004
(40.706177421210555, -74.01126869053508)",NY,10004.0,2011-04-21,6.214608098422191,4,1,0,0,0,0,0
1,Looking for a Special Opportunity to Make a Real Impact?,601,Helping Neighbors in Need,"34 39th Street
New York, NY 10016
(40.75053198369562, -73.97978342628932)",NY,10016.0,2011-03-17,0.0,3,0,0,0,0,1,0
20,Help inform people of recycling practices in Central Park,84,Strengthening Communities,"51 Chambers Street
New York, NY 10007
(40.71377351801845, -74.0053942535769)",NY,10007.0,2011-08-30,2.995732273553991,8,0,0,0,0,0,1
2,Lifebeat Intern - General,682,Strengthening Communities,"1515 Broadway
New York, NY 10036
(40.75729656648954, -73.98573468333922)",NY,10036.0,2011-01-26,0.6931471805599453,1,0,0,0,0,0,1
25,Volunteer at StreetSquash Summer Discovery 2011!,2498,Education,"40 116th St
New York, NY 10026
(40.80116061750394, -73.94770812030829)",NY,10026.0,2011-03-25,3.2188758248682006,3,1,0,0,0,0,0
20,Get the tools to volunteer for Recycling!,210,Strengthening Communities,"51 Chambers Street
Brooklyn, NY 10007
(40.71377351801845, -74.0053942535769)",NY,10007.0,2011-01-05,2.995732273553991,1,0,0,0,0,0,1
1,Health Services Office Assistant,465,Health,"305 7th Avenue between 27th and 28th Street
New York, NY 10001
(40.75025902143676, -73.99688630375988)",NY,10001.0,2011-07-12,0.0,7,0,0,0,1,0,0
1,Administrative Intern,761,Strengthening Communities,"244 Madison Ave
New York, NY 10016
(40.75015809710567, -73.98126558278405)",NY,10016.0,2011-06-08,0.0,6,0,0,0,0,0,1
8,Fundraising and Event Volunteers Needed ,150,Strengthening Communities,"32 Broadway
New York City, NY 10004
(40.70604252290616, -74.01308532103428)",NY,10004.0,2011-07-15,2.0794415416798357,7,0,0,0,0,0,1
1,Neighborhood Profiles Coordinator,172,Strengthening Communities,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836)",NY,10007.0,2011-02-23,0.0,2,0,0,0,0,0,1
1000,Take a Stand Against Violence,28,Strengthening Communities,"240 35th Street
New York, NY 10001
(40.75233062775419, -73.99168145673696)",NY,10001.0,2011-02-02,6.907755278982137,2,0,0,0,0,0,1
99,Technology Expert Advice for Professionals,162,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-07,4.59511985013459,6,0,0,0,0,0,1
40,TimeBanksNYC June Event Schedule,2203,Helping Neighbors in Need,"2 Lafayette
New York, NY 10007
(40.7139025974422, -74.00349854820195)",NY,10007.0,2011-03-01,3.6888794541139363,3,0,0,0,0,1,0
1,JASA Volunteer ESL Teacher at H.E.S. Senior Center,274,Helping Neighbors in Need,"9502 Seaview Avenue
Brooklyn, NY 11206
(40.6326745532508, -73.89124182389159)",NY,11206.0,2011-03-07,0.0,3,0,0,0,0,1,0
99,Crowdfunding for Professionals,68,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
5,Feed our East Harlem community,322,Helping Neighbors in Need,"120 106th Street
New York, NY 10029
(40.79252132924364, -73.94694917899955)",NY,10029.0,2011-07-15,1.6094379124341003,7,0,0,0,0,1,0
50,Penny Harvest Run For Change!,204,Strengthening Communities,"570 Columbus Avenue
New York, NY 10024
(40.787638010624505, -73.97132979921389)",NY,10024.0,2011-03-03,3.912023005428146,3,0,0,0,0,0,1
30,Queens Green Teens opportunity,1368,Environment,"80 30 Park Lane
Kew Gardens, NY 11415
(40.708286075142325, -73.82855612156771)",NY,11415.0,2011-06-22,3.4011973816621555,6,0,0,1,0,0,0
4,"Chefs, Nutritionists and Foodies Wanted!",826,Health,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,2011-04-15,1.3862943611198906,4,0,0,0,1,0,0
25,Bronx One on One Mentoring Program (BOOM),578,Education,"20 190th Street
Bronx, NY 10468
(40.86347541561016, -73.89958755848183)",NY,10468.0,2011-04-12,3.2188758248682006,4,1,0,0,0,0,0
99,E-Newsletter Writing for Professionals,76,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
50,Help New Yorkers Affected by the Storm in Brooklyn ,1001,Helping Neighbors in Need,"253 Broadway
New York, NY 10007
(40.713255085581125, -74.00706885665824)",NY,10007.0,2011-01-11,3.912023005428146,1,0,0,0,0,1,0
25,Tutors Needed: High School of Art and Design,286,Education,"1075 Second Avenue
New York, NY 10022
(40.75902153949972, -73.96552833602654)",NY,10022.0,2011-07-15,3.2188758248682006,7,1,0,0,0,0,0
50,Come Volunteer at our Great Strides Walks ,174,Strengthening Communities,"205 42nd Street
New York, NY 10012
(40.653499970602304, -74.01209486827952)",NY,10012.0,2011-04-13,3.912023005428146,4,0,0,0,0,0,1
600,Mentors ,456,Education,"286 Madison Avenue
New York, NY 10017
(40.75174378405803, -73.98009563619694)",NY,10017.0,2011-05-20,6.396929655216146,5,1,0,0,0,0,0
3,Volunteer Childcare Coordinator,229,Strengthening Communities,"210 102nd Street
New York, NY 10025
(40.798057840007175, -73.96809269871837)",NY,10025.0,2011-07-11,1.0986122886681098,7,0,0,0,0,0,1
99,Social Media Campaign for Professionals,58,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-07,4.59511985013459,6,0,0,0,0,0,1
5,Giving At the Soup Kitchen Can be Fun - 55+ Only,131,Helping Neighbors in Need,"105 22 Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,2011-08-31,1.6094379124341003,8,0,0,0,0,1,0
12,Garden Crew,173,Environment,"80 Van Cortlandt Park
Bronx, NY 10463
(40.88465843017383, -73.88990186467265)",NY,10463.0,2011-07-07,2.4849066497880004,7,0,0,1,0,0,0
250,Help Clean Up after Hurricane Irene in Far Rockaway,153,Emergency Preparedness,"Shore Front Parkway
Queens, NY 11693
(40.58491927250253, -73.81086259712633)",NY,11693.0,2011-08-30,5.521460917862246,8,0,1,0,0,0,0
10,Summer day camp volunteer,970,Strengthening Communities,"132 03 Sanford Avenue
Flushing, NY 11354
(40.76862022064671, -73.82719028070687)",NY,11354.0,2011-02-23,2.302585092994046,2,0,0,0,0,0,1
10,Transportation Alternatives Bike Ambassador Data Entry Volunteers,305,Education,"127 26th St
New York, NY 10002
(40.601149489516224, -73.99944293492823)",NY,10002.0,2011-06-07,2.302585092994046,6,1,0,0,0,0,0
6,Young Professionals Committee 2nd Annual Summer Benefit,212,Strengthening Communities,"182 Lafayette Street
New York, NY 10013
(40.72063851944171, -73.9985522770408)",NY,10013.0,2011-07-21,1.791759469228055,7,0,0,0,0,0,1
100,Thanksgiving Feeding of the Needy 2011,59,Strengthening Communities,"852 JFK Station
New York, NY 10116
(40.8110019996426, -73.95309800037239)",NY,10116.0,2011-09-23,4.605170185988092,9,0,0,0,0,0,1
2,School Year Internship: Fall 2011 Program Intern,298,Education,"247 37 Street
Manhattan, NY 10018
(40.75350339905739, -73.99055236906513)",NY,10018.0,2011-08-01,0.6931471805599453,8,1,0,0,0,0,0
99,Event Publicity for Professionals,57,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-07,4.59511985013459,6,0,0,0,0,0,1
5,Patient and Caregiver Support,528,Helping Neighbors in Need,"80 8th ave
New York, NY 10011
(40.74000092273252, -74.00233842278413)",NY,10011.0,2011-06-29,1.6094379124341003,6,0,0,0,0,1,0
100,Friendly Visiting - Visit Homebound Seniors,362,Helping Neighbors in Need,"3001 37th Street
Brooklyn, NY 11224
(40.573273749723825, -74.00249064003097)",NY,11224.0,2011-02-17,4.605170185988092,2,0,0,0,0,1,0
20,Tutor Students with FC Harlem,475,Education,"441 Manhattan Ave
New York, NY 10026
(40.80669464442542, -73.95561864336202)",NY,10026.0,2011-03-28,2.995732273553991,3,1,0,0,0,0,0
30,"NYAWC Spring Volunteer Information Forum, come learn about volunteering with NYAWC, (Refreshments)",23,Strengthening Communities,"39 Bowery
New York City, NY 10002
(40.71522597589217, -73.99658738386236)",NY,10002.0,2011-04-20,3.4011973816621555,4,0,0,0,0,0,1
25,MATH tutors needed!,156,Education,"154 93rd St
New York, NY 10025
(40.79156776872092, -73.97053578315399)",NY,10025.0,2011-09-12,3.2188758248682006,9,1,0,0,0,0,0
99,Online Marketing Plan for Professionals,26,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
10,Sara D Roosevelt Park Cleanup/Beautification Project,240,Strengthening Communities,"41 Park Row
New York, NY 10038
(40.71182840349377, -74.00632180417499)",NY,10038.0,2011-08-31,2.302585092994046,8,0,0,0,0,0,1
2,Row New York Afterschool Volunteer Tutor for High School,58,Education,"10 27 46th Ave
Long Island City, NY 11101
(40.74570244980828, -73.93866902925225)",NY,11101.0,2011-03-01,0.6931471805599453,3,1,0,0,0,0,0
5,Museum Visitor Services Volunteer,341,Strengthening Communities,"1109 Fifth Avenue
New York, NY 10128
(40.78553359707598, -73.95746225352207)",NY,10128.0,2011-01-27,1.6094379124341003,1,0,0,0,0,0,1
5,Special Events Assistant,65,Helping Neighbors in Need,"120 106th Street
New York, NY 10025
(40.7994834845182, -73.96352009942227)",NY,10025.0,2011-09-14,1.6094379124341003,9,0,0,0,0,1,0
20,Animal Foster Parent,952,Strengthening Communities,"410 38th Street
New York, NY 10016
(40.74602638032883, -73.9710330229442)",NY,10016.0,2011-01-21,2.995732273553991,1,0,0,0,0,0,1
25,Hudson River Clean-up,193,Environment,"54 New
York, NY 10014
(40.73358645135369, -74.01019960472792)",NY,10014.0,2011-06-13,3.2188758248682006,6,0,0,1,0,0,0
10,Mariners' Response to 9-11: Exhibit Aboard the LILAC,209,Strengthening Communities,"25 New
York, NY 10013
(40.721242188776046, -74.00888900022716)",NY,10013.0,2011-09-07,2.302585092994046,9,0,0,0,0,0,1
10,Science Center Open House Volunteers!,28,Education,"890 Garrison Ave
Bronx, NY 10474
(40.817114194167054, -73.89198548226072)",NY,10474.0,2011-03-15,2.302585092994046,3,1,0,0,0,0,0
34,Queens Fall Harvest Festival-volunteers Needed!`,0,Strengthening Communities,"80 30 Park Lane
Kew Gardens, NY 11415
(40.708286075142325, -73.82855612156771)",NY,11415.0,2011-03-08,3.5263605246161616,3,0,0,0,0,0,1
1,Client Services and Welcome Desk,70,Helping Neighbors in Need,"32 Broadway
New York, NY 10004
(40.70604252290616, -74.01308532103428)",NY,10004.0,2011-08-16,0.0,8,0,0,0,0,1,0
2,English Teacher,367,Helping Neighbors in Need,"105 Mosco Street
New York, NY 10013
(40.714478163541, -73.99923576178304)",NY,10013.0,2011-04-11,0.6931471805599453,4,0,0,0,0,1,0
2011,TimeBanksNYC's 2011 in 2011 Membership Drive,4070,Helping Neighbors in Need,"5 Boroughs
New York, NY 10007
(40.71363051943297, -74.00913138370635)",NY,10007.0,2011-01-20,7.606387389772652,1,0,0,0,0,1,0
12,Friendly Visitor for Older Adults,31,Helping Neighbors in Need,"1484 First Avenue
New York, NY 10075
(40.77130632257246, -73.95343329083079)",NY,10075.0,2011-09-20,2.4849066497880004,9,0,0,0,0,1,0
5,Fundraising Volunteer Opportunities,154,Strengthening Communities,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,2011-04-12,1.6094379124341003,4,0,0,0,0,0,1
5,After school program volunteer,466,Education,"132 03 Sanford Avenue
Flushing, NY 11354
(40.76862022064671, -73.82719028070687)",NY,11354.0,2011-02-23,1.6094379124341003,2,1,0,0,0,0,0
10,Homework Helpers,522,Education,"80 Maiden Lane
New York, NY 10038
(40.70722063476455, -74.00745556513084)",NY,10038.0,2011-03-21,2.302585092994046,3,1,0,0,0,0,0
25,2011 Lexington Craft Fair,76,Strengthening Communities,"26 26 75th St
Jackson Heights, NY 11370
(40.75935377085989, -73.89184400040028)",NY,11370.0,2011-04-20,3.2188758248682006,4,0,0,0,0,0,1
100,Poll Workers and Interperters Needed!,237,Strengthening Communities,"five boroughs
New York, NY 10007
(40.71363051943297, -74.00913138370635)",NY,10007.0,2011-07-14,4.605170185988092,7,0,0,0,0,0,1
99,Grant Proposal Budget for Professionals,54,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
50,Bike New York Volunteer,550,Health,"475 Riverside Drive
New York City, NY 11205
(40.693882095282504, -73.96433450773128)",NY,11205.0,2011-03-22,3.912023005428146,3,0,0,0,1,0,0
5,Accounting Volunteer Opportunity,542,Strengthening Communities,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,2011-04-12,1.6094379124341003,4,0,0,0,0,0,1
4,Data Entry Assistance,73,Strengthening Communities,"34 1 2 East 12th Street
New York, NY 10003
(40.734434119371144, -73.99401070079284)",NY,10003.0,2011-05-12,1.3862943611198906,5,0,0,0,0,0,1
100,Event Hosting and Campaign Promotion UNICEF Tap Project Volunteer,168,Environment,"125 Maiden Lane
New York, NY 10038
(40.706178049016415, -74.00602267255746)",NY,10038.0,2011-04-13,4.605170185988092,4,0,0,1,0,0,0
99,Press Release for Professionals,55,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-07,4.59511985013459,6,0,0,0,0,0,1
6,Volunteer at an Art Gallery Dedication,10,Strengthening Communities,"30 Third Avenue
Brooklyn, NY 11217
(40.685876893530235, -73.98037041156317)",NY,11217.0,2011-03-24,1.791759469228055,3,0,0,0,0,0,1
4,Art Programming at Incarnation Children’s Center,230,Strengthening Communities,"165 46th Street
New York, NY 10036
(40.7586085621595, -73.98506333562563)",NY,10036.0,2011-02-15,1.3862943611198906,2,0,0,0,0,0,1
99,Donor Relations Strategy for Professionals,36,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
2,Driver,114,Helping Neighbors in Need,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,2011-04-12,0.6931471805599453,4,0,0,0,0,1,0
50,John Kieran Volunteer Day,129,Strengthening Communities,"124 Gale Pl
Bronx, NY 10463
(40.88463029202243, -73.89251933209881)",NY,10463.0,2011-01-14,3.912023005428146,1,0,0,0,0,0,1
99,Event Sponsorship for Professionals,43,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-07,4.59511985013459,6,0,0,0,0,0,1
20,Volunteer at School's Out for Summer Event-Queens,251,Strengthening Communities,"80 30 Park Lane
Kew Gardens, NY 11415
(40.708286075142325, -73.82855612156771)",NY,11415.0,2011-03-11,2.995732273553991,3,0,0,0,0,0,1
1,Public Relations Intern ,385,Strengthening Communities,"540 President Street
Brooklyn, NY 11215
(40.6773834625823, -73.98508745696203)",NY,11215.0,2011-01-27,0.0,1,0,0,0,0,0,1
1,Volunteer Coordinator,26,Strengthening Communities,"277 New
York, NY 10113-0277
(40.741242999564804, -73.99834000029074)",NY,,2011-03-21,0.0,3,0,0,0,0,0,1
99,Graphic Design for Professionals,74,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
15,JASA Nutrition Workshop Volunteers,192,Health,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,2011-07-27,2.70805020110221,7,0,0,0,1,0,0
25,Help Clean Up after Hurricane Irene in Manhattan,857,Emergency Preparedness,"253 Broadway
New York, NY 10007
(40.713255085581125, -74.00706885665824)",NY,10007.0,2011-08-27,3.2188758248682006,8,0,1,0,0,0,0
1,Help Desk Intern,216,Strengthening Communities,"733 Third Avenue
New York, NY 10017
(40.753095051479136, -73.9727597212405)",NY,10017.0,2011-01-21,0.0,1,0,0,0,0,0,1
1,Arts Workshops Intern Needed,87,Strengthening Communities,"548 Broadway
New York, NY 10012
(40.723633146495736, -73.99822304358818)",NY,10012.0,2011-08-24,0.0,8,0,0,0,0,0,1
30,Be a Mentor.... Because Every Child Deserves a Chance!,244,Education,"160 CONVENT AVE
New York City, NY 10031
(40.81951334804657, -73.95002324608663)",NY,10031.0,2011-02-03,3.4011973816621555,2,1,0,0,0,0,0
1,Children's Recreation Projects with New York Cares,337,Health,"214 29th St
New York, NY 10001
(40.748256698961484, -73.99386680926813)",NY,10001.0,2011-08-01,0.0,8,0,0,0,1,0,0
2,Girl Scout Series - Bronx ,59,Strengthening Communities,"40 Tremont Ave
Bronx, NY 10453
(40.851398678685044, -73.90858151296997)",NY,10453.0,2011-07-29,0.6931471805599453,7,0,0,0,0,0,1
5,Photography and Art Opportunities,662,Strengthening Communities,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,2011-04-14,1.6094379124341003,4,0,0,0,0,0,1
150,Join the 2011/2012 Penny Harvest Leader Pin Volunteer Day!,281,Education,"570 Columbus Avenue
New York, NY 10024
(40.787638010624505, -73.97132979921389)",NY,10024.0,2011-07-18,5.0106352940962555,7,1,0,0,0,0,0
3,Grant Writer,145,Strengthening Communities,"55 Lexington Avenue
New York, NY 10010
(40.74055729531126, -73.98392283234197)",NY,10010.0,2011-02-23,1.0986122886681098,2,0,0,0,0,0,1
1,Grant Writer,94,Strengthening Communities,"2114 Mermaid Ave
Brooklyn, NY 11224
(40.576224014939264, -73.9881199499576)",NY,11224.0,2011-08-24,0.0,8,0,0,0,0,0,1
10,JASA Home Delivered Meals Office Volunteer,233,Helping Neighbors in Need,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,2011-02-07,2.302585092994046,2,0,0,0,0,1,0
15,Shred Fest 2011!!,501,Helping Neighbors in Need,"42 Broadway
NY, NY 10004
(40.7062044008714, -74.01295941595015)",NY,10004.0,2011-04-18,2.70805020110221,4,0,0,0,0,1,0
1,JASA Volunteer Art Teacher at Mill Basin Senior Center,173,Helping Neighbors in Need,"2075 68th Street
Brooklyn, NY 11234
(40.61878522290015, -73.91010666655434)",NY,11234.0,2011-03-07,0.0,3,0,0,0,0,1,0
50,5th Avenue Family Festival,162,Strengthening Communities,"4th St
Brooklyn, NY 11215
(40.66536245344844, -73.99280367092406)",NY,11215.0,2011-04-04,3.912023005428146,4,0,0,0,0,0,1
100,CDSC's 3rd Annual Starving Artist Art Show ,28,Strengthening Communities,"352 358 Classon Avenue
Brooklyn, NY 11238
(40.67886241346963, -73.9638204696389)",NY,11238.0,2011-01-12,4.605170185988092,1,0,0,0,0,0,1
1,Development and Welcome Desk Volunteer,182,Strengthening Communities,"32 Broadway
New York, NY 10004
(40.70604252290616, -74.01308532103428)",NY,10004.0,2011-08-12,0.0,8,0,0,0,0,0,1
99,Accounting System Advice for Professionals,89,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
1,Volunteer Front Desk Assistant,220,Strengthening Communities,"80 VanDam Street
New York, NY 10013
(40.72662250912646, -74.00806457272058)",NY,10013.0,2011-09-14,0.0,9,0,0,0,0,0,1
1,Care To Share Volunteer Manager ,155,Helping Neighbors in Need,"130 59th Street
New York, NY 10022
(40.7623940412621, -73.9685868670245)",NY,10022.0,2011-08-19,0.0,8,0,0,0,0,1,0
4,Lanch It! Summer Workshop Student/Volunteer,310,Strengthening Communities,"1430 Broadway
New York, NY 10018
(40.7539853802881, -73.9869780025237)",NY,10018.0,2011-07-06,1.3862943611198906,7,0,0,0,0,0,1
15,NYC Hemophilia Walk 2011,68,Strengthening Communities,"358 Fifth Avenue
New York, NY 10001
(40.74863441421377, -73.98441493474019)",NY,10001.0,2011-05-10,2.70805020110221,5,0,0,0,0,0,1
5,Family Liason Program at New York Methodist Hospital,231,Health,"506 Sixth Street
Brooklyn, NY 11215
(40.66834080066649, -73.97936760962226)",NY,11215.0,2011-08-17,1.6094379124341003,8,0,0,0,1,0,0
100,Volunteers Needed in Bay Ridge/Benonhurst Area of Brooklyn to visit Homebound Seniors!,152,Helping Neighbors in Need,"3001 37th Street
Brooklyn, NY 11224
(40.573273749723825, -74.00249064003097)",NY,11224.0,2011-08-01,4.605170185988092,8,0,0,0,0,1,0
1,Seeds in the Middle - Volunteer Girls Soccer Coach ,97,Health,"791 Empire Blvd
Brooklyn, NY 11213
(40.663684048666546, -73.93536510198723)",NY,11213.0,2011-03-15,0.0,3,0,0,0,1,0,0
3,"Volunteers Sought - School for Autistic, Douglaston Qns.",196,Education,"253 35th Street
New York, NY 10001
(40.75251948538039, -73.99214910419215)",NY,10001.0,2011-08-04,1.0986122886681098,8,1,0,0,0,0,0
1,Seeds in the Middle - Soccer Registration Administrator,204,Strengthening Communities,"791 Empire Blvd
Brooklyn, NY 11213
(40.663684048666546, -73.93536510198723)",NY,11213.0,2011-02-15,0.0,2,0,0,0,0,0,1
1,Volunteer Manager for Care to Share Project,115,Education,"7 Hanover Square
New York, NY 10004
(40.7043068313896, -74.00918226342714)",NY,10004.0,2011-08-16,0.0,8,1,0,0,0,0,0
200,General Call for Governor's Island Volunteers,345,Strengthening Communities,"4 Irving Place
New York, NY 10003
(40.734106908087384, -73.98864446892128)",NY,10003.0,2011-05-10,5.298317366548036,5,0,0,0,0,0,1
4,Foster Care Recruiter,133,Helping Neighbors in Need,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,2011-09-09,1.3862943611198906,9,0,0,0,0,1,0
20,Purim Envelope Stuffing,56,Strengthening Communities,"1372 Coney Island Ave
Brooklyn, NY 11230
(40.62409891619836, -73.96513223562873)",NY,11230.0,2011-03-09,2.995732273553991,3,0,0,0,0,0,1
5,Mentor,66,Helping Neighbors in Need,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,2011-09-13,1.6094379124341003,9,0,0,0,0,1,0
100,Winter Jam 2011,1180,Strengthening Communities,"830 Fifth Avenue
New York, NY 10065
(40.76737436501733, -73.97069062911662)",NY,10065.0,2011-01-11,4.605170185988092,1,0,0,0,0,0,1
50,Volunteer for Earth Day Events,1396,Environment,"201 42nd Street
New York, NY 10017
(40.75079056486506, -73.97443173060336)",NY,10017.0,2011-04-07,3.912023005428146,4,0,0,1,0,0,0
4,Fitness Instructor for Seniors,201,Health,"80 Maiden Lane
New York, NY 10038
(40.70722063476455, -74.00745556513084)",NY,10038.0,2011-03-08,1.3862943611198906,3,0,0,0,1,0,0
15,Community Health Advocates Helpline Volunteer,235,Health,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,2011-08-17,2.70805020110221,8,0,0,0,1,0,0
10,Resume Review Workshop Volunteer,306,Helping Neighbors in Need,"80 Maiden Lane
New York, NY 10038
(40.70722063476455, -74.00745556513084)",NY,10038.0,2011-03-15,2.302585092994046,3,0,0,0,0,1,0
1,Volunteer Assistant for Artist,766,Strengthening Communities,"556 22nd Street
New York, NY 10011
(40.7476971546152, -74.00637234980138)",NY,10011.0,2011-06-08,0.0,6,0,0,0,0,0,1
10,Driver and Delivery volunteers ,417,Helping Neighbors in Need,"934 New
York, NY 10156
(40.74681900039661, -73.97679400044274)",NY,10156.0,2011-03-23,2.302585092994046,3,0,0,0,0,1,0
5,Help Run A Museum Store,582,Strengthening Communities,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,2011-04-08,1.6094379124341003,4,0,0,0,0,0,1
100,Mentor First-Generation College Students,464,Education,"40 WORTH ST
New York, NY 10013
(40.717284048272404, -74.00672711428712)",NY,10013.0,2011-01-14,4.605170185988092,1,1,0,0,0,0,0
1,Chinese Translator Needed,25,Helping Neighbors in Need,"50 Broad Street
New York, NY 10004
(40.705530442636864, -74.0115002665583)",NY,10004.0,2011-03-02,0.0,3,0,0,0,0,1,0
5,JASA Van Cortlandt Day of Remembrance Volunteer,32,Strengthening Communities,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,2011-01-13,1.6094379124341003,1,0,0,0,0,0,1
1,Volunteer Spanish Tutor,295,Helping Neighbors in Need,"244 52nd Street
New York, NY 10022
(40.756624229687965, -73.96884239322272)",NY,10022.0,2011-04-06,0.0,4,0,0,0,0,1,0
10,JASA Home Delivered Meals survey volunteer,137,Helping Neighbors in Need,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,2011-03-22,2.302585092994046,3,0,0,0,0,1,0
20,Liver Life Walk 2011,133,Strengthening Communities,"39 Broadway
New York, NY 10006
(40.70625429589656, -74.01296358496856)",NY,10006.0,2011-04-21,2.995732273553991,4,0,0,0,0,0,1
20,Fundraising for ResoNations 2011,127,Strengthening Communities,"111 14th Street
New York, NY 10003
(40.73420096837262, -73.98926385518747)",NY,10003.0,2011-07-24,2.995732273553991,7,0,0,0,0,0,1
500,Become a Mentor Today!,206,Education,"30 Broad St
New York, NY 10004
(40.706177421210555, -74.01126869053508)",NY,10004.0,2011-04-15,6.214608098422191,4,1,0,0,0,0,0
50,American Cancer Society’s Making Strides Against Breast Cancer Walk Pre-Event Support!,174,Strengthening Communities,"132 32nd Street
New York, NY 10001
(40.74868428617484, -73.98921741350024)",NY,10001.0,2011-08-03,3.912023005428146,8,0,0,0,0,0,1
99,Search Engine Optimization for Professionals,27,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
