MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,PavedDrive,SalePrice
120,RL,,6820,StoneBr,TwnhsE,1Story,8,5,1985,0,1502,1,0,1,1,1,0,528,Y,212000
60,RL,92.0,11952,NWAmes,1Fam,2Story,7,6,1977,0,1969,0,0,2,1,3,1,534,Y,190000
180,RM,35.0,3675,Edwards,TwnhsE,SLvl,6,5,2005,0,1072,1,0,1,0,2,0,525,Y,148000
20,RL,110.0,14977,NridgHt,1Fam,1Story,8,5,2006,1,1976,1,0,2,0,2,1,908,Y,440000
120,RL,41.0,5330,StoneBr,TwnhsE,1Story,8,5,2000,0,1652,1,0,2,0,2,0,499,Y,251000
20,RL,80.0,8480,Sawyer,1Fam,1Story,5,6,1963,0,970,1,0,1,0,2,0,624,Y,132500
20,RL,75.0,13125,CollgCr,1Fam,1Story,6,5,1997,1,1493,1,0,2,0,3,1,508,Y,208900
60,RL,105.0,13693,NridgHt,1Fam,2Story,9,5,2006,0,2643,0,0,2,1,3,1,694,Y,380000
20,RL,79.0,10637,CollgCr,1Fam,1Story,8,5,2007,1,1718,1,0,2,0,3,1,826,Y,297000
30,RM,50.0,5925,OldTown,1Fam,1Story,4,7,1937,1,1131,0,0,1,0,2,0,672,Y,89471
20,RL,98.0,16033,NridgHt,1Fam,1Story,9,5,2004,1,1850,1,0,2,0,3,1,772,Y,326000
20,RL,72.0,11846,NridgHt,1Fam,1Story,9,5,2003,1,1792,1,0,2,0,2,1,874,Y,374000
70,RM,50.0,2500,OldTown,1Fam,2Story,7,8,1915,1,1826,1,0,1,1,4,1,164,Y,155000
120,RM,32.0,4500,Mitchel,Twnhs,1Story,6,5,1998,0,1216,1,0,2,0,2,0,402,Y,164000
20,RL,,7758,Sawyer,1Fam,1Story,5,7,1962,1,999,1,0,1,0,3,0,264,Y,132500
20,RL,80.0,9600,NAmes,1Fam,1Story,5,7,1950,1,1113,0,0,1,0,3,1,264,Y,147000
20,RL,79.0,10289,NAmes,1Fam,1Story,5,7,1965,0,1073,1,0,1,1,3,0,515,Y,156000
20,RL,70.0,12243,NWAmes,1Fam,1Story,5,6,1971,0,1484,0,0,2,0,3,1,487,Y,175000
190,RL,60.0,10800,OldTown,2fmCon,1.5Fin,5,4,1900,1,2414,0,0,2,0,3,1,520,N,160000
180,RM,21.0,1526,MeadowV,Twnhs,SFoyer,4,8,1970,1,630,1,0,1,0,1,0,286,Y,86000
160,RM,,2665,MeadowV,TwnhsE,2Story,5,6,1976,0,1304,0,0,1,1,3,1,336,Y,115000
50,RL,79.0,9490,NAmes,1Fam,1.5Fin,6,7,1941,1,1578,1,0,1,0,3,2,240,Y,133000
60,RL,105.0,15578,Gilbert,1Fam,2Story,6,5,2006,0,1456,0,0,2,1,3,0,429,Y,172785
20,RL,70.0,7931,NAmes,1Fam,1Story,5,6,1960,0,1269,0,0,1,1,3,1,308,Y,155000
30,RM,50.0,5784,OldTown,1Fam,1Story,5,8,1938,1,886,0,0,1,0,2,0,273,Y,91300
30,C (all),60.0,7879,IDOTRR,1Fam,1Story,4,5,1920,1,720,0,0,1,0,2,0,0,N,34900
20,RL,,12692,NoRidge,1Fam,1Story,8,5,1992,1,3228,1,0,3,0,4,1,546,Y,430000
50,RL,60.0,9120,BrkSide,1Fam,1.5Fin,7,6,1925,1,1820,1,0,2,0,4,0,240,N,184000
20,RL,65.0,7800,Sawyer,1Fam,1Story,5,7,1967,1,899,0,0,1,0,3,0,288,Y,130000
20,RL,70.0,7535,NAmes,1Fam,1Story,5,7,1958,1,912,0,1,1,0,2,0,297,Y,120000
160,RM,21.0,1890,BrDale,Twnhs,2Story,6,5,1973,0,1218,0,0,1,1,3,0,264,Y,113000
60,FV,75.0,9803,Somerst,1Fam,2Story,7,5,2005,0,1768,0,0,2,1,3,0,603,Y,226700
20,RL,70.0,9170,Edwards,1Fam,1Story,5,7,1965,0,1214,1,0,1,0,2,0,461,Y,140000
20,RL,100.0,15602,Crawfor,1Fam,1Story,7,8,1959,1,1801,1,0,2,0,1,2,484,Y,289000
160,RL,24.0,2308,NPkVill,TwnhsE,2Story,6,5,1974,0,1322,0,1,2,1,3,1,440,Y,147000
90,RM,60.0,7596,OldTown,Duplex,2Story,5,5,1952,0,1960,0,0,2,0,4,0,400,N,124500
60,RL,80.0,9554,SawyerW,1Fam,2Story,8,5,1993,1,1911,0,0,2,1,3,1,471,Y,215000
20,FV,75.0,7862,Somerst,1Fam,1Story,6,5,2009,0,1218,0,0,2,0,2,0,676,Y,208300
70,RM,60.0,9600,OldTown,1Fam,2Story,7,9,1928,1,1378,0,0,2,0,3,1,360,N,161000
20,RL,80.0,9600,NAmes,1Fam,1Story,5,6,1959,0,1041,1,0,1,0,3,0,270,Y,124500
20,RL,75.0,14559,NAmes,1Fam,1Story,5,7,1951,1,1363,1,0,1,0,2,2,288,Y,164900
120,RL,40.0,6792,NridgHt,TwnhsE,1Story,7,5,2005,1,1368,0,0,2,0,2,1,474,Y,202665
20,RL,70.0,9100,NAmes,1Fam,1Story,5,5,1958,0,864,1,0,1,0,3,0,624,Y,129900
20,RL,71.0,9187,Mitchel,1Fam,1Story,6,5,1983,0,1080,0,0,1,1,3,0,484,Y,134000
45,RL,55.0,10594,Crawfor,1Fam,1.5Unf,5,5,1926,1,789,0,0,1,0,2,0,200,Y,96500
20,RL,94.0,12220,NridgHt,1Fam,1Story,10,5,2009,0,2020,1,0,2,1,3,1,900,Y,402861
80,RL,,10448,NWAmes,1Fam,SLvl,6,6,1972,0,2119,0,0,2,1,3,1,583,Y,158000
60,RL,79.0,10208,NoRidge,1Fam,2Story,7,5,1996,1,2344,0,0,2,1,3,1,889,Y,265000
60,RL,,9531,CollgCr,1Fam,2Story,6,5,1998,0,1796,1,0,2,1,3,0,546,Y,211000
70,RL,53.0,10918,Crawfor,1Fam,2Story,7,9,1926,1,2080,0,0,1,1,3,2,282,Y,234000
190,RL,60.0,10800,OldTown,2fmCon,2Story,4,7,1900,1,1294,0,0,2,0,3,0,0,N,106250
20,RL,90.0,11988,NAmes,1Fam,1Story,6,6,1957,0,1244,0,0,1,1,3,2,336,Y,150000
50,RM,50.0,5000,BrkSide,1Fam,1.5Fin,6,7,1947,1,1664,0,0,2,0,3,2,420,Y,159000
60,RL,130.0,40094,Edwards,1Fam,2Story,10,5,2007,1,4676,1,0,3,1,3,1,884,Y,184750
60,RL,95.0,11787,NoRidge,1Fam,2Story,7,5,1996,1,2398,1,0,2,1,3,1,834,Y,315750
20,FV,62.0,7500,Somerst,1Fam,1Story,7,5,2005,0,1266,0,0,2,0,3,1,453,Y,176000
20,RL,70.0,13300,NAmes,1Fam,1Story,5,7,1956,1,928,0,0,1,0,2,0,252,Y,132000
60,RL,67.0,14948,NridgHt,1Fam,2Story,9,5,2008,0,2713,1,0,2,1,3,1,858,Y,446261
30,RL,58.0,9098,Edwards,1Fam,1Story,4,7,1920,1,605,1,0,1,0,2,0,0,N,86000
20,RL,,32668,Crawfor,1Fam,1Story,6,3,1957,1,2515,1,0,3,0,4,2,484,Y,200624
80,RL,85.0,10200,Timber,1Fam,SLvl,6,5,1988,1,1509,1,0,2,0,3,1,600,Y,175000
70,RM,60.0,6155,BrkSide,1Fam,2Story,6,8,1920,1,1362,0,0,2,0,3,0,502,Y,128000
20,RL,60.0,7200,NAmes,1Fam,1Story,5,7,1955,1,827,0,0,1,0,2,1,392,Y,107500
20,RL,50.0,5000,BrkSide,1Fam,1Story,1,3,1946,1,334,0,0,1,0,1,0,0,N,39300
60,RL,74.0,9056,Gilbert,1Fam,2Story,8,5,2004,0,1414,0,0,2,1,3,1,403,Y,178000
190,RL,70.0,7000,Edwards,2fmCon,2Story,5,7,1910,1,1347,1,0,1,0,3,0,0,N,107500
60,RL,57.0,8924,CollgCr,1Fam,2Story,7,5,1998,1,1724,0,0,2,1,3,0,527,Y,188000
20,RL,,12735,NAmes,1Fam,1Story,4,5,1972,0,864,0,0,1,0,3,0,576,Y,111250
20,RL,,11553,Sawyer,1Fam,1Story,5,5,1968,0,1159,0,0,1,1,3,1,336,Y,158000
20,RL,,11423,CollgCr,1Fam,1Story,8,5,2001,1,1601,1,0,2,0,3,1,670,Y,272000
20,RL,85.0,14601,Timber,1Fam,1Story,9,5,2006,0,1838,1,0,2,0,2,1,765,Y,315000
60,RL,,11000,NoRidge,1Fam,2Story,8,5,2000,0,2285,0,0,2,1,4,1,648,Y,248000
20,RL,78.0,10140,NWAmes,1Fam,1Story,7,5,1998,1,1680,1,0,2,0,3,1,583,Y,213250
120,RH,34.0,4058,NAmes,TwnhsE,SFoyer,7,5,1998,0,767,1,0,1,0,1,0,367,Y,133000
60,RL,58.0,17104,Gilbert,1Fam,2Story,7,5,2006,0,1496,1,0,2,1,3,1,426,Y,179665
50,RL,,13837,NWAmes,1Fam,1.5Fin,7,5,1988,0,2183,0,0,2,1,4,0,786,Y,229000
50,RL,70.0,8737,BrkSide,1Fam,1.5Fin,6,7,1923,1,1635,0,0,1,1,3,1,440,Y,210000
85,RL,54.0,7244,Mitchel,1Fam,SFoyer,5,7,1970,0,768,1,0,1,0,2,0,624,Y,129500
20,RM,49.0,8235,OldTown,1Fam,1Story,5,7,1955,1,825,1,0,1,0,2,0,720,Y,125000
60,FV,75.0,9375,Somerst,1Fam,2Story,7,5,2003,1,2094,0,0,2,1,4,1,615,Y,263000
120,RL,53.0,4043,NPkVill,TwnhsE,1Story,6,6,1977,0,1069,0,0,2,0,2,0,440,Y,140000
20,RM,50.0,6000,OldTown,1Fam,1Story,5,6,1957,0,928,0,0,1,0,3,0,288,Y,112500
20,RL,87.0,11146,NridgHt,1Fam,1Story,8,5,2006,0,1717,0,0,2,0,3,1,908,Y,255500
20,RL,67.0,8777,Edwards,1Fam,1Story,4,5,1949,1,1126,0,0,2,0,2,0,520,N,108000
60,RL,85.0,10625,NridgHt,1Fam,2Story,7,5,2003,1,2046,1,0,2,1,3,1,871,Y,284000
45,RM,58.0,6380,BrkSide,1Fam,1.5Unf,5,6,1922,1,1048,0,0,1,0,2,1,280,Y,113000
20,RL,69.0,14850,NAmes,1Fam,1Story,5,5,1957,0,1092,1,0,1,0,2,1,299,Y,141000
50,C (all),60.0,11040,IDOTRR,1Fam,1.5Fin,4,6,1920,1,1336,0,0,1,1,3,0,570,Y,108000
60,RL,57.0,21872,Gilbert,1Fam,2Story,7,5,1996,1,1446,0,1,2,1,3,1,406,Y,175000
120,RL,,3196,Blmngtn,TwnhsE,1Story,7,5,2003,1,1557,0,0,2,0,2,1,420,Y,234000
20,RL,,11341,Sawyer,1Fam,1Story,5,6,1957,1,1392,1,0,1,1,3,1,528,Y,121500
20,RL,77.0,10010,Mitchel,1Fam,1Story,5,5,1974,1,1389,1,0,1,0,2,1,418,Y,170000
30,RL,63.0,13907,Edwards,1Fam,1Story,5,6,1940,1,996,1,0,1,0,3,1,0,Y,108000
50,RL,66.0,21780,Edwards,1Fam,1.5Fin,6,7,1918,1,1674,0,0,2,0,4,1,396,N,185000
60,RL,,13346,NoRidge,1Fam,2Story,7,5,1992,1,2295,1,0,2,1,4,1,590,Y,268000
70,RL,66.0,6858,SWISU,1Fam,2Story,6,4,1915,1,1647,1,0,1,1,4,0,216,Y,128000
60,RL,77.0,11198,StoneBr,1Fam,2Story,9,5,2005,1,2504,0,0,2,1,4,1,656,Y,325000
20,RL,70.0,10171,NridgHt,1Fam,1Story,7,5,2004,0,1535,0,0,2,0,3,0,532,Y,214000
50,RL,79.0,12327,SawyerW,1Fam,1.5Fin,8,8,1983,1,2132,1,0,1,1,1,1,612,Y,316600
90,RL,,7032,NAmes,Duplex,SFoyer,5,5,1979,0,943,1,0,1,0,2,2,600,Y,135960
90,RL,74.0,13101,NAmes,Duplex,1Story,5,5,1965,0,1728,0,0,2,0,6,0,576,Y,142600
20,RL,60.0,7332,NAmes,1Fam,1Story,6,6,1959,0,864,1,0,1,0,2,0,288,Y,120000
60,RL,83.0,13159,Timber,1Fam,2Story,7,5,2009,0,1692,0,0,2,1,3,0,650,Y,224500
80,RL,76.0,9967,Gilbert,1Fam,SLvl,7,5,2000,0,1430,0,0,2,1,3,1,400,Y,170000
80,RL,70.0,10500,NAmes,1Fam,SLvl,5,7,1971,1,1109,0,1,1,0,3,0,288,Y,139000
50,RL,80.0,8480,NAmes,1Fam,1.5Fin,5,5,1947,1,1216,0,0,1,0,2,0,336,Y,118500
50,RL,52.0,6292,SWISU,1Fam,1.5Fin,7,7,1928,1,1477,0,1,2,0,3,1,216,Y,145000
80,RL,96.0,11777,Sawyer,1Fam,SLvl,5,6,1966,0,1320,1,0,1,0,3,2,564,Y,164500
160,FV,34.0,3604,Somerst,TwnhsE,2Story,7,5,2007,0,1392,0,0,2,0,2,0,540,Y,146000
50,RM,81.0,12150,OldTown,1Fam,1.5Fin,5,5,1954,0,1795,0,0,2,0,4,0,352,Y,131500
20,RL,,14585,NAmes,1Fam,1Story,6,6,1960,1,1429,0,1,1,0,3,2,572,Y,181900
20,RL,98.0,12704,NridgHt,1Fam,1Story,8,5,2008,1,2042,0,0,2,1,3,1,1390,Y,253293
90,RL,81.0,11841,Edwards,Duplex,SFoyer,6,5,1990,0,816,1,0,1,0,3,0,0,Y,118500
75,RM,75.0,13500,OldTown,1Fam,2.5Unf,10,9,1893,1,2775,0,0,3,1,3,1,880,Y,325000
50,RM,51.0,6120,BrkSide,1Fam,1.5Fin,4,7,1935,1,1573,0,0,1,0,3,0,240,Y,133000
20,RL,88.0,11443,Timber,1Fam,1Story,8,5,2005,1,2028,1,0,2,0,2,2,880,Y,369900
30,RL,55.0,10267,BrkSide,1Fam,1Story,6,7,1918,1,838,1,0,1,0,2,0,275,N,130000
85,RL,74.0,8740,Sawyer,1Fam,SFoyer,5,6,1982,0,860,1,0,1,0,2,0,528,Y,137000
20,RL,65.0,25095,ClearCr,1Fam,1Story,5,8,1968,1,1473,2,0,1,0,1,2,452,Y,143000
40,RM,50.0,9100,BrkSide,1Fam,1Story,5,6,1930,1,935,0,0,1,0,2,0,308,P,79500
60,RL,64.0,8320,CollgCr,1Fam,2Story,7,5,2004,0,1582,0,0,2,1,3,0,520,Y,185900
60,RL,97.0,13478,NridgHt,1Fam,2Story,10,5,2008,0,2296,1,0,2,1,3,1,842,Y,451950
20,RL,60.0,6600,Mitchel,1Fam,1Story,5,8,1982,1,816,1,0,1,0,2,0,816,Y,138000
120,RM,,4435,CollgCr,TwnhsE,1Story,6,5,2003,0,848,1,0,1,0,1,0,420,Y,140000
20,RL,88.0,7990,CollgCr,1Fam,1Story,5,6,1975,0,924,0,0,1,0,3,0,280,Y,110000
20,RL,69.0,11302,StoneBr,1Fam,1Story,8,5,2005,1,1826,1,0,2,0,3,1,758,Y,319000
70,RM,60.0,3600,OldTown,1Fam,2Story,6,7,1910,1,1368,0,0,1,0,3,0,216,N,114504
120,RL,53.0,3922,Blmngtn,TwnhsE,1Story,7,5,2006,1,1402,0,2,0,2,2,1,648,Y,194201
20,RL,80.0,12984,Crawfor,1Fam,1Story,5,6,1977,0,1647,1,0,2,0,3,1,621,Y,217500
160,RM,24.0,1950,Blueste,Twnhs,2Story,6,6,1980,0,1556,1,0,2,1,3,1,452,Y,151000
60,RL,74.0,10927,NridgHt,1Fam,2Story,8,5,2005,0,1904,1,0,2,1,3,1,736,Y,275000
50,RM,50.0,9000,IDOTRR,1Fam,1.5Fin,6,6,1937,1,1375,0,0,1,1,3,1,544,P,141000
60,RL,80.0,10041,SawyerW,1Fam,2Story,8,5,1992,0,1915,1,0,2,1,3,1,506,Y,220000
160,FV,30.0,3182,Somerst,TwnhsE,2Story,7,5,2004,1,1200,0,0,2,1,2,0,480,Y,151000
20,RL,88.0,12803,CollgCr,1Fam,1Story,7,5,2002,0,1494,1,0,2,0,3,1,530,Y,221000
60,RL,85.0,13600,NAmes,1Fam,2Story,7,6,1965,1,1986,0,0,2,1,3,3,486,Y,205000
20,RL,82.0,12464,CollgCr,1Fam,1Story,5,5,1996,0,1040,1,0,1,0,3,0,576,Y,152000
20,RL,78.0,7800,Edwards,1Fam,2Story,5,8,1948,1,2008,1,0,3,0,3,0,230,Y,225000
70,RL,78.0,12168,Crawfor,1Fam,2Story,8,6,1934,1,3194,0,0,2,1,4,2,380,Y,359100
20,RL,61.0,7943,Sawyer,1Fam,1Story,4,5,1961,0,1029,1,0,1,0,3,0,261,Y,118500
60,RL,,11050,CollgCr,1Fam,2Story,9,5,2000,0,2153,1,0,2,1,3,2,736,Y,313000
80,RL,,10395,NWAmes,1Fam,SLvl,6,6,1978,0,1032,0,1,2,0,3,1,564,Y,148000
60,RL,,11885,CollgCr,1Fam,2Story,8,5,2001,0,1872,1,0,2,1,3,1,531,Y,261500
20,RL,70.0,8402,Mitchel,1Fam,1Story,5,5,2007,0,1120,0,0,1,0,3,0,0,Y,147000
180,RM,21.0,1491,MeadowV,TwnhsE,SFoyer,4,6,1972,0,630,1,0,1,0,1,0,0,Y,75500
85,RL,80.0,8800,NAmes,1Fam,SFoyer,6,7,1963,0,1054,1,0,1,0,3,0,480,Y,137500
60,RL,,7861,Gilbert,1Fam,2Story,6,5,2002,1,1509,1,0,2,1,3,1,393,Y,183200
45,RL,59.0,7227,NAmes,1Fam,1.5Unf,6,6,1954,0,832,0,0,1,0,2,0,528,Y,105500
20,RL,90.0,11694,NridgHt,1Fam,1Story,9,5,2007,0,1828,0,0,2,0,3,1,774,Y,314813
60,RL,85.0,12244,Timber,1Fam,2Story,8,5,2003,0,2262,1,0,2,1,4,2,749,Y,305000
30,RL,45.0,8248,Edwards,1Fam,1Story,3,3,1914,1,864,1,0,1,0,2,0,0,N,67000
60,RL,90.0,10800,NWAmes,1Fam,2Story,6,7,1974,1,2614,0,0,2,1,4,1,624,Y,240000
20,RL,71.0,7064,Sawyer,1Fam,1Story,5,6,1977,0,980,0,0,1,0,3,0,484,Y,135000
160,FV,,2117,Somerst,TwnhsE,2Story,6,5,2000,0,1512,0,0,2,1,2,1,440,Y,168500
60,RL,80.0,10400,NWAmes,1Fam,2Story,6,5,1972,0,1790,1,0,1,2,4,1,484,Y,165150
20,RL,87.0,10000,NAmes,1Fam,1Story,6,6,1962,0,1116,0,0,1,1,3,0,440,Y,160000
20,RL,,12342,NAmes,1Fam,1Story,5,5,1960,1,1422,0,0,1,0,3,1,286,Y,139900
80,RL,80.0,9600,NAmes,1Fam,SLvl,6,6,1955,1,1520,1,0,1,0,3,2,364,Y,153000
60,RL,70.0,11606,NAmes,1Fam,2Story,5,5,1969,0,2080,0,1,1,2,5,2,504,Y,135000
80,RL,82.0,9020,NAmes,1Fam,SLvl,6,5,1964,0,1350,1,0,1,1,3,0,520,Y,168500
70,RM,50.0,9000,OldTown,1Fam,2Story,5,6,1880,1,1750,0,0,1,0,3,0,240,N,124000
120,RL,34.0,4590,NridgHt,Twnhs,1Story,8,5,2006,0,1554,0,0,2,0,2,1,627,Y,209500
20,RL,85.0,11900,NWAmes,1Fam,1Story,7,5,1977,0,1411,0,0,2,0,3,1,544,Y,82500
20,RL,80.0,9250,NAmes,1Fam,1Story,5,7,1954,1,1056,0,1,1,0,3,0,260,Y,139400
90,RL,64.0,6979,OldTown,Duplex,SFoyer,6,5,1980,0,1056,2,0,0,0,0,0,576,Y,144000
190,RH,60.0,10896,SWISU,2fmCon,2.5Fin,6,7,1914,1,3395,0,0,2,0,8,0,0,N,200000
30,RM,51.0,6120,BrkSide,1Fam,1Story,2,3,1936,1,800,0,0,1,0,1,1,0,N,60000
190,RM,50.0,6000,OldTown,2fmCon,1.5Fin,5,4,1954,0,1387,0,0,2,0,3,0,256,Y,93000
30,RL,67.0,8777,Edwards,1Fam,1Story,5,7,1910,1,796,0,0,1,0,2,0,0,P,85000
120,RL,53.0,3982,Blmngtn,TwnhsE,1Story,8,5,2006,0,1567,1,0,2,0,1,1,648,Y,264561
120,RL,62.0,12677,NridgHt,TwnhsE,1Story,8,5,2003,1,1518,0,0,1,1,1,1,588,Y,274000
60,FV,,7050,Somerst,1Fam,2Story,7,5,2001,0,1929,1,0,2,1,3,1,650,Y,226000
80,RL,75.0,13860,NAmes,1Fam,SLvl,8,7,1972,1,2704,1,0,2,1,4,3,538,Y,345000
60,RL,80.0,10793,NWAmes,1Fam,2Story,5,5,1969,0,1620,0,0,2,1,4,0,462,Y,152000
20,FV,85.0,9187,Somerst,1Fam,1Story,9,5,2009,0,1766,1,0,2,1,2,1,478,Y,370878
20,RL,,10530,NAmes,1Fam,1Story,6,5,1971,0,981,1,0,1,1,3,0,576,Y,143250
20,RL,60.0,7200,NAmes,1Fam,1Story,5,5,1950,0,1048,0,0,1,0,3,0,420,Y,98300
20,RL,85.0,10452,Edwards,1Fam,1Story,6,5,1953,0,1094,0,0,1,0,3,2,495,Y,155000
60,RL,70.0,7700,NAmes,1Fam,2Story,6,5,1966,0,1839,0,0,1,1,4,1,442,Y,155000
180,RM,21.0,1936,MeadowV,Twnhs,SFoyer,4,6,1970,0,630,1,0,1,0,1,0,0,Y,84500
60,FV,65.0,8125,Somerst,1Fam,2Story,7,6,2007,0,1665,0,0,2,1,3,0,562,Y,205950
70,RL,60.0,9084,Edwards,1Fam,2Story,4,5,1940,1,1510,1,0,1,0,4,1,296,P,108000
60,RL,70.0,8750,CollgCr,1Fam,2Story,7,5,1996,0,1716,0,0,2,1,2,1,512,Y,191000
50,RM,60.0,10320,IDOTRR,1Fam,1.5Fin,6,7,1906,1,1469,0,0,1,0,3,0,216,Y,135000
20,RL,91.0,10437,NoRidge,1Fam,1Story,8,6,1995,0,2113,1,0,2,1,2,1,839,Y,350000
160,RM,21.0,1680,BrDale,Twnhs,2Story,6,5,1971,0,1092,0,0,1,1,3,0,264,Y,88000
20,RL,72.0,10007,NAmes,1Fam,1Story,5,7,1959,1,1053,1,0,1,1,3,0,312,Y,145500
70,RL,60.0,7200,Crawfor,1Fam,2Story,7,6,1931,1,1502,0,0,1,1,3,1,270,P,149000
50,RL,78.0,17503,NAmes,1Fam,1.5Fin,6,5,1948,1,1458,0,1,1,0,3,1,330,Y,97500
20,RL,75.0,9937,Edwards,1Fam,1Story,5,7,1964,1,1486,1,0,1,0,3,0,480,Y,167000
60,RL,,12384,NWAmes,1Fam,2Story,7,7,1976,0,1935,0,0,2,1,3,1,550,Y,197900
60,RL,52.0,46589,NoRidge,1Fam,2Story,8,7,1994,1,2448,1,0,2,1,4,1,711,Y,402000
20,RL,120.0,13560,NAmes,1Fam,1Story,6,3,1968,0,1392,1,0,1,0,2,2,576,Y,110000
85,RL,90.0,10012,Edwards,1Fam,SFoyer,4,5,1972,0,1181,1,0,2,0,3,0,588,Y,137500
20,RL,49.0,20896,Somerst,1Fam,1Story,8,5,2005,1,2097,1,0,1,1,1,1,1134,Y,423000
60,RL,106.0,11194,Gilbert,1Fam,2Story,8,5,2000,0,1936,0,0,2,1,3,1,504,Y,230500
60,RL,,18450,NAmes,1Fam,2Story,6,5,1965,1,2380,0,0,2,1,3,1,596,Y,129000
20,RL,65.0,8125,SawyerW,1Fam,1Story,6,5,1994,1,1679,1,0,2,0,3,1,575,Y,193500
20,RL,,14175,Sawyer,1Fam,1Story,5,6,1956,1,1437,1,0,1,1,3,1,576,Y,168000
30,RL,80.0,11600,Crawfor,1Fam,1Story,4,5,1922,1,1180,0,0,1,0,2,1,252,Y,137500
60,RL,64.0,8633,CollgCr,1Fam,2Story,6,5,2005,0,1476,1,0,2,1,3,0,540,Y,173500
70,RH,54.0,6629,Edwards,1Fam,2Story,6,6,1925,1,1369,1,0,2,0,3,0,300,Y,103600
20,RL,,11250,Veenker,1Fam,1Story,6,6,1977,0,1208,1,0,1,1,3,1,546,Y,165000
20,RL,110.0,14442,Crawfor,1Fam,1Story,6,7,1957,1,1839,1,0,2,0,3,2,416,Y,257500
20,RL,80.0,9200,NAmes,1Fam,1Story,6,6,1965,0,1136,1,0,1,0,3,1,384,Y,140000
160,RL,24.0,2289,NPkVill,Twnhs,2Story,6,6,1978,0,1441,0,0,2,1,3,1,440,Y,148500
70,RM,60.0,9600,OldTown,1Fam,2Story,4,2,1900,1,1774,1,0,2,0,4,0,779,N,87000
30,RL,52.0,9022,OldTown,1Fam,1Story,5,8,1924,1,792,0,0,1,0,2,0,240,N,109500
20,RL,80.0,11844,StoneBr,1Fam,1Story,8,5,2008,0,2046,0,0,2,1,3,1,834,Y,372500
20,RL,,9945,Sawyer,1Fam,1Story,5,5,1961,0,988,1,0,1,0,3,0,572,Y,128500
120,RL,50.0,8012,SawyerW,TwnhsE,1Story,6,5,1980,0,923,0,0,2,0,2,1,264,Y,143000
50,RH,55.0,4500,SWISU,1Fam,1.5Fin,5,5,1932,1,1520,0,0,1,0,3,0,281,Y,159434
120,RL,,2887,ClearCr,1Fam,1Story,6,5,1996,1,1291,1,0,1,0,2,1,431,Y,173000
20,RL,90.0,11248,CollgCr,1Fam,1Story,9,5,2002,0,1668,1,0,2,0,3,1,702,Y,285000
60,RL,58.0,16770,NoRidge,1Fam,2Story,7,5,1998,0,1839,0,0,2,1,4,0,486,Y,221000
160,RL,,5062,StoneBr,TwnhsE,2Story,7,5,1984,0,2090,1,0,2,0,3,1,577,Y,207500
60,FV,84.0,10207,Somerst,1Fam,2Story,7,6,2007,0,1761,0,0,3,0,3,0,578,Y,227875
160,FV,,5105,Somerst,TwnhsE,2Story,7,5,2004,0,1102,0,0,2,1,2,0,480,Y,148800
20,RL,60.0,8089,StoneBr,1Fam,1Story,8,6,2007,0,1419,1,0,2,0,2,1,567,Y,392000
120,RL,61.0,7577,NridgHt,TwnhsE,1Story,6,5,2005,1,1362,0,0,2,0,2,1,460,Y,194700
120,RM,,4426,CollgCr,TwnhsE,1Story,6,5,2004,0,848,1,0,1,0,1,1,420,Y,141000
60,RL,104.0,21535,NoRidge,1Fam,2Story,10,6,1994,1,4316,0,1,3,1,4,2,832,Y,755000
60,RL,42.0,26178,Timber,1Fam,2Story,7,5,1989,1,2519,1,0,2,1,4,2,628,Y,335000
30,RL,60.0,5400,OldTown,1Fam,1Story,5,6,1921,1,1073,0,0,1,0,2,0,326,Y,108480
50,RM,51.0,6120,BrkSide,1Fam,1.5Fin,5,6,1936,1,1539,0,0,1,1,3,0,576,Y,141500
20,RL,54.0,13811,Timber,1Fam,1Story,6,6,1987,0,1137,1,0,2,0,2,1,551,Y,176000
30,RM,50.0,6000,BrkSide,1Fam,1Story,5,7,1921,1,616,0,0,1,0,2,0,205,Y,89000
20,RL,57.0,6420,Edwards,1Fam,1Story,5,7,1952,0,1148,0,1,1,0,2,0,308,Y,123500
20,RL,65.0,8450,Sawyer,1Fam,1Story,5,8,1965,1,894,1,0,1,0,3,1,336,Y,138500
120,FV,59.0,4282,Somerst,TwnhsE,1Story,7,5,2004,0,1391,0,0,2,0,2,0,530,Y,196000
20,RL,85.0,14331,Timber,1Fam,1Story,8,5,2002,0,1800,1,0,2,0,3,1,765,Y,312500
20,RL,80.0,9600,NWAmes,1Fam,1Story,7,5,1969,0,1164,0,0,1,1,3,0,528,Y,140000
60,RL,82.0,12438,StoneBr,1Fam,2Story,8,5,2006,0,2576,0,0,2,1,4,1,666,Y,361919
190,RM,76.0,7630,OldTown,2fmCon,2Story,5,9,1900,1,1812,0,0,2,0,4,1,672,N,140000
20,RL,70.0,8400,CollgCr,1Fam,1Story,7,5,2004,1,1484,1,0,2,0,3,0,606,Y,213000
190,RM,70.0,5600,IDOTRR,2fmCon,2Story,4,5,1930,1,1092,0,0,2,0,3,0,0,N,55000
