Date,AAPL,AMZN,IBM,WMT,XOM
2005-08-17,6.74,44.12,81.3,47.11,58.18
2005-08-18,6.61,43.73,81.15,47.24,58.11
2005-08-19,6.55,43.72,82.76,46.58,58.82
2005-08-22,6.55,43.77,82.6,46.67,59.07
2005-08-23,6.53,43.42,82.03,46.34,59.0
2005-08-24,6.54,42.37,81.32,45.55,58.88
2005-08-25,6.58,42.31,81.1,45.29,59.18
2005-08-26,6.53,42.37,80.38,45.7,58.41
2005-08-29,6.55,42.79,81.34,45.65,58.42
2005-08-30,6.65,42.49,80.54,45.19,58.61
2005-08-31,6.7,42.7,80.62,44.96,59.9
2005-09-01,6.61,41.84,79.54,45.0,61.68
2005-09-02,6.6,41.51,79.46,44.55,60.68
2005-09-06,6.97,43.62,81.02,45.69,61.06
2005-09-07,6.95,43.73,80.98,45.86,61.46
2005-09-08,7.11,42.96,80.8,45.86,61.3
2005-09-09,7.33,42.95,81.44,45.89,63.2
2005-09-12,7.34,44.5,81.48,45.89,62.52
2005-09-13,7.26,43.93,80.75,45.07,61.87
2005-09-14,7.09,43.1,80.48,44.7,62.47
2005-09-15,7.12,42.71,80.01,44.32,62.46
2005-09-16,7.32,42.8,80.33,43.87,63.7
2005-09-19,7.52,42.75,79.43,44.01,64.63
2005-09-20,7.6,41.87,78.7,43.21,64.53
2005-09-21,7.44,41.25,77.56,42.49,64.97
2005-09-22,7.41,42.08,78.21,43.19,64.98
2005-09-23,7.6,42.19,78.0,43.2,63.83
2005-09-26,7.69,43.34,77.41,43.11,64.6
2005-09-27,7.63,43.16,77.99,43.1,64.62
2005-09-28,7.3,43.37,79.5,43.13,64.7
2005-09-29,7.48,44.79,80.36,43.54,64.8
2005-09-30,7.66,45.3,80.22,43.82,63.54
2005-10-03,7.78,46.01,80.45,43.76,62.49
2005-10-04,7.68,44.93,80.11,43.85,60.55
2005-10-05,7.54,44.49,79.82,43.5,58.95
2005-10-06,7.39,44.01,79.7,43.93,58.57
2005-10-07,7.33,43.72,80.5,44.03,59.6
2005-10-10,7.2,43.76,81.25,44.54,58.5
2005-10-11,7.37,43.4,83.19,45.02,59.4
2005-10-12,7.04,42.55,82.19,44.94,58.94
2005-10-13,7.68,42.62,82.2,44.76,58.16
2005-10-14,7.71,43.79,82.35,45.04,58.64
2005-10-17,7.63,45.02,82.59,45.24,58.86
2005-10-18,7.46,44.65,83.48,45.13,56.3
2005-10-19,7.85,45.86,84.17,45.99,57.17
2005-10-20,8.02,45.01,83.17,45.6,55.2
2005-10-21,7.95,45.95,83.33,45.72,55.37
2005-10-24,8.11,46.93,83.47,46.21,56.85
2005-10-25,8.01,46.17,83.36,45.39,57.2
2005-10-26,8.15,39.75,82.89,45.58,56.2
2005-10-27,7.92,39.06,82.31,44.74,55.6
2005-10-28,7.78,38.95,81.42,45.5,56.31
2005-10-31,8.23,39.86,81.88,47.31,56.14
2005-11-01,8.21,40.37,81.59,46.99,56.4
2005-11-02,8.56,40.75,81.06,47.56,57.38
2005-11-03,8.84,41.56,82.87,47.45,58.57
2005-11-04,8.74,41.09,83.0,47.69,57.9
2005-11-07,8.6,41.39,83.61,48.05,57.1
2005-11-08,8.56,41.95,83.15,47.61,57.37
2005-11-09,8.59,41.4,82.84,48.2,57.5
2005-11-10,8.74,42.18,83.99,49.04,56.45
2005-11-11,8.79,42.68,84.55,49.0,56.52
2005-11-14,8.78,42.53,84.36,49.3,56.65
2005-11-15,8.9,44.45,85.53,48.78,56.43
2005-11-16,9.28,45.3,86.54,48.88,57.18
2005-11-17,9.22,46.74,86.89,49.24,57.38
2005-11-18,9.22,47.98,87.77,49.5,58.25
2005-11-21,9.28,47.99,87.29,49.62,59.37
2005-11-22,9.5,48.85,87.99,50.2,59.66
2005-11-23,9.59,48.24,88.8,50.57,59.87
2005-11-25,9.91,48.06,88.8,50.49,60.11
2005-11-28,9.95,48.35,89.11,50.0,58.74
2005-11-29,9.73,48.55,89.1,49.01,58.34
2005-11-30,9.69,48.46,88.9,48.56,58.03
2005-12-01,10.23,49.0,89.21,48.03,59.35
2005-12-02,10.38,49.06,88.65,47.97,59.07
2005-12-05,10.26,48.83,88.43,47.14,59.51
2005-12-06,10.58,49.26,89.14,47.62,59.69
2005-12-07,10.56,48.83,88.72,47.75,59.02
2005-12-08,10.58,48.35,87.5,47.7,59.42
2005-12-09,10.62,48.74,86.97,48.08,58.5
2005-12-12,10.7,49.07,85.96,48.68,58.86
2005-12-13,10.71,49.5,83.71,49.47,59.06
2005-12-14,10.29,49.41,83.13,49.51,59.86
2005-12-15,10.31,49.48,83.53,49.26,59.49
2005-12-16,10.16,49.21,83.37,49.27,58.06
2005-12-19,10.2,48.37,82.76,48.96,57.7
2005-12-20,10.3,48.14,82.48,48.6,57.93
2005-12-21,10.5,48.97,83.12,48.65,57.6
2005-12-22,10.57,49.22,83.22,48.6,57.1
2005-12-23,10.48,49.22,83.48,48.34,57.1
2005-12-27,10.6,48.56,82.99,47.73,55.87
2005-12-28,10.51,48.06,83.04,47.84,56.25
2005-12-29,10.21,47.99,82.4,47.48,56.24
2005-12-30,10.27,47.15,82.2,46.8,56.17
2006-01-03,10.68,47.58,82.06,46.23,58.47
2006-01-04,10.71,47.25,81.95,46.32,58.57
2006-01-05,10.63,47.65,82.5,45.69,58.28
2006-01-06,10.9,47.87,84.95,45.88,59.43
2006-01-09,10.86,47.08,83.73,45.71,59.4
2006-01-10,11.55,45.65,84.07,45.86,59.86
2006-01-11,11.99,44.93,84.17,46.57,60.27
2006-01-12,12.04,44.36,83.57,45.74,59.64
2006-01-13,12.23,44.4,83.17,45.4,60.97
2006-01-17,12.1,44.0,83.0,44.95,61.54
2006-01-18,11.78,44.32,84.46,44.88,61.09
2006-01-19,11.29,44.45,83.09,45.8,61.5
2006-01-20,10.87,43.92,81.36,45.0,60.53
2006-01-23,11.1,43.73,81.41,45.25,61.2
2006-01-24,10.86,44.02,80.85,45.72,60.96
2006-01-25,10.6,43.6,80.91,45.97,60.21
2006-01-26,10.33,44.68,80.72,46.32,59.95
2006-01-27,10.29,45.22,81.02,45.84,61.29
2006-01-30,10.71,44.96,81.63,46.41,63.11
2006-01-31,10.79,44.82,81.3,46.11,62.75
2006-02-01,10.77,43.98,81.94,46.14,61.95
2006-02-02,10.3,42.74,81.23,46.28,61.95
2006-02-03,10.26,38.33,79.97,45.49,61.39
2006-02-06,9.61,37.95,79.51,45.08,61.97
2006-02-07,9.66,37.52,79.85,44.74,60.55
2006-02-08,9.83,38.17,80.8,45.4,60.39
2006-02-09,9.28,37.99,80.4,45.7,59.92
2006-02-10,9.62,38.52,81.33,45.75,59.43
2006-02-13,9.24,37.86,80.44,45.51,59.6
2006-02-14,9.66,38.25,81.09,46.45,59.55
2006-02-15,9.89,39.26,80.85,46.89,59.76
2006-02-16,10.08,39.15,80.91,46.63,60.25
2006-02-17,10.04,39.19,80.71,46.1,60.55
2006-02-21,9.87,38.29,80.5,45.74,60.76
2006-02-22,10.19,38.72,81.35,45.48,60.26
2006-02-23,10.25,37.9,80.2,45.7,59.83
2006-02-24,10.21,38.35,80.1,45.45,60.42
2006-02-27,10.14,38.01,80.63,45.76,59.92
2006-02-28,9.78,37.44,80.24,45.36,59.37
2006-03-01,9.87,37.12,79.9,45.15,60.34
2006-03-02,9.94,36.88,79.94,45.06,60.85
2006-03-03,9.67,37.21,79.96,45.33,60.98
2006-03-06,9.35,36.86,80.0,45.12,59.98
2006-03-07,9.47,36.93,80.29,45.27,59.85
2006-03-08,9.38,36.81,81.14,45.27,59.71
2006-03-09,9.13,36.12,81.02,45.24,58.92
2006-03-10,9.03,36.22,81.57,45.33,59.18
2006-03-13,9.38,36.19,81.93,45.27,59.64
2006-03-14,9.62,36.91,82.88,45.54,60.81
2006-03-15,9.46,36.89,83.38,45.32,61.02
2006-03-16,9.19,36.77,82.87,46.36,61.64
2006-03-17,9.24,35.99,83.3,46.69,61.05
2006-03-20,9.14,36.23,83.58,47.76,60.66
2006-03-21,8.83,35.92,83.81,48.11,60.72
2006-03-22,8.81,36.0,84.45,48.1,61.05
2006-03-23,8.59,35.68,83.2,48.54,61.25
2006-03-24,8.57,35.47,83.36,48.19,61.17
2006-03-27,8.5,35.25,83.08,47.95,61.29
2006-03-28,8.39,35.69,82.43,47.75,60.95
2006-03-29,8.9,36.32,83.13,48.05,61.28
2006-03-30,8.96,36.67,83.2,47.66,61.12
2006-03-31,8.96,36.53,82.47,47.24,60.86
2006-04-03,8.95,36.14,83.06,46.77,61.03
2006-04-04,8.74,36.77,83.45,46.5,61.75
2006-04-05,9.6,37.34,84.17,46.87,62.16
2006-04-06,10.18,38.51,83.81,46.56,62.09
2006-04-07,9.97,37.09,82.48,46.02,61.33
2006-04-10,9.81,36.61,82.1,45.7,61.94
2006-04-11,9.71,36.06,81.16,45.5,62.0
2006-04-12,9.53,36.13,80.75,45.9,61.46
2006-04-13,9.5,36.62,81.98,45.77,61.56
2006-04-17,9.26,35.27,81.64,45.82,62.05
2006-04-18,9.46,36.28,83.31,46.4,63.54
2006-04-19,9.38,36.89,81.86,46.47,64.3
2006-04-20,9.66,36.34,82.02,46.4,63.92
2006-04-21,9.58,36.03,81.66,45.82,65.0
2006-04-24,9.39,35.79,82.11,45.54,64.41
2006-04-25,9.45,35.55,82.67,45.63,63.95
2006-04-26,9.74,35.79,83.35,45.98,63.1
2006-04-27,9.91,35.74,83.88,45.64,62.42
2006-04-28,10.06,35.21,82.34,45.03,63.08
2006-05-01,9.94,34.59,82.23,45.93,63.42
2006-05-02,10.23,34.38,82.42,46.16,64.67
2006-05-03,10.16,33.96,82.7,46.69,63.77
2006-05-04,10.16,34.47,82.43,46.4,63.31
2006-05-05,10.27,35.04,83.28,47.25,64.0
2006-05-08,10.27,34.69,82.89,47.57,63.71
2006-05-09,10.15,34.84,83.23,47.87,63.94
2006-05-10,10.09,34.16,82.9,47.78,63.88
2006-05-11,9.74,33.53,82.46,47.25,63.46
2006-05-12,9.67,32.73,82.39,46.54,62.24
2006-05-15,9.68,32.78,82.89,47.43,62.0
2006-05-16,9.28,32.76,82.16,48.07,61.96
2006-05-17,9.32,31.61,81.27,46.84,60.18
2006-05-18,9.03,32.61,80.66,47.22,59.89
2006-05-19,9.22,33.94,80.28,47.32,60.45
2006-05-22,9.05,34.83,80.02,47.35,60.78
2006-05-23,9.02,33.76,79.83,47.52,60.39
2006-05-24,9.05,35.19,79.78,48.03,60.1
2006-05-25,9.19,35.63,80.14,49.45,61.52
2006-05-26,9.08,36.07,80.75,49.65,61.58
2006-05-30,8.75,34.64,80.16,48.3,60.2
2006-05-31,8.54,34.61,79.9,48.45,60.91
2006-06-01,8.88,35.07,80.69,48.39,61.11
2006-06-02,8.81,34.76,79.52,47.83,61.65
2006-06-05,8.57,33.49,79.06,47.19,60.05
2006-06-06,8.53,33.41,79.76,47.03,60.4
2006-06-07,8.37,33.77,79.15,47.04,58.82
2006-06-08,8.68,33.55,77.03,47.3,59.57
2006-06-09,8.46,33.78,77.63,47.13,58.8
2006-06-12,8.14,33.6,77.02,46.99,58.24
2006-06-13,8.33,33.47,76.93,47.53,56.65
2006-06-14,8.23,33.68,77.71,47.71,57.8
2006-06-15,8.48,34.96,78.56,48.66,59.12
2006-06-16,8.22,35.09,77.95,48.31,58.8
2006-06-19,8.17,35.07,77.67,48.27,57.39
2006-06-20,8.21,35.48,77.99,48.43,57.39
2006-06-21,8.27,36.65,78.3,48.9,58.06
2006-06-22,8.51,36.37,77.19,48.48,57.97
2006-06-23,8.4,36.55,77.1,47.94,58.1
2006-06-26,8.43,36.77,77.15,48.07,58.82
2006-06-27,8.2,36.48,76.63,47.63,59.65
2006-06-28,8.0,36.7,76.56,47.92,61.12
2006-06-29,8.42,38.52,77.59,48.71,62.37
2006-06-30,8.18,38.68,76.82,48.17,61.35
2006-07-03,8.28,38.61,78.02,47.57,62.15
2006-07-05,8.14,37.11,77.77,47.02,62.55
2006-07-06,7.97,36.8,78.09,46.72,63.47
2006-07-07,7.91,36.11,76.42,46.0,62.84
2006-07-10,7.86,35.79,76.67,46.18,63.04
2006-07-11,7.95,35.66,76.47,46.13,63.98
2006-07-12,7.57,34.63,75.48,45.15,63.97
2006-07-13,7.46,33.73,74.24,44.16,64.07
2006-07-14,7.24,32.92,73.57,43.05,64.9
2006-07-17,7.48,33.67,73.7,43.02,64.0
2006-07-18,7.56,33.49,74.26,43.17,64.61
2006-07-19,7.73,34.48,76.07,44.2,64.66
2006-07-20,8.64,34.18,75.48,44.29,64.25
2006-07-21,8.67,33.19,74.86,43.72,63.93
2006-07-24,8.77,34.31,75.99,44.43,65.36
2006-07-25,8.85,33.59,75.89,44.67,65.74
2006-07-26,9.12,26.26,75.83,43.67,66.6
2006-07-27,9.06,26.56,76.15,43.53,66.47
2006-07-28,9.37,27.17,76.96,44.46,67.0
2006-07-31,9.71,26.89,77.41,44.5,67.74
2006-08-01,9.6,26.32,76.14,44.09,68.18
2006-08-02,9.74,26.09,76.32,44.37,68.48
2006-08-03,9.94,26.69,76.33,44.73,68.37
2006-08-04,9.76,27.29,75.91,44.87,68.69
2006-08-07,9.6,26.78,75.52,44.82,69.23
2006-08-08,9.25,26.36,75.33,44.46,69.27
2006-08-09,9.08,26.21,75.39,43.9,69.29
2006-08-10,9.15,26.49,75.74,44.89,69.34
2006-08-11,9.09,26.07,75.48,44.69,69.73
2006-08-14,9.13,26.53,76.68,45.1,69.25
2006-08-15,9.49,27.77,77.08,44.55,68.69
2006-08-16,9.71,27.95,79.09,44.43,67.57
2006-08-17,9.66,29.09,79.37,44.63,68.08
2006-08-18,9.7,29.12,79.9,44.49,69.1
2006-08-21,9.51,28.13,79.28,44.09,69.83
2006-08-22,9.66,28.37,78.95,44.07,70.21
2006-08-23,9.62,28.14,78.67,43.76,69.63
2006-08-24,9.69,27.97,79.38,43.7,70.72
2006-08-25,9.82,28.03,79.88,43.88,70.43
2006-08-28,9.57,28.91,80.32,44.43,70.1
2006-08-29,9.5,29.52,81.4,44.49,69.41
2006-08-30,9.57,30.67,81.22,44.62,68.3
2006-08-31,9.69,30.83,80.97,44.72,67.67
2006-09-01,9.77,31.76,81.41,45.45,68.1
2006-09-05,10.21,32.23,80.85,45.57,68.48
2006-09-06,10.0,30.8,80.28,45.4,67.18
2006-09-07,10.4,29.73,79.4,45.54,67.69
2006-09-08,10.36,30.51,80.66,46.72,66.81
2006-09-11,10.36,30.79,80.93,47.49,64.94
2006-09-12,10.38,31.72,82.28,48.07,64.7
2006-09-13,10.6,31.67,82.21,48.08,65.36
2006-09-14,10.6,31.65,82.47,48.37,64.71
2006-09-15,10.59,32.52,82.94,48.22,64.65
2006-09-18,10.56,32.08,82.24,48.1,66.3
2006-09-19,10.54,31.58,81.87,48.5,65.5
2006-09-20,10.75,32.12,83.42,48.87,64.11
2006-09-21,10.66,30.22,81.61,48.46,64.78
2006-09-22,10.43,30.84,81.21,48.29,64.91
2006-09-25,10.82,31.79,82.0,48.82,65.06
2006-09-26,11.09,32.5,82.5,49.25,66.43
2006-09-27,10.92,32.33,82.09,49.5,67.13
2006-09-28,11.0,31.84,81.99,49.81,67.46
2006-09-29,11.0,32.12,81.94,49.32,67.1
2006-10-02,10.69,30.87,81.87,48.44,67.0
2006-10-03,10.58,31.7,81.65,49.46,65.41
2006-10-04,10.77,32.76,83.1,49.55,66.61
2006-10-05,10.69,33.32,82.92,48.41,67.32
2006-10-06,10.6,32.59,83.14,48.32,67.52
2006-10-09,10.66,33.38,84.0,48.22,66.55
2006-10-10,10.54,32.62,84.19,48.12,67.2
2006-10-11,10.46,32.91,84.19,48.31,66.53
2006-10-12,10.75,33.55,84.7,48.32,67.65
2006-10-13,10.72,33.32,86.08,48.46,68.4
2006-10-16,10.77,32.6,86.71,48.32,69.83
2006-10-17,10.61,32.47,86.95,48.28,69.41
2006-10-18,10.65,32.31,89.82,48.35,69.17
2006-10-19,11.28,32.54,89.86,48.49,69.73
2006-10-20,11.42,32.57,90.48,49.37,69.55
2006-10-23,11.64,32.88,91.56,51.28,69.92
2006-10-24,11.58,33.63,91.49,51.3,69.89
2006-10-25,11.67,37.68,91.83,50.85,71.01
2006-10-26,11.74,38.3,91.54,51.75,71.62
2006-10-27,11.49,38.24,90.76,50.73,71.46
2006-10-30,11.49,38.15,91.5,49.53,70.84
2006-10-31,11.58,38.09,92.33,49.28,71.42
2006-11-01,11.31,37.56,91.8,48.85,71.06
2006-11-02,11.28,37.45,91.68,48.29,71.19
2006-11-03,11.18,37.46,91.41,47.53,72.15
2006-11-06,11.39,38.21,92.6,47.49,72.91
2006-11-07,11.5,38.77,92.75,47.65,72.53
2006-11-08,11.78,39.47,92.59,47.03,74.13
2006-11-09,11.91,38.84,92.42,46.39,74.61
2006-11-10,11.87,39.26,91.76,46.47,74.42
2006-11-13,12.05,39.99,92.07,46.32,74.43
2006-11-14,12.1,41.51,93.29,47.66,74.45
2006-11-15,12.01,42.6,93.11,47.68,74.8
2006-11-16,12.23,42.84,93.47,47.91,72.67
2006-11-17,12.26,42.55,93.81,47.5,73.08
2006-11-20,12.35,42.44,93.25,47.72,72.43
2006-11-21,12.66,42.54,93.08,47.81,73.39
2006-11-22,12.9,42.96,93.52,48.03,72.91
2006-11-24,13.09,42.41,93.35,47.9,72.38
2006-11-27,12.79,40.85,91.45,46.61,72.47
2006-11-28,13.12,40.92,91.35,46.71,74.16
2006-11-29,13.11,40.63,91.52,46.89,76.03
2006-11-30,13.09,40.34,91.92,46.1,76.81
2006-12-01,13.05,39.41,91.25,45.87,77.2
2006-12-04,13.02,39.1,93.51,46.29,77.77
2006-12-05,13.04,38.98,94.48,46.48,78.06
2006-12-06,12.83,38.9,94.12,46.54,76.31
2006-12-07,12.43,38.12,94.23,46.37,75.71
2006-12-08,12.61,38.46,93.86,46.35,75.5
2006-12-11,12.68,38.69,93.64,46.0,75.36
2006-12-12,12.31,38.46,94.12,45.65,76.25
2006-12-13,12.72,38.5,94.77,45.9,77.36
2006-12-14,12.65,39.02,95.36,46.52,78.73
2006-12-15,12.53,40.01,95.3,46.45,77.3
2006-12-18,12.21,39.26,95.44,46.37,75.51
2006-12-19,12.33,39.42,96.0,46.09,76.99
2006-12-20,12.11,40.01,96.0,45.87,76.08
2006-12-21,11.84,39.89,95.91,45.71,75.87
2006-12-22,11.74,40.24,95.25,45.54,75.41
2006-12-26,11.64,39.8,95.66,46.11,76.05
2006-12-27,11.65,40.29,97.2,46.16,76.96
2006-12-28,11.55,40.21,96.97,46.01,77.33
2006-12-29,12.12,39.46,97.15,46.18,76.63
2007-01-03,11.97,38.7,97.27,47.55,74.11
2007-01-04,12.24,38.9,98.31,47.78,72.72
2007-01-05,12.15,38.37,97.42,47.39,73.24
2007-01-08,12.21,37.5,98.9,47.0,72.65
2007-01-09,13.22,37.78,100.07,47.39,72.09
2007-01-10,13.86,37.15,98.89,47.28,70.99
2007-01-11,13.69,37.4,98.65,47.6,70.98
2007-01-12,13.52,38.2,99.34,47.98,72.66
2007-01-16,13.87,38.66,100.82,48.31,71.63
2007-01-17,13.56,37.88,100.02,48.2,72.46
2007-01-18,12.72,36.98,99.45,48.39,71.96
2007-01-19,12.64,37.02,96.17,48.31,73.53
2007-01-22,12.4,36.95,97.11,47.96,72.9
2007-01-23,12.24,36.43,97.08,47.81,74.49
2007-01-24,12.39,37.26,97.4,48.61,74.9
2007-01-25,12.32,37.08,97.51,48.15,73.52
2007-01-26,12.2,36.85,97.45,47.67,73.61
2007-01-29,12.28,37.43,98.54,47.63,73.2
2007-01-30,12.22,37.05,99.37,47.28,74.39
2007-01-31,12.25,37.67,99.15,47.69,74.1
2007-02-01,12.11,38.7,99.0,47.78,75.08
2007-02-02,12.11,37.39,99.17,48.08,75.54
2007-02-05,11.99,37.16,100.38,48.52,75.67
2007-02-06,12.02,38.27,99.85,48.58,75.46
2007-02-07,12.31,38.98,99.54,48.58,74.79
2007-02-08,12.31,39.1,99.62,48.31,75.46
2007-02-09,11.9,38.72,98.55,47.97,75.22
2007-02-12,12.13,38.85,98.58,47.74,74.6
2007-02-13,12.09,39.31,98.29,47.98,75.45
2007-02-14,12.19,40.14,99.2,47.87,75.6
2007-02-15,12.17,40.06,98.92,48.36,75.34
2007-02-16,12.12,40.33,98.99,48.48,75.29
2007-02-20,12.27,41.51,99.35,50.26,74.87
2007-02-21,12.74,41.26,99.09,49.97,74.78
2007-02-22,12.79,41.0,98.5,49.69,75.08
2007-02-23,12.72,40.78,97.73,49.57,75.22
2007-02-26,12.66,40.88,96.91,49.98,75.4
2007-02-27,11.99,38.83,93.96,48.2,71.83
2007-02-28,12.09,39.14,92.94,48.31,71.68
2007-03-01,12.44,38.85,92.27,47.89,70.99
2007-03-02,12.2,37.69,90.9,47.81,70.01
2007-03-05,12.33,37.05,91.81,48.08,70.12
2007-03-06,12.6,38.58,93.8,48.04,71.0
2007-03-07,12.53,38.36,93.94,47.93,71.64
2007-03-08,12.57,38.1,93.0,47.88,71.85
2007-03-09,12.57,38.84,93.28,47.42,71.12
2007-03-12,12.84,38.81,94.11,47.26,70.84
2007-03-13,12.63,37.82,92.71,46.18,69.91
2007-03-14,12.86,38.08,93.76,45.73,71.02
2007-03-15,12.8,37.78,93.45,46.0,70.69
2007-03-16,12.8,37.85,93.25,46.21,69.86
2007-03-19,13.02,38.45,93.99,46.59,71.1
2007-03-20,13.07,38.58,94.5,47.3,72.0
2007-03-21,13.41,39.8,95.36,47.77,73.23
2007-03-22,13.42,39.49,95.19,48.01,74.36
2007-03-23,13.36,38.98,95.03,47.91,75.02
2007-03-26,13.69,39.01,95.0,47.84,75.47
2007-03-27,13.64,39.37,94.73,47.49,75.71
2007-03-28,13.32,39.34,94.26,46.64,75.56
2007-03-29,13.39,39.81,94.57,46.72,76.24
2007-03-30,13.27,39.79,94.26,46.95,75.45
2007-04-02,13.38,40.42,95.21,47.4,76.16
2007-04-03,13.5,41.19,96.1,48.1,76.8
2007-04-04,13.47,41.53,96.21,48.05,77.11
2007-04-05,13.53,41.68,96.52,48.27,77.22
2007-04-09,13.38,41.66,96.62,48.47,76.8
2007-04-10,13.46,41.86,96.46,47.94,77.57
2007-04-11,13.23,41.68,95.16,47.27,76.77
2007-04-12,13.17,42.27,95.67,47.26,77.39
2007-04-13,12.89,42.41,94.93,47.41,77.41
2007-04-16,13.06,45.2,96.18,48.07,78.17
2007-04-17,12.91,45.07,97.12,48.17,78.4
2007-04-18,12.91,44.99,94.8,47.97,78.2
2007-04-19,12.9,44.64,94.29,48.34,77.46
2007-04-20,13.0,44.95,94.58,49.76,79.76
2007-04-23,13.36,44.77,95.21,48.93,79.2
2007-04-24,13.32,44.75,98.49,48.69,78.6
2007-04-25,13.62,56.81,101.46,48.81,79.92
2007-04-26,14.12,62.78,100.9,48.7,80.55
2007-04-27,14.27,62.6,101.17,48.34,80.36
2007-04-30,14.26,61.33,102.21,47.92,79.38
2007-05-01,14.21,62.04,103.17,48.33,79.66
2007-05-02,14.34,61.18,102.22,48.28,79.82
2007-05-03,14.34,62.19,102.8,48.36,80.68
2007-05-04,14.4,63.23,102.96,48.27,80.55
2007-05-07,14.85,60.82,103.16,48.61,80.83
2007-05-08,15.01,61.83,103.29,48.1,81.38
2007-05-09,15.27,62.85,104.38,47.93,81.42
2007-05-10,15.33,60.92,104.68,47.75,79.39
2007-05-11,15.53,61.56,105.98,47.78,81.23
2007-05-14,15.62,61.7,105.57,47.84,81.25
2007-05-15,15.36,60.58,104.83,47.84,81.13
2007-05-16,15.33,63.22,105.87,47.18,81.45
2007-05-17,15.63,62.17,105.31,47.11,81.8
2007-05-18,15.72,63.3,107.99,47.27,83.26
2007-05-21,16.0,68.3,107.04,46.62,83.59
2007-05-22,16.22,68.88,106.7,46.54,82.77
2007-05-23,16.13,69.0,105.58,46.33,82.99
2007-05-24,15.81,69.35,103.95,46.65,82.28
2007-05-25,16.23,68.55,105.18,46.91,83.51
2007-05-29,16.34,69.63,105.91,46.94,82.62
2007-05-30,16.97,69.86,106.93,47.12,84.0
2007-05-31,17.31,69.14,106.6,47.6,83.17
2007-06-01,16.91,68.58,106.54,49.47,84.22
2007-06-04,17.33,70.42,106.23,51.21,84.22
2007-06-05,17.52,73.65,105.84,50.52,84.26
2007-06-06,17.66,72.29,102.41,50.75,83.62
2007-06-07,17.72,72.04,101.8,49.76,81.96
2007-06-08,17.78,73.24,103.07,50.08,82.68
2007-06-11,17.17,71.17,103.22,49.81,83.06
2007-06-12,17.2,70.07,102.34,48.91,82.0
2007-06-13,16.79,70.89,103.12,49.5,83.35
2007-06-14,16.96,71.94,103.85,49.28,84.77
2007-06-15,17.21,72.4,105.09,49.34,85.94
2007-06-18,17.87,71.83,105.33,49.11,86.36
2007-06-19,17.67,69.81,106.5,48.81,85.84
2007-06-20,17.36,69.1,106.0,48.59,82.82
2007-06-21,17.7,69.67,106.6,48.39,84.3
2007-06-22,17.57,68.86,104.44,47.83,82.52
2007-06-25,17.48,68.66,105.1,47.82,82.37
2007-06-26,17.09,67.48,105.33,47.97,81.82
2007-06-27,17.41,68.14,105.43,48.46,83.48
2007-06-28,17.22,68.89,105.95,48.21,83.6
2007-06-29,17.43,68.41,105.25,48.11,83.88
2007-07-02,17.32,69.61,105.01,48.33,84.82
2007-07-03,18.17,69.45,106.58,48.47,85.36
2007-07-05,18.96,68.73,108.05,48.09,85.16
2007-07-06,18.9,68.97,109.03,48.39,86.46
2007-07-09,18.62,72.07,108.97,48.5,87.44
2007-07-10,18.91,70.28,108.63,47.58,86.5
2007-07-11,18.91,70.73,109.1,47.68,87.29
2007-07-12,19.15,72.79,109.28,48.83,89.62
2007-07-13,19.68,75.1,108.6,49.15,90.33
2007-07-16,19.73,73.69,109.66,48.94,89.7
2007-07-17,19.84,73.79,110.77,48.35,89.09
2007-07-18,19.73,73.32,111.08,48.04,91.15
2007-07-19,20.0,73.35,115.86,48.79,92.29
2007-07-20,20.54,71.63,114.81,48.06,91.94
2007-07-23,20.53,71.74,116.38,48.11,93.44
2007-07-24,19.27,69.25,116.17,48.02,90.84
2007-07-25,19.61,86.18,118.1,47.87,92.79
2007-07-26,20.86,84.01,116.53,46.82,88.23
2007-07-27,20.55,84.04,115.62,45.94,85.59
2007-07-30,20.2,82.7,114.52,46.21,86.01
2007-07-31,18.82,78.54,110.65,45.95,85.13
2007-08-01,19.29,77.31,112.04,46.22,85.84
2007-08-02,19.5,79.71,113.23,46.73,85.18
2007-08-03,18.84,76.8,111.89,45.52,82.08
2007-08-06,19.32,79.0,113.89,47.02,83.54
2007-08-07,19.29,79.14,113.53,47.06,85.7
2007-08-08,19.14,77.78,112.98,48.42,87.9
2007-08-09,18.06,74.11,110.73,46.45,83.6
2007-08-10,17.86,74.78,112.64,46.07,84.51
2007-08-13,18.26,74.87,112.71,46.17,82.92
2007-08-14,17.72,73.45,112.05,43.82,83.13
2007-08-15,17.13,72.38,111.23,43.28,81.69
2007-08-16,16.72,72.79,109.69,43.5,80.67
2007-08-17,17.44,75.02,110.9,43.49,84.14
2007-08-20,17.46,74.7,109.22,43.59,84.53
2007-08-21,18.22,77.49,109.04,43.7,83.15
2007-08-22,18.93,78.5,110.0,43.75,83.58
2007-08-23,18.72,77.3,111.45,43.17,83.75
2007-08-24,19.33,79.25,113.24,43.74,85.69
2007-08-27,18.89,78.65,113.44,43.82,85.12
2007-08-28,18.12,76.22,112.0,43.4,83.0
2007-08-29,19.15,79.05,114.57,44.19,85.23
2007-08-30,19.46,78.68,115.37,43.32,85.4
2007-08-31,19.78,79.91,116.69,43.63,85.73
2007-09-04,20.59,82.7,118.19,43.3,87.23
2007-09-05,19.54,83.75,117.88,42.45,87.22
2007-09-06,19.29,86.21,117.62,42.76,87.49
