date,EBAY,NVDA,YHOO
2016-01-13,25.41,29.26,29.440001
2016-01-14,25.860001,28.67,30.32
2016-01-15,25.26,27.110001,29.139999
2016-01-19,25.77,27.33,29.74
2016-01-20,25.82,27.48,28.780001
2016-01-21,26.09,27.799999,29.309999
2016-01-22,26.43,28.450001,29.75
2016-01-25,26.139999,28.42,29.780001
2016-01-26,26.65,28.700001,29.98
2016-01-27,26.42,28.360001,29.690001
2016-01-28,23.129999,28.049999,28.75
2016-01-29,23.459999,29.290001,29.51
2016-02-01,23.940001,29.299999,29.57
2016-02-02,23.290001,28.059999,29.059999
2016-02-03,23.5,28.200001,27.68
2016-02-04,23.49,28.209999,29.15
2016-02-05,23.200001,26.43,27.969999
2016-02-08,22.48,25.219999,27.049999
2016-02-09,22.01,25.49,26.82
2016-02-10,22.32,25.43,27.1
2016-02-11,22.08,25.299999,26.76
2016-02-12,22.49,25.73,27.040001
2016-02-16,22.950001,26.99,29.280001
2016-02-17,23.219999,27.66,29.370001
2016-02-18,23.530001,30.040001,29.42
2016-02-19,23.809999,30.440001,30.040001
2016-02-22,24.24,31.52,31.17
2016-02-23,23.620001,31.6,30.67
2016-02-24,23.959999,31.82,30.950001
2016-02-25,24.18,31.889999,31.360001
2016-02-26,24.18,31.68,31.370001
2016-02-29,23.799999,31.360001,31.790001
2016-03-01,24.25,32.75,32.799999
2016-03-02,23.719999,32.939999,32.91
2016-03-03,23.940001,32.650002,32.880001
2016-03-04,24.41,32.549999,33.860001000000004
2016-03-07,24.26,32.34,33.959999
2016-03-08,24.07,31.75,32.93
2016-03-09,23.950001,31.73,33.509998
2016-03-10,23.690001,31.68,32.82
2016-03-11,24.02,32.220001,33.810001
2016-03-14,24.280001,32.299999,33.580002
2016-03-15,23.58,32.139999,33.259998
2016-03-16,23.68,33.099998,34.009998
2016-03-17,23.76,32.82,34.279999
2016-03-18,23.77,33.810001,35.169998
2016-03-21,24.34,33.91,35.470001
2016-03-22,24.129999,33.849998,35.41
2016-03-23,24.17,34.43,34.799999
2016-03-24,24.33,34.48,34.860001000000004
2016-03-28,24.120001,34.830002,35.23
2016-03-29,24.1,35.389999,36.32
2016-03-30,24.040001,35.759998,36.560001
2016-03-31,23.860001,35.630001,36.810001
2016-04-01,23.879999,36.150002,36.48
2016-04-04,24.030001,35.799999,37.02
2016-04-05,24.389999,35.75,36.41
2016-04-06,25.43,35.799999,36.66
2016-04-07,24.1,35.43,36.169998
2016-04-08,24.07,35.66,36.07
2016-04-11,24.059999,35.880001,36.48
2016-04-12,24.42,35.84,36.66
2016-04-13,25.08,36.740002,37.310001
2016-04-14,25.209999,36.84,37.169998
2016-04-15,25.219999,37.130001,36.509998
2016-04-18,25.309999,36.970001,36.52
2016-04-19,24.299999,36.310001,36.330002
2016-04-20,24.66,36.450001,37.84
2016-04-21,24.690001,36.41,37.669998
2016-04-22,24.4,36.27,37.48
2016-04-25,24.219999,36.450001,37.23
2016-04-26,24.49,36.48,37.110001
2016-04-27,25.27,37.310001,36.950001
2016-04-28,24.620001,36.200001,36.59
2016-04-29,24.43,35.529999,36.599998
2016-05-02,24.26,36.0,36.529999
2016-05-03,23.98,35.57,36.009998
2016-05-04,23.799999,34.759998,36.0
2016-05-05,23.809999,34.970001,36.939999
2016-05-06,23.82,35.330002,37.23
2016-05-09,24.02,35.279999,37.18
2016-05-10,24.16,35.959999,37.439999
2016-05-11,23.74,36.060001,37.369999
2016-05-12,23.58,35.57,37.029999
2016-05-13,23.780001,40.98,36.48
2016-05-16,23.799999,42.189999,37.48
2016-05-17,23.27,42.279999,37.27
2016-05-18,23.690001,43.360001,37.240002
2016-05-19,23.42,43.549999,37.02
2016-05-20,23.65,44.330002,36.5
2016-05-23,23.459999,44.400002,36.66
2016-05-24,24.049999,45.360001,37.529999
2016-05-25,24.040001,45.169998,35.59
2016-05-26,24.120001,45.650002,36.759998
2016-05-27,24.360001,45.900002,37.82
2016-05-31,24.459999,46.720001,37.939999
2016-06-01,24.07,46.810001,36.650002
2016-06-02,24.25,47.139999,37.150002
2016-06-03,23.98,46.48,36.599998
2016-06-06,23.99,46.240002,37.07
2016-06-07,24.280001,46.330002,36.73
2016-06-08,24.23,46.18,36.970001
2016-06-09,24.33,47.380001,37.349998
2016-06-10,24.07,46.200001,36.830002
2016-06-13,23.889999,46.790001,36.470001
2016-06-14,23.879999,46.880001,37.400002
2016-06-15,23.959999,47.360001,37.32
2016-06-16,23.85,47.549999,37.389999
2016-06-17,23.790001,46.720001,36.939999
2016-06-20,24.57,47.560001,37.290001
2016-06-21,24.700001,47.27,37.400002
2016-06-22,24.34,47.23,37.360001
2016-06-23,24.85,48.490002,37.779999
2016-06-24,23.129999,45.73,36.240002
2016-06-27,22.719999,45.240002,35.220001
2016-06-28,22.99,45.900002,36.040001
2016-06-29,23.309999,46.650002,36.860001
2016-06-30,23.41,47.009998,37.560001
2016-07-01,23.780001,46.66,37.990002
2016-07-05,23.76,47.349998,37.5
2016-07-06,23.83,47.650002,37.509998
2016-07-07,23.93,48.889999,37.52
2016-07-08,24.610001,50.849998,37.740002
2016-07-11,24.860001,52.02,37.959999
2016-07-12,25.129999,52.799999,37.889999
2016-07-13,25.120001,52.779999,37.639999
2016-07-14,26.08,53.32,37.959999
2016-07-15,26.34,52.700001,37.720001
2016-07-18,26.49,52.970001,37.950001
2016-07-19,26.5,53.52,38.169998
2016-07-20,26.99,54.220001,38.900002
2016-07-21,29.93,53.220001,38.849998
2016-07-22,30.49,54.669998,39.380001
2016-07-25,30.68,55.68,38.32
2016-07-26,31.4,56.630001,38.759998
2016-07-27,31.309999,56.060001,38.66
2016-07-28,31.17,56.18,38.52
2016-07-29,31.16,57.099998,38.189999
2016-08-01,31.25,56.73,38.799999
2016-08-02,30.790001,56.040001,38.57
2016-08-03,30.950001,56.189999,38.389999
2016-08-04,31.059999,57.23,38.919998
2016-08-05,31.389999,58.200001,38.990002
2016-08-08,31.15,58.740002,39.240002
2016-08-09,31.110001,58.889999,39.240002
2016-08-10,31.120001,58.509998,39.93
2016-08-11,31.200001,59.700001,41.27
2016-08-12,30.889999,63.040001,42.939999
2016-08-15,31.049999,62.98,42.669998
2016-08-16,30.83,62.599998,42.490002
2016-08-17,30.610001,61.150002,42.700001
2016-08-18,30.52,62.099998,42.900002
2016-08-19,30.629999,62.259998,43.02
2016-08-22,30.620001,62.52,42.52
2016-08-23,30.67,62.91,42.599998
2016-08-24,31.25,61.939999,41.91
2016-08-25,31.34,61.529999,42.029999
2016-08-26,31.309999,62.029999,42.27
2016-08-29,31.4,61.990002,42.259998
2016-08-30,31.77,61.630001,42.580002
2016-08-31,32.16,61.34,42.75
2016-09-01,32.130001,63.150002,42.93
2016-09-02,32.279999,62.529999,43.279999
2016-09-06,32.41,63.119999,44.709999
2016-09-07,32.509998,62.189999,44.349998
2016-09-08,32.700001,62.639999,44.360001
2016-09-09,31.889999,59.52,42.919998
2016-09-12,32.490002000000004,60.75,43.459999
2016-09-13,31.91,59.869999,43.040001
2016-09-14,31.799999,60.400002,43.459999
2016-09-15,31.98,62.689999,43.990002
2016-09-16,31.77,62.84,43.669998
2016-09-19,31.57,63.669998,43.189999
2016-09-20,31.360001,63.09,42.790001
2016-09-21,31.969999,64.860001,44.139999
2016-09-22,32.279999,65.019997,44.150002
2016-09-23,32.07,64.949997,42.799999
2016-09-26,31.67,64.339996,42.290001
2016-09-27,31.940001,66.540001,43.369999
2016-09-28,31.85,66.779999,43.689999
2016-09-29,32.299999,67.400002,42.57
2016-09-30,32.900002,68.519997,43.099998
2016-10-03,32.549999,68.449997,43.130001
2016-10-04,32.560001,68.300003,43.18
2016-10-05,32.150002,68.230003,43.709999
2016-10-06,32.130001,67.339996,43.68
2016-10-07,31.620001,66.849998,43.220001
2016-10-10,31.950001,67.099998,43.919998
2016-10-11,31.459999,66.129997,42.68
2016-10-12,31.5,66.43,42.360001
2016-10-13,31.51,65.349998,41.619999
2016-10-14,31.889999,65.989998,41.439999
2016-10-17,31.809999,65.610001,41.790001
2016-10-18,31.639999,66.610001,41.68
2016-10-19,32.52,66.470001,42.73
2016-10-20,29.02,67.730003,42.380001
2016-10-21,29.059999,67.540001,42.169998
2016-10-24,29.219999,70.709999,42.59
2016-10-25,29.049999,71.870003,42.549999
2016-10-26,28.82,72.160004,42.080002
2016-10-27,28.809999,70.68,41.869999
2016-10-28,28.6,70.559998,41.779999
2016-10-31,28.51,71.160004,41.549999
2016-11-01,28.379999,69.050003,41.330002
2016-11-02,28.26,68.760002,40.68
2016-11-03,28.059999,67.959999,40.23
2016-11-04,27.950001,67.57,40.279999
2016-11-07,28.24,71.269997,41.049999
2016-11-08,28.030001,71.160004,41.16
2016-11-09,28.290001,69.959999,41.209999
2016-11-10,28.16,67.769997,40.16
2016-11-11,28.639999,87.970001,40.419998
2016-11-14,27.889999,83.639999,39.299999
2016-11-15,28.49,86.190002,40.209999
2016-11-16,28.33,91.629997,40.98
2016-11-17,28.870001,92.389999,41.450001
2016-11-18,28.690001,93.360001,41.189999
2016-11-21,29.0,92.980003,41.110001
2016-11-22,29.059999,93.650002,41.009998
2016-11-23,28.9,93.970001,40.959999
2016-11-25,28.950001,94.160004,40.869999
2016-11-28,28.57,94.110001,41.450001
2016-11-29,28.51,93.25,41.599998
2016-11-30,27.809999,92.199997,41.02
2016-12-01,27.389999,87.639999,39.630001
2016-12-02,28.42,88.449997,40.07
2016-12-05,28.35,91.879997,40.200001
2016-12-06,28.209999,93.389999,39.970001
2016-12-07,28.91,95.07,40.52
2016-12-08,29.42,93.480003,41.41
2016-12-09,29.969999,91.82,41.759998
2016-12-12,30.209999,89.589996,41.299999
2016-12-13,29.82,91.169998,41.470001
2016-12-14,29.82,96.449997,40.91
2016-12-15,29.73,98.709999,38.41
2016-12-16,29.610001,100.410004,38.610001
2016-12-19,29.379999,101.629997,38.419998
2016-12-20,29.26,105.169998,39.16
2016-12-21,29.360001,105.830002,39.150002
2016-12-22,29.540001,107.110001,38.5
2016-12-23,29.790001,109.779999,38.66
2016-12-27,30.24,117.32,38.919998
2016-12-28,30.01,109.25,38.73
2016-12-29,29.98,111.43,38.639999
2016-12-30,29.690001,106.739998,38.669998
