avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_inc_price,inc_pct,weekday_pct,fancy_car_user,city_Carthag,city_Harko,phone_iPhone,first_month_cat_more_1_trip,first_month_cat_no_trips,month_5_still_here
3.66,4.9,4.9,1.07,13.0,56.5,True,1,0,0,1,0,1
2.4,4.4,4.5,1.02,2.4,78.0,False,0,0,1,1,0,1
1.39,4.8,5.0,1.0,0.0,80.0,False,1,0,0,0,1,0
3.57,4.3,5.0,1.0,0.0,66.7,False,0,0,0,0,1,0
3.3,4.8,4.9,1.19,25.0,83.3,False,0,0,1,0,1,1
3.86,5.0,,1.0,0.0,100.0,True,0,0,0,0,0,0
2.56,4.9,5.0,1.27,16.7,16.7,False,1,0,1,1,0,1
1.87,4.7,5.0,1.33,66.7,0.0,False,0,1,0,1,0,0
21.24,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,0,0
17.86,5.0,4.3,1.0,0.0,100.0,True,0,1,1,0,1,1
2.23,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
1.81,4.5,4.5,1.13,50.0,0.0,False,0,0,1,1,0,0
2.31,5.0,4.0,1.0,0.0,100.0,True,0,0,1,0,0,0
3.05,5.0,5.0,1.0,0.0,50.0,False,1,0,1,0,1,1
3.5,4.7,3.9,1.09,12.5,59.4,False,0,0,1,1,0,1
0.54,5.0,5.0,1.0,0.0,50.0,False,0,0,0,1,0,0
1.07,4.8,4.7,1.19,30.8,50.0,True,0,1,1,0,1,1
2.69,5.0,4.5,1.0,0.0,75.0,False,0,0,1,1,0,0
5.0,5.0,5.0,1.0,0.0,75.0,False,0,0,1,0,1,1
4.55,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,1
4.1,4.8,4.7,1.08,11.5,69.2,True,0,0,1,1,0,1
1.57,5.0,5.0,1.25,100.0,0.0,False,0,0,0,0,1,1
1.59,4.5,4.7,1.0,0.0,60.0,False,0,1,1,0,0,1
24.92,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
2.38,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,1,0
6.37,5.0,5.0,1.0,0.0,100.0,True,0,0,0,1,0,0
5.24,5.0,3.7,1.5,40.0,20.0,True,1,0,1,1,0,1
5.54,5.0,5.0,1.0,0.0,100.0,False,0,0,0,1,0,0
10.21,4.6,4.0,1.0,0.0,60.0,True,0,0,1,1,0,0
17.99,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
5.5,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
4.37,5.0,5.0,1.25,25.0,50.0,False,1,0,0,1,0,0
1.95,5.0,,1.0,0.0,100.0,False,0,1,1,0,1,0
0.57,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
14.66,2.0,4.0,1.0,0.0,100.0,False,0,0,1,0,1,1
1.59,4.7,3.6,1.07,7.8,80.4,False,0,0,0,1,0,1
1.58,5.0,,1.0,0.0,0.0,True,0,1,1,0,1,1
5.57,5.0,,2.0,100.0,0.0,False,0,1,0,0,1,0
9.53,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,1,0
2.84,5.0,5.0,1.0,0.0,100.0,True,1,0,1,1,0,1
5.06,5.0,5.0,1.0,0.0,66.7,True,0,0,1,1,0,0
1.05,5.0,5.0,1.38,50.0,100.0,True,1,0,0,0,1,1
3.4,4.9,4.2,1.38,53.3,60.0,False,0,1,1,0,1,1
4.35,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
7.62,5.0,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
2.12,3.5,5.0,1.0,0.0,50.0,False,1,0,0,0,1,0
8.6,5.0,,1.5,100.0,100.0,False,0,0,1,0,0,0
4.08,4.9,5.0,1.3,10.0,50.0,True,1,0,1,0,0,1
2.79,5.0,5.0,1.0,0.0,0.0,False,0,0,1,1,0,0
19.48,5.0,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
2.26,5.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
2.1,5.0,4.5,1.0,0.0,100.0,False,0,0,1,0,1,1
3.48,4.9,5.0,1.04,8.7,56.5,False,0,1,1,1,0,1
5.25,5.0,3.6,1.06,12.5,37.5,False,0,0,1,0,1,1
14.6,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,0,0
3.61,4.7,5.0,1.0,0.0,66.7,True,1,0,1,0,1,1
5.05,5.0,,1.0,0.0,100.0,False,0,0,0,0,1,0
5.7,4.7,5.0,1.09,17.1,45.7,True,0,1,0,1,0,1
3.52,4.7,5.0,1.0,0.0,66.7,False,0,0,1,0,0,1
0.77,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,1
13.6,5.0,,1.0,0.0,0.0,False,0,1,1,0,0,0
1.63,4.0,4.0,1.25,50.0,75.0,False,1,0,0,1,0,0
15.14,5.0,4.0,1.0,0.0,100.0,False,1,0,1,0,0,0
3.92,4.2,5.0,1.26,13.6,86.4,True,1,0,0,1,0,0
1.78,4.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
1.99,5.0,,1.0,0.0,0.0,False,0,1,1,0,0,0
1.46,4.8,4.8,1.0,0.0,100.0,False,0,0,0,1,0,0
2.03,4.6,4.8,1.07,14.8,44.4,True,0,1,0,1,0,1
4.41,4.9,4.8,1.04,14.3,21.4,False,0,0,1,0,0,1
0.53,2.0,4.0,1.0,0.0,0.0,False,0,0,0,0,1,0
2.51,4.8,5.0,1.11,11.7,75.9,True,1,0,1,1,0,1
3.51,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,1,1
1.4,4.8,5.0,1.0,0.0,50.0,False,0,0,1,1,0,0
1.47,1.0,,1.0,0.0,100.0,True,0,0,1,1,0,0
6.8,5.0,1.0,1.0,0.0,100.0,True,0,0,1,0,0,0
11.71,5.0,5.0,1.0,0.0,100.0,True,0,1,0,0,0,0
3.44,4.4,4.4,1.0,0.0,90.9,False,0,0,1,0,1,1
6.0,4.0,5.0,1.13,25.0,50.0,True,0,1,0,0,1,1
3.3,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,1,0
5.38,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,1
3.65,4.7,3.4,1.04,9.5,69.0,True,0,1,1,1,0,1
1.84,4.8,5.0,1.0,0.0,83.3,False,0,1,1,1,0,1
7.93,5.0,5.0,1.0,0.0,80.0,True,1,0,1,1,0,0
18.69,4.5,3.0,1.0,0.0,50.0,True,1,0,0,0,1,1
5.22,4.9,3.8,1.08,13.3,53.3,False,0,0,1,1,0,1
10.69,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
4.58,4.5,4.5,1.0,0.0,100.0,False,1,0,1,1,0,0
3.42,4.9,3.3,1.11,16.7,33.3,False,0,0,1,1,0,1
3.16,5.0,5.0,1.4,20.0,0.0,True,0,0,0,1,0,0
4.84,5.0,5.0,1.0,0.0,40.0,True,0,1,1,1,0,1
1.49,5.0,4.8,1.0,0.0,71.4,True,0,0,1,0,1,1
0.86,4.0,5.0,1.0,0.0,80.0,False,1,0,1,1,0,0
18.15,5.0,,1.0,0.0,100.0,False,0,0,0,0,1,0
11.01,5.0,4.9,1.02,8.3,75.0,False,0,1,0,1,0,1
9.81,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
7.45,4.8,4.9,1.07,9.5,71.4,True,0,0,1,1,0,1
5.02,5.0,5.0,1.38,30.0,80.0,False,0,1,1,1,0,1
2.82,4.9,4.8,1.16,17.8,67.1,True,1,0,1,1,0,1
6.1,4.8,5.0,1.15,20.0,60.0,True,0,0,1,0,1,0
4.32,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
2.92,5.0,4.0,1.0,0.0,0.0,True,1,0,0,0,1,0
2.38,5.0,4.0,1.25,50.0,0.0,True,0,0,0,0,0,0
4.29,4.5,3.6,1.0,0.0,63.2,True,0,0,1,1,0,1
2.15,3.9,4.1,1.0,0.0,100.0,True,0,0,1,1,0,0
1.63,5.0,4.5,1.0,0.0,66.7,False,0,0,1,0,1,0
4.46,4.5,4.9,1.04,2.8,36.1,True,0,0,0,1,0,1
3.77,4.8,4.3,1.0,0.0,100.0,False,0,1,0,1,0,1
6.74,4.6,5.0,1.0,0.0,40.0,False,1,0,1,1,0,0
5.92,5.0,,1.0,0.0,0.0,False,0,0,0,0,1,0
2.45,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
10.02,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
1.58,4.8,5.0,1.45,80.0,0.0,False,0,0,0,0,1,0
17.19,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,0
20.65,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,0,0
3.15,5.0,,1.0,0.0,100.0,True,0,1,0,0,1,0
4.49,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
7.74,4.8,5.0,1.0,0.0,50.0,False,1,0,0,1,0,0
9.39,5.0,5.0,1.13,25.0,25.0,False,0,1,1,1,0,0
3.65,1.0,5.0,1.0,0.0,0.0,True,0,0,0,0,1,0
1.16,5.0,5.0,1.0,0.0,33.3,False,0,1,1,0,1,1
13.98,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
16.05,5.0,5.0,2.25,100.0,0.0,False,0,0,1,0,0,1
2.55,4.8,5.0,1.0,1.6,50.8,False,0,1,1,1,0,1
4.24,4.6,4.9,1.01,5.9,52.9,False,0,0,1,0,1,1
4.74,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
3.24,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
6.71,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
4.98,5.0,2.0,1.0,0.0,100.0,False,0,0,1,0,1,1
2.58,4.8,4.7,1.21,20.0,50.0,True,1,0,1,1,0,1
6.71,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
1.81,4.5,4.0,1.0,0.0,50.0,False,0,0,1,1,0,0
2.17,4.7,4.8,1.0,0.0,67.6,True,0,1,1,1,0,1
5.14,5.0,,1.0,0.0,0.0,True,0,0,1,0,0,0
4.17,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
2.4,4.4,4.9,1.02,8.3,66.7,True,1,0,1,1,0,1
2.05,5.0,4.9,1.0,0.0,100.0,False,1,0,0,1,0,1
19.24,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,0
4.98,4.4,4.2,1.02,7.1,14.3,True,0,1,1,1,0,1
6.05,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,0,0
10.65,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
8.02,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,1,0
3.33,4.5,4.1,1.0,0.0,69.2,False,0,0,1,1,0,1
1.74,5.0,4.0,1.0,0.0,100.0,False,1,0,1,1,0,0
1.94,5.0,,1.0,0.0,0.0,True,0,0,1,0,1,0
17.53,5.0,4.5,1.0,0.0,66.7,True,0,0,1,0,1,0
7.84,5.0,4.0,1.67,33.3,100.0,False,0,1,1,0,1,0
5.88,4.3,5.0,1.0,0.0,33.3,True,0,0,1,1,0,1
20.48,5.0,4.5,1.0,0.0,100.0,True,0,0,1,0,1,0
5.62,5.0,4.0,1.0,0.0,100.0,True,1,0,1,0,1,0
4.29,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
3.43,4.8,4.7,1.0,0.0,25.0,False,1,0,0,1,0,1
10.81,4.5,4.9,1.01,0.7,91.9,True,0,1,1,1,0,1
2.69,4.7,4.8,1.22,26.7,93.3,False,0,1,1,0,1,1
4.81,4.9,4.1,1.0,0.0,92.9,False,0,0,1,1,0,1
8.01,5.0,,1.0,0.0,100.0,True,1,0,0,0,0,0
16.77,4.9,5.0,1.0,0.0,91.7,False,0,1,1,0,1,1
1.16,4.0,5.0,1.0,0.0,100.0,False,0,1,1,1,0,1
6.06,4.9,4.2,1.0,0.0,55.6,False,0,1,1,0,1,1
2.26,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
1.58,4.7,3.0,1.25,33.3,100.0,False,1,0,1,1,0,1
3.55,4.7,4.7,1.31,25.0,66.7,True,0,0,0,1,0,1
2.43,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
4.45,4.9,4.6,1.0,0.0,66.7,False,0,0,1,0,1,1
2.03,5.0,5.0,1.0,0.0,100.0,True,0,0,1,1,0,0
4.77,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,1,0
3.22,4.6,4.3,1.0,0.0,54.8,False,0,0,1,1,0,1
3.11,4.7,4.0,1.12,15.4,23.1,False,0,1,0,0,1,1
16.74,3.0,5.0,1.0,0.0,100.0,False,0,1,0,1,0,0
1.23,5.0,,1.0,0.0,100.0,False,1,0,0,0,1,0
10.89,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
8.78,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,0,0
5.42,4.8,,1.1,20.0,100.0,False,0,0,1,0,0,1
4.41,4.8,5.0,1.19,24.0,86.7,True,0,1,1,1,0,1
2.98,4.8,,1.0,0.0,75.0,False,1,0,1,0,0,1
2.78,4.4,4.0,1.0,0.0,70.0,True,1,0,1,0,0,1
8.28,5.0,,1.0,0.0,0.0,True,1,0,1,0,0,0
5.47,4.0,5.0,1.0,0.0,33.3,False,0,1,1,0,0,0
2.85,4.5,4.9,1.15,23.1,100.0,True,1,0,1,1,0,1
3.39,5.0,4.5,1.0,0.0,100.0,False,1,0,0,1,0,0
12.07,5.0,3.0,2.33,33.3,66.7,True,0,0,1,0,0,1
14.42,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
14.65,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,0,0
9.54,5.0,5.0,1.1,20.0,20.0,True,0,1,1,1,0,0
8.64,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,0,0
1.11,5.0,4.0,1.0,0.0,100.0,False,1,0,0,0,1,0
2.32,5.0,5.0,1.0,0.0,100.0,True,1,0,1,1,0,0
1.25,5.0,,1.0,0.0,0.0,True,1,0,1,0,1,1
2.17,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
1.45,5.0,4.0,1.15,20.0,60.0,False,1,0,1,1,0,1
4.88,5.0,,1.0,0.0,100.0,False,0,1,1,0,1,0
4.15,5.0,3.0,1.0,0.0,100.0,False,0,0,1,0,0,0
1.52,5.0,4.7,1.0,0.0,66.7,False,0,0,0,1,0,0
3.3,4.8,5.0,1.06,25.0,75.0,False,0,0,1,0,1,0
9.12,4.9,4.6,1.02,6.3,100.0,True,0,1,1,1,0,1
1.74,5.0,5.0,1.0,0.0,66.7,False,0,1,0,0,0,0
1.42,5.0,4.0,1.5,50.0,100.0,False,1,0,1,0,1,1
3.85,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
5.29,4.6,5.0,1.3,42.9,68.6,False,0,0,1,1,0,1
29.13,5.0,5.0,1.0,0.0,0.0,False,1,0,0,1,0,0
18.83,5.0,,1.0,0.0,100.0,True,0,0,1,0,0,0
16.46,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,0
3.51,4.8,5.0,1.0,0.0,25.0,False,0,0,0,0,1,1
2.86,5.0,5.0,1.08,33.3,100.0,False,0,0,0,1,0,0
11.35,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
7.91,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
2.63,4.4,4.9,1.0,0.0,85.7,False,0,1,1,1,0,1
5.15,5.0,4.7,1.0,0.0,66.7,False,1,0,1,0,1,0
3.13,3.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
3.58,5.0,,1.0,0.0,0.0,False,0,0,0,0,0,0
2.45,5.0,,1.0,0.0,100.0,False,1,0,0,0,0,0
4.53,5.0,4.3,1.33,16.7,66.7,False,0,0,1,1,0,1
2.0,5.0,4.9,1.02,1.2,97.6,True,0,1,1,1,0,1
7.14,4.8,4.6,1.0,0.0,60.0,True,0,0,0,0,0,1
17.14,5.0,,1.0,0.0,50.0,True,0,0,1,0,0,0
5.87,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,0,0
1.85,4.8,5.0,1.0,0.0,50.0,False,0,0,0,0,0,0
26.07,5.0,5.0,1.0,0.0,0.0,False,0,1,0,0,0,0
3.1,4.0,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
20.51,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
2.99,5.0,4.0,1.0,0.0,50.0,False,1,0,1,0,0,1
2.38,5.0,5.0,1.0,0.0,25.0,False,0,0,0,1,0,0
4.26,4.8,5.0,1.0,0.0,65.0,True,0,0,1,0,1,1
4.0,5.0,5.0,1.19,25.0,50.0,False,1,0,1,0,0,0
3.51,5.0,4.5,1.19,25.0,75.0,False,1,0,1,1,0,1
1.71,4.0,4.0,1.13,50.0,100.0,True,0,0,1,1,0,0
21.69,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
2.17,4.9,5.0,1.19,23.5,76.5,False,0,1,1,1,0,1
3.27,5.0,,1.0,0.0,100.0,False,0,1,0,0,1,1
9.81,4.6,5.0,1.0,0.0,71.4,False,0,0,1,1,0,0
3.75,5.0,5.0,1.0,0.0,86.7,False,0,0,1,0,0,1
17.56,5.0,5.0,1.0,0.0,100.0,False,0,0,0,1,0,0
16.37,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,1,1
3.59,5.0,4.9,1.0,0.0,81.8,True,0,1,1,1,0,1
6.44,5.0,,1.0,0.0,100.0,True,1,0,0,0,0,0
3.43,4.5,4.9,1.02,5.0,65.0,False,0,0,0,0,1,1
2.82,4.8,4.8,1.15,20.5,74.4,True,0,1,1,1,0,1
7.18,5.0,4.3,1.0,0.0,50.0,False,0,0,1,1,0,1
5.14,5.0,4.8,1.16,14.3,50.0,True,0,0,1,1,0,0
9.56,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
5.57,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
3.43,5.0,5.0,1.0,0.0,25.0,True,1,0,1,0,1,0
9.6,5.0,5.0,1.0,0.0,100.0,True,0,0,1,1,0,0
4.12,5.0,5.0,1.13,12.5,75.0,True,0,1,1,1,0,1
7.04,5.0,5.0,1.0,0.0,50.0,True,1,0,1,1,0,0
11.1,5.0,5.0,1.0,0.0,100.0,True,0,0,0,1,0,0
6.76,4.8,5.0,1.0,0.0,80.0,False,0,0,0,0,0,0
1.3,4.9,4.8,1.09,23.1,96.2,True,0,1,0,1,0,1
8.4,5.0,5.0,1.0,0.0,0.0,False,0,0,0,1,0,0
4.58,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
18.25,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,0,0
7.23,4.7,4.3,1.0,0.0,50.0,False,1,0,0,1,0,0
3.04,4.0,5.0,1.1,20.0,20.0,False,1,0,1,0,1,1
8.88,5.0,2.0,1.0,0.0,0.0,False,1,0,1,0,1,0
3.1,5.0,4.7,1.21,42.9,57.1,True,1,0,1,1,0,1
5.12,4.6,4.4,1.02,6.1,81.8,False,0,0,1,1,0,1
7.77,5.0,4.3,1.0,0.0,66.7,True,1,0,0,1,0,0
13.49,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,1
5.53,4.7,,1.0,0.0,33.3,True,0,0,0,0,1,1
3.34,5.0,,1.0,0.0,100.0,False,0,1,0,0,0,0
5.26,5.0,,1.0,0.0,100.0,True,0,1,0,0,1,0
4.11,4.6,4.4,1.02,3.2,60.3,True,0,1,1,1,0,1
2.9,3.0,5.0,1.88,100.0,100.0,False,0,0,1,1,0,0
3.0,5.0,3.7,1.75,66.7,0.0,False,0,0,1,1,0,0
27.15,5.0,,1.0,0.0,100.0,True,1,0,1,0,1,0
1.97,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,1,0
1.43,3.5,4.0,1.0,0.0,0.0,False,1,0,0,0,1,1
4.7,4.1,4.0,1.11,9.1,86.4,False,0,0,1,1,0,1
8.34,5.0,5.0,1.0,0.0,50.0,False,0,0,0,1,0,1
6.93,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
3.03,4.0,5.0,1.0,0.0,100.0,False,0,1,0,1,0,0
15.51,4.0,4.0,1.0,0.0,100.0,False,0,0,1,0,1,1
26.23,5.0,,1.0,0.0,50.0,False,0,0,1,0,1,0
1.89,5.0,5.0,1.07,14.3,71.4,True,1,0,0,0,0,0
12.27,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
2.24,5.0,,1.0,0.0,0.0,True,1,0,0,0,1,1
2.66,4.9,4.6,1.56,55.6,77.8,False,1,0,1,0,1,1
5.04,5.0,4.5,1.0,0.0,100.0,False,0,0,0,0,1,0
1.61,5.0,4.7,1.5,66.7,33.3,False,0,0,1,1,0,0
5.39,5.0,3.0,1.0,0.0,50.0,True,0,1,0,0,1,1
10.82,5.0,5.0,1.0,0.0,33.3,False,0,0,1,1,0,0
15.99,5.0,4.0,1.0,0.0,0.0,False,0,0,1,0,0,0
9.55,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,0
14.13,5.0,5.0,1.0,0.0,40.0,True,0,1,1,1,0,1
3.27,5.0,4.7,1.0,0.0,60.0,False,0,0,0,1,0,0
3.78,4.4,4.4,1.06,7.7,61.5,True,0,0,1,0,0,1
15.75,4.5,,1.0,0.0,75.0,True,0,0,1,0,0,0
1.62,5.0,5.0,1.0,0.0,0.0,False,0,1,1,1,0,0
5.38,4.3,4.7,1.0,0.0,75.0,False,1,0,1,1,0,0
3.87,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,1
5.11,4.0,5.0,1.0,0.0,66.7,False,0,1,0,1,0,0
15.96,5.0,3.0,1.0,0.0,100.0,False,1,0,1,1,0,1
2.85,4.5,4.5,1.0,0.0,0.0,True,1,0,1,0,1,0
6.88,5.0,4.5,1.0,0.0,71.4,False,0,1,1,1,0,0
2.05,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,1
16.97,5.0,5.0,1.5,50.0,50.0,False,0,1,1,0,1,1
6.88,5.0,4.8,1.0,0.0,100.0,False,1,0,0,0,0,1
11.6,4.6,4.3,1.0,0.0,80.0,False,0,1,1,1,0,1
1.66,2.0,,1.0,0.0,100.0,False,0,0,0,0,1,0
8.94,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
1.07,5.0,5.0,1.25,100.0,0.0,False,1,0,1,0,1,0
3.73,4.9,5.0,1.21,35.1,67.0,True,0,1,0,1,0,1
4.09,4.9,4.9,1.13,15.8,84.2,False,0,1,1,1,0,1
6.24,5.0,4.4,1.0,0.0,100.0,False,0,0,0,0,1,0
0.79,5.0,4.0,1.5,100.0,100.0,False,0,1,1,0,1,0
1.86,5.0,,1.0,0.0,0.0,True,0,1,1,0,0,1
2.78,4.4,4.9,1.0,0.0,53.3,False,0,0,1,1,0,0
2.18,5.0,4.0,1.0,0.0,66.7,False,0,0,0,1,0,0
14.06,5.0,4.0,1.0,0.0,50.0,False,0,0,0,1,0,0
5.71,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
21.69,5.0,4.0,1.5,33.3,66.7,False,0,1,1,0,1,0
1.83,4.7,4.7,1.0,0.0,89.7,False,0,0,1,1,0,1
2.57,4.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
6.54,5.0,4.5,1.0,0.0,0.0,False,1,0,1,0,1,1
10.92,4.7,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
4.05,5.0,5.0,1.0,0.0,50.0,False,1,0,0,0,1,1
22.03,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
3.55,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
9.16,4.0,5.0,1.0,0.0,100.0,True,0,1,1,1,0,1
4.9,5.0,5.0,1.0,0.0,75.0,False,0,1,1,1,0,0
3.41,4.5,5.0,1.0,0.0,25.0,False,0,0,1,1,0,1
5.25,4.7,5.0,1.17,33.3,100.0,False,0,1,1,1,0,0
3.58,5.0,5.0,1.0,0.0,66.7,True,0,0,1,0,0,1
2.99,4.8,4.8,1.23,27.5,68.1,True,0,1,1,1,0,1
8.12,4.8,4.5,1.0,0.0,50.0,False,1,0,0,0,1,1
5.58,5.0,,1.0,0.0,0.0,False,0,0,0,0,1,0
3.14,5.0,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
1.46,4.4,3.8,1.0,0.0,69.8,False,0,0,1,1,0,1
2.68,5.0,4.3,1.0,0.0,100.0,False,0,1,1,1,0,1
16.18,5.0,,1.0,0.0,100.0,True,0,0,1,0,0,0
3.12,4.9,5.0,1.0,0.0,75.0,False,0,0,1,1,0,1
4.08,5.0,3.7,1.0,0.0,50.0,False,1,0,1,0,0,0
1.87,5.0,5.0,2.25,100.0,0.0,False,0,0,1,0,1,0
6.21,4.7,4.3,1.0,0.0,66.7,False,0,1,0,0,0,0
3.65,3.8,5.0,1.0,0.0,50.0,False,0,0,1,0,1,0
19.53,5.0,4.3,1.0,0.0,100.0,True,1,0,1,0,1,1
5.45,4.8,5.0,1.08,7.7,15.4,False,0,0,1,1,0,1
4.73,4.8,4.4,1.13,13.2,47.4,True,1,0,1,1,0,1
6.11,4.0,4.5,1.0,0.0,75.0,True,0,0,1,1,0,0
3.08,5.0,5.0,1.0,0.0,0.0,False,1,0,1,1,0,0
2.49,4.7,4.5,1.0,0.0,28.6,True,0,0,0,1,0,1
4.4,4.9,5.0,1.0,0.0,50.0,False,0,0,1,0,0,1
3.74,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,1,0
15.01,5.0,5.0,1.0,0.0,50.0,False,0,1,0,1,0,0
3.32,4.8,5.0,1.01,4.7,48.8,False,0,0,1,1,0,1
5.4,4.6,3.7,1.03,5.6,77.8,True,0,0,1,1,0,1
11.93,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,1,1
1.96,4.8,5.0,1.39,33.3,52.4,True,0,0,1,1,0,1
3.34,4.8,3.3,1.06,12.5,87.5,False,1,0,1,1,0,1
2.09,5.0,4.5,1.0,0.0,0.0,True,0,0,1,1,0,0
6.09,5.0,4.3,1.0,0.0,75.0,True,0,0,0,0,0,0
19.07,5.0,5.0,1.15,20.0,80.0,False,1,0,0,0,0,1
32.96,5.0,5.0,1.0,0.0,100.0,True,0,1,1,1,0,1
3.12,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
9.26,4.8,5.0,1.0,0.0,100.0,False,1,0,0,0,0,1
13.02,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,1,1
13.73,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,1
3.75,4.9,5.0,1.24,23.3,83.3,True,1,0,1,1,0,1
5.92,5.0,5.0,1.67,33.3,66.7,True,1,0,1,1,0,0
9.76,4.7,5.0,1.07,14.3,28.6,False,0,1,1,0,1,1
9.44,4.6,3.6,1.0,0.0,40.0,True,0,0,1,0,1,0
1.88,4.7,4.5,1.32,29.4,41.2,False,1,0,1,1,0,0
6.94,4.5,4.0,1.0,0.0,50.0,False,1,0,1,0,1,0
1.83,4.6,4.8,1.13,10.0,80.0,False,1,0,0,0,0,0
18.0,5.0,5.0,1.0,0.0,0.0,True,0,0,0,0,0,0
9.13,4.6,4.3,1.0,0.0,87.5,False,0,0,1,1,0,0
2.42,5.0,4.0,1.0,0.0,100.0,True,1,0,1,0,0,0
4.16,4.7,4.1,1.0,0.0,72.7,True,0,0,1,1,0,1
8.61,5.0,,1.17,33.3,66.7,True,1,0,0,0,0,1
17.73,4.3,5.0,1.06,25.0,75.0,False,0,0,1,0,0,0
