season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won
1995,1390,1789,0,-13,-29,71,100,0
1995,1458,1789,0,-5,-5,91,96,0
1995,4951,1789,0,-1,-10,89,99,0
1995,9412,1789,0,1,6,102,96,1
1995,6708,2316,0,9,24,73,49,1
1995,3964,2789,0,3,3,64,61,1
1995,9412,2854,0,15,36,92,56,1
1995,6291,3142,0,4,10,74,64,1
1995,10444,3142,0,-8,-2,51,53,0
1995,10796,3142,0,-5,-5,63,68,0
1995,4951,3278,0,11,24,87,63,1
1995,9177,3755,0,5,6,68,62,1
1995,5392,3828,0,1,5,65,60,1
1995,2789,3964,0,-3,-3,61,64,0
1995,6291,3964,0,5,22,73,51,1
1995,1653,4159,0,-15,-14,68,82,0
1995,10064,4159,0,-3,9,67,58,1
1995,10234,4159,0,-7,-5,70,75,0
1995,332,4274,0,-4,-24,73,97,0
1995,5691,4274,0,-15,-46,67,113,0
1995,6291,4274,0,-1,13,74,61,1
1995,9143,4274,0,-8,-22,60,82,0
1995,9775,4490,0,9,12,76,64,1
1995,5087,4606,0,5,21,77,56,1
1995,332,4815,0,8,10,64,54,1
1995,6674,4815,0,9,-10,67,77,0
1995,1789,4951,0,1,10,99,89,1
1995,3278,4951,0,-11,-24,63,87,0
1995,8892,4951,0,-8,-14,68,82,0
1995,6708,4985,0,-2,14,68,54,1
1995,8551,4985,0,-13,-17,51,68,0
1995,8585,4985,0,-8,-22,53,75,0
1995,9177,4985,0,-4,-25,51,76,0
1995,420,5087,0,4,5,96,91,1
1995,4606,5087,0,-5,-21,56,77,0
1995,7211,5087,0,3,-2,73,75,0
1995,298,5188,0,7,-9,62,71,0
1995,10064,5188,0,8,6,60,54,1
1995,10234,5222,0,1,6,82,76,1
1995,10444,5256,0,-11,7,79,72,1
1995,8483,5290,0,-1,3,64,61,1
1995,7838,5358,0,-7,-8,67,75,0
1995,9412,5358,0,4,19,86,67,1
1995,9775,5358,0,1,-14,64,78,0
1995,3828,5392,0,-1,-5,60,65,0
1995,9412,5392,0,7,1,75,74,1
1995,4274,5691,0,15,46,113,67,1
1995,6291,5759,0,13,10,80,70,1
1995,10342,5894,0,15,32,79,47,1
1995,10064,6224,0,9,24,96,72,1
1995,420,6291,0,0,7,75,68,1
1995,3142,6291,0,-4,-10,64,74,0
1995,3964,6291,0,-5,-22,51,73,0
1995,4274,6291,0,1,-13,61,74,0
1995,5759,6291,0,-13,-10,70,80,0
1995,4815,6674,0,-9,10,77,67,1
1995,83,6708,0,-1,-14,52,66,0
1995,2316,6708,0,-9,-24,49,73,0
1995,4985,6708,0,2,-14,54,68,0
1995,9412,6708,0,3,13,74,61,1
1995,10342,6708,0,3,-5,66,71,0
1995,9177,6742,0,8,12,64,52,1
1995,10030,6742,0,11,-8,81,89,0
1995,8892,6806,0,-5,17,90,73,1
1995,83,6908,0,7,6,91,85,1
1995,5087,7211,0,-3,2,75,73,1
1995,10512,7211,0,-11,-1,48,49,0
1995,8672,7550,0,3,4,96,92,1
1995,5358,7838,0,7,8,75,67,1
1995,5290,8483,0,1,-3,61,64,0
1995,10342,8483,0,8,5,64,59,1
1995,4985,8551,0,13,17,68,51,1
1995,1356,8585,0,3,-2,68,70,0
1995,4985,8585,0,8,22,75,53,1
1995,420,8672,0,5,2,96,94,1
1995,7550,8672,0,-3,-4,92,96,0
1995,1458,8756,0,3,6,77,71,1
1995,4951,8892,0,8,14,82,68,1
1995,6806,8892,0,5,-17,73,90,0
1995,1057,9143,0,1,-6,70,76,0
1995,4274,9143,0,8,22,82,60,1
1995,3755,9177,0,-5,-6,62,68,0
1995,4985,9177,0,4,25,76,51,1
1995,6742,9177,0,-8,-12,52,64,0
1995,420,9245,0,13,1,79,78,1
1995,420,9412,0,-1,-11,78,89,0
1995,1789,9412,0,-1,-6,96,102,0
1995,2854,9412,0,-15,-36,56,92,0
1995,5358,9412,0,-4,-19,67,86,0
1995,5392,9412,0,-7,-1,74,75,0
1995,6708,9412,0,-3,-13,61,74,0
1995,4490,9775,0,-9,-12,64,76,0
1995,5358,9775,0,-1,14,78,64,1
1995,6742,10030,0,-11,8,89,81,1
1995,420,10064,0,2,7,68,61,1
1995,4159,10064,0,3,-9,58,67,0
1995,5188,10064,0,-8,-6,54,60,0
1995,6224,10064,0,-9,-24,72,96,0
1995,4159,10234,0,7,5,75,70,1
1995,5222,10234,0,-1,-6,76,82,0
1995,5894,10342,0,-15,-32,47,79,0
1995,6708,10342,0,-3,5,71,66,1
1995,8483,10342,0,-8,-5,59,64,0
1995,3142,10444,0,8,2,53,51,1
1995,5256,10444,0,11,-7,72,79,0
1995,7211,10512,0,11,1,49,48,1
1995,3142,10796,0,5,5,68,63,1
1996,3931,299,0,-3,-14,73,87,0
1996,4160,299,0,1,3,83,80,1
1996,9929,299,0,-11,-39,51,90,0
1996,4884,421,0,8,-9,56,65,0
1996,4986,421,0,11,16,79,63,1
1996,6943,421,0,7,-6,80,86,0
1996,3245,565,0,11,11,90,79,1
1996,3245,775,0,8,14,103,89,1
1996,3829,775,0,5,-13,51,64,0
1996,8586,877,0,-1,8,66,58,1
1996,3965,1150,0,7,10,74,64,1
1996,9776,1218,0,9,29,72,43,1
1996,3245,1459,0,-1,-17,70,87,0
1996,5359,1459,0,-3,10,73,63,1
1996,8757,1459,0,-5,-13,65,78,0
1996,9572,1459,0,-13,-5,61,66,0
1996,3177,1527,0,1,7,81,74,1
1996,1790,1654,0,15,9,68,59,1
1996,1654,1790,0,-15,-9,59,68,0
1996,2487,1790,0,-8,-14,81,95,0
1996,5359,1790,0,-4,5,60,55,1
1996,5088,2317,0,7,-12,63,75,0
1996,8673,2317,0,8,11,69,58,1
1996,2487,2351,0,-1,15,75,60,1
1996,1790,2487,0,8,14,95,81,1
1996,2351,2487,0,1,-15,60,75,0
1996,3931,3025,0,5,2,81,79,1
1996,4986,3143,0,1,24,86,62,1
1996,5662,3143,0,-13,-37,56,93,0
1996,6091,3143,0,-5,-11,62,73,0
1996,8995,3143,0,-1,-8,90,98,0
1996,1527,3177,0,-1,-7,74,81,0
1996,7212,3177,0,7,-7,69,76,0
1996,8673,3177,0,4,2,83,81,1
1996,565,3245,0,-11,-11,79,90,0
1996,775,3245,0,-8,-14,89,103,0
1996,1459,3245,0,1,17,87,70,1
1996,775,3829,0,-5,13,64,51,1
1996,299,3931,0,3,14,87,73,1
1996,3025,3931,0,-5,-2,79,81,0
1996,1150,3965,0,-7,-10,64,74,0
1996,9776,3965,0,1,6,73,67,1
1996,299,4160,0,-1,-3,80,83,0
1996,7504,4160,0,-13,-38,54,92,0
1996,7839,4160,0,-8,-25,51,76,0
1996,8673,4160,0,-2,3,60,57,1
1996,6091,4194,0,3,21,69,48,1
1996,4986,4275,0,0,-7,74,81,0
1996,7771,4275,0,-15,-38,72,110,0
1996,8673,4275,0,-3,-9,67,76,0
1996,9776,4275,0,-3,-31,70,101,0
1996,10099,4275,0,-8,-24,60,84,0
1996,10343,4275,0,-1,-20,63,83,0
1996,9178,4607,0,-5,-2,80,82,0
1996,10031,4607,0,3,-4,64,68,0
1996,10343,4607,0,4,1,60,59,1
1996,421,4884,0,-8,9,65,56,1
1996,5490,4884,0,-9,-24,44,68,0
1996,7839,4952,0,-3,12,91,79,1
1996,421,4986,0,-11,-16,63,79,0
1996,3143,4986,0,-1,-24,62,86,0
1996,4275,4986,0,0,7,81,74,1
1996,8586,4986,0,-8,-5,74,79,0
1996,9379,4986,0,-15,-22,70,92,0
1996,2317,5088,0,-7,12,75,63,1
1996,8893,5223,0,-3,4,80,76,1
1996,1459,5359,0,3,-10,63,73,0
1996,1790,5359,0,4,-5,55,60,0
1996,7144,5359,0,-8,-22,41,63,0
1996,8673,5359,0,1,8,77,69,1
1996,9895,5359,0,-7,-7,51,58,0
1996,4884,5490,0,9,24,68,44,1
1996,8673,5558,0,9,33,88,55,1
1996,3143,5662,0,13,37,93,56,1
1996,8995,5821,0,11,1,74,73,1
1996,3143,6091,0,5,11,73,62,1
1996,4194,6091,0,-3,-21,48,69,0
1996,6292,6159,0,5,21,83,62,1
1996,6159,6292,0,-5,-21,62,83,0
1996,8995,6292,0,3,19,92,73,1
1996,8757,6675,0,3,18,61,43,1
1996,421,6943,0,-7,6,86,80,1
1996,10031,7045,0,11,34,92,58,1
1996,5359,7144,0,8,22,63,41,1
1996,9413,7144,0,9,-2,41,43,0
1996,3177,7212,0,-7,7,76,69,1
1996,10167,7212,0,-15,-2,71,73,0
1996,4160,7504,0,13,38,92,54,1
1996,4275,7771,0,15,38,110,72,1
1996,4160,7839,0,8,25,76,51,1
1996,4952,7839,0,3,-12,79,91,0
1996,877,8586,0,1,-8,58,66,0
1996,4986,8586,0,8,5,79,74,1
1996,2317,8673,0,-8,-11,58,69,0
1996,3177,8673,0,-4,-2,81,83,0
1996,4160,8673,0,2,-3,57,60,0
1996,4275,8673,0,3,9,76,67,1
1996,5359,8673,0,-1,-8,69,77,0
1996,5558,8673,0,-9,-33,55,88,0
1996,1459,8757,0,5,13,78,65,1
1996,6675,8757,0,-3,-18,43,61,0
1996,5223,8893,0,3,-4,76,80,0
1996,10343,8893,0,8,3,65,62,1
1996,3143,8995,0,1,8,98,90,1
1996,5821,8995,0,-11,-1,73,74,0
1996,6292,8995,0,-3,-19,73,92,0
1996,4607,9178,0,5,2,82,80,1
1996,4986,9379,0,15,22,92,70,1
1996,7144,9413,0,-9,2,43,41,1
1996,10343,9481,0,13,12,62,50,1
1996,1459,9572,0,13,5,66,61,1
1996,1218,9776,0,-9,-29,43,72,0
1996,3965,9776,0,-1,-6,67,73,0
1996,4275,9776,0,3,31,101,70,1
1996,5359,9895,0,7,7,58,51,1
1996,299,9929,0,11,39,90,51,1
1996,4607,10031,0,-3,4,68,64,1
1996,7045,10031,0,-11,-34,58,92,0
1996,4275,10099,0,8,24,84,60,1
1996,10513,10099,0,1,-13,48,61,0
1996,7212,10167,0,15,2,73,71,1
1996,4275,10343,0,1,20,83,63,1
1996,4607,10343,0,-4,-1,59,60,0
1996,8893,10343,0,-8,-3,62,65,0
1996,9481,10343,0,-13,-12,50,62,0
1996,10099,10513,0,-1,13,61,48,1
1997,1621,300,0,-8,-4,69,73,0
1997,4161,300,0,3,-3,82,85,0
1997,4276,300,0,3,-5,79,84,0
1997,6293,300,0,3,-8,58,66,0
1997,7179,300,0,-6,-4,92,96,0
1997,8105,300,0,-9,-8,57,65,0
1997,8451,776,0,1,4,81,77,1
1997,9930,776,0,-7,-7,66,73,0
1997,9179,810,0,7,29,81,52,1
1997,1460,1025,0,11,17,86,69,1
1997,6293,1151,0,4,6,63,57,1
1997,7145,1151,0,-7,-3,52,55,0
1997,10032,1151,0,1,-7,68,75,0
1997,9414,1324,0,13,34,109,75,1
1997,3144,1358,0,-3,-12,67,79,0
1997,9777,1358,0,5,19,77,58,1
1997,3178,1392,0,11,-3,70,73,0
1997,3757,1392,0,8,-12,63,75,0
1997,7179,1392,0,4,6,71,65,1
1997,1025,1460,0,-11,-17,69,86,0
1997,3966,1460,0,-3,1,67,66,1
1997,5190,1528,0,-9,-12,56,68,0
1997,5292,1528,0,3,6,90,84,1
1997,9179,1528,0,-1,-6,59,65,0
1997,300,1621,0,8,4,73,69,1
1997,4953,1621,0,7,-9,66,75,0
1997,3830,1689,0,1,-18,62,80,0
1997,6293,1689,0,8,17,73,56,1
1997,8139,1824,0,13,-13,65,78,0
1997,8894,1824,0,5,1,82,81,1
1997,5761,2352,0,-13,-3,68,71,0
1997,7179,2352,0,-8,11,98,87,1
1997,6293,2721,0,15,8,82,74,1
1997,1358,3144,0,3,12,79,67,1
1997,1392,3178,0,-11,3,73,70,1
1997,1392,3757,0,-8,12,75,63,1
1997,9675,3757,0,-5,-13,77,90,0
1997,3966,3791,0,5,12,69,57,1
1997,1689,3830,0,-1,18,80,62,1
1997,4276,3932,0,7,6,75,69,1
1997,10066,3932,0,-1,-13,60,73,0
1997,1460,3966,0,3,-1,66,67,0
1997,3791,3966,0,-5,-12,57,69,0
1997,9414,3966,0,4,1,74,73,1
1997,4161,4036,0,15,14,78,64,1
1997,300,4161,0,-3,3,85,82,1
1997,4036,4161,0,-15,-14,64,78,0
1997,7213,4161,0,-7,-14,61,75,0
1997,300,4276,0,-3,5,84,79,1
1997,3932,4276,0,-7,-6,69,75,0
1997,5292,4276,0,0,-9,69,78,0
1997,5525,4276,0,-15,-38,54,92,0
1997,8451,4276,0,-3,-15,68,83,0
1997,9777,4276,0,-1,-13,59,72,0
1997,10032,4526,0,9,10,101,91,1
1997,4987,4608,0,-5,-8,57,65,0
1997,6092,4608,0,3,-1,63,64,0
1997,6293,4608,0,5,23,97,74,1
1997,8894,4608,0,-4,-15,63,78,0
1997,7179,4885,0,-3,22,81,59,1
1997,1621,4953,0,-7,9,75,66,1
1997,4608,4987,0,5,8,65,57,1
1997,1528,5190,0,9,12,68,56,1
1997,1528,5292,0,-3,-6,84,90,0
1997,4276,5292,0,0,9,78,69,1
1997,8758,5292,0,-8,-19,57,76,0
1997,8962,5292,0,-15,-32,46,78,0
1997,9414,5292,0,-1,-8,72,80,0
1997,8758,5326,0,-1,22,62,40,1
1997,4276,5525,0,15,38,92,54,1
1997,2352,5761,0,13,3,71,68,1
1997,9777,5862,0,13,14,75,61,1
1997,4608,6092,0,-3,1,64,63,1
1997,6744,6092,0,-11,-4,55,59,0
1997,300,6293,0,-3,8,66,58,1
1997,1151,6293,0,-4,-6,57,63,0
1997,1689,6293,0,-8,-17,56,73,0
1997,2721,6293,0,-15,-8,74,82,0
1997,4608,6293,0,-5,-23,74,97,0
1997,8587,6676,0,5,13,80,67,1
1997,6092,6744,0,11,4,59,55,1
1997,8451,6876,0,9,10,75,65,1
1997,1151,7145,0,7,3,55,52,1
1997,300,7179,0,6,4,96,92,1
1997,1392,7179,0,-4,-6,65,71,0
1997,2352,7179,0,8,-11,87,98,0
1997,4885,7179,0,3,-22,59,81,0
1997,4161,7213,0,7,14,75,61,1
1997,7301,7213,0,-1,-7,76,83,0
1997,7213,7301,0,1,7,83,76,1
1997,300,8105,0,9,8,65,57,1
1997,1824,8139,0,-13,13,78,65,1
1997,776,8451,0,-1,-4,77,81,0
1997,4276,8451,0,3,15,83,68,1
1997,6876,8451,0,-9,-10,65,75,0
1997,10344,8519,0,11,22,68,46,1
1997,6676,8587,0,-5,-13,67,80,0
1997,9777,8587,0,4,5,82,77,1
1997,10344,8587,0,3,-6,66,72,0
1997,5292,8758,0,8,19,76,57,1
1997,5326,8758,0,1,-22,40,62,0
1997,1824,8894,0,-5,-1,81,82,0
1997,4608,8894,0,4,15,78,63,1
1997,10676,8894,0,3,-13,58,71,0
1997,5292,8962,0,15,32,78,46,1
1997,810,9179,0,-7,-29,52,81,0
1997,1528,9179,0,1,6,65,59,1
1997,1324,9414,0,-13,-34,75,109,0
1997,3966,9414,0,-4,-1,73,74,0
1997,5292,9414,0,1,8,80,72,1
1997,10798,9414,0,-5,-13,83,96,0
1997,3757,9675,0,5,13,90,77,1
1997,1358,9777,0,-5,-19,58,77,0
1997,4276,9777,0,1,13,72,59,1
1997,5862,9777,0,-13,-14,61,75,0
1997,8587,9777,0,-4,-5,77,82,0
1997,776,9930,0,7,7,73,66,1
1997,10798,9964,0,3,12,80,68,1
1997,1151,10032,0,-1,7,75,68,1
1997,4526,10032,0,-9,-10,91,101,0
1997,3932,10066,0,1,13,73,60,1
1997,8519,10344,0,-11,-22,46,68,0
1997,8587,10344,0,-3,6,72,66,1
1997,8894,10676,0,-3,13,71,58,1
1997,9414,10798,0,5,13,96,83,1
1997,9964,10798,0,-3,-12,68,80,0
1998,3792,301,0,-8,-33,49,82,0
1998,4954,301,0,-3,-8,79,87,0
1998,6227,301,0,-15,-39,60,99,0
1998,9778,301,0,-2,25,76,51,1
1998,5991,423,0,-5,-9,65,74,0
1998,9778,423,0,3,6,75,69,1
1998,6093,1026,0,9,17,79,62,1
1998,3724,1359,0,-1,-15,62,77,0
1998,6294,1359,0,7,10,93,83,1
1998,6419,1461,0,-13,-3,62,65,0
1998,10481,1461,0,-8,1,75,74,1
1998,10271,1529,0,-5,3,75,72,1
1998,8588,1622,0,11,10,67,57,1
1998,2688,1792,0,-13,-8,85,93,0
1998,3831,1792,0,-5,-10,68,78,0
1998,6294,1792,0,1,11,75,64,1
1998,10379,1792,0,-9,-1,74,75,0
1998,5225,2061,0,11,19,80,61,1
1998,7214,2129,0,13,39,95,56,1
1998,7214,2251,0,8,15,80,65,1
1998,8418,2251,0,3,-2,64,66,0
1998,4277,2353,0,-1,2,86,84,1
1998,6711,2353,0,-7,-6,73,79,0
1998,7268,2353,0,-15,-36,63,99,0
1998,8675,2353,0,-4,-13,67,80,0
1998,5259,2489,0,9,12,83,71,1
1998,1792,2688,0,13,8,93,85,1
1998,8725,2891,0,7,-9,87,96,0
1998,9931,2891,0,-1,6,83,77,1
1998,6711,3027,0,1,15,74,59,1
1998,1359,3724,0,1,15,77,62,1
1998,4954,3758,0,1,6,67,61,1
1998,8106,3758,0,-7,-13,51,64,0
1998,301,3792,0,8,33,82,49,1
1998,8793,3792,0,1,-1,81,82,0
1998,1792,3831,0,5,10,78,68,1
1998,6677,3831,0,-3,-7,87,94,0
1998,8675,3899,0,7,2,63,61,1
1998,7101,4162,0,-15,-58,52,110,0
1998,7302,4162,0,-7,5,80,75,1
1998,2353,4277,0,1,-2,84,86,0
1998,7506,4277,0,-13,-15,67,82,0
1998,8486,4277,0,-8,-27,61,88,0
1998,8588,4277,0,-1,-1,85,86,0
1998,9415,4277,0,-4,-26,68,94,0
1998,9778,4277,0,-1,-9,69,78,0
1998,301,4954,0,3,8,87,79,1
1998,3758,4954,0,-1,-6,61,67,0
1998,9812,4954,0,-9,-14,68,82,0
1998,8486,4988,0,-3,5,51,46,1
1998,9415,5157,0,5,3,65,62,1
1998,2061,5225,0,-11,-19,61,80,0
1998,9415,5225,0,-3,3,85,82,1
1998,2489,5259,0,-9,-12,71,83,0
1998,6294,5259,0,3,15,73,58,1
1998,7146,5259,0,-1,-7,56,63,0
1998,9931,5327,0,-9,1,70,69,1
1998,7302,5762,0,1,23,97,74,1
1998,6294,5863,0,15,36,88,52,1
1998,423,5991,0,5,9,74,65,1
1998,1026,6093,0,-9,-17,62,79,0
1998,8675,6093,0,-1,10,56,46,1
1998,301,6227,0,15,39,99,60,1
1998,1359,6294,0,-7,-10,83,93,0
1998,1792,6294,0,-1,-11,64,75,0
1998,5259,6294,0,-3,-15,58,73,0
1998,5863,6294,0,-15,-36,52,88,0
1998,9778,6294,0,-2,6,65,59,1
1998,1461,6419,0,13,3,65,62,1
1998,3831,6677,0,3,7,94,87,1
1998,2353,6711,0,7,6,79,73,1
1998,3027,6711,0,-1,-15,59,74,0
1998,4162,7101,0,15,58,110,52,1
1998,5259,7146,0,1,7,63,56,1
1998,9642,7146,0,-7,-12,57,69,0
1998,2129,7214,0,-13,-39,56,95,0
1998,2251,7214,0,-8,-15,65,80,0
1998,8588,7214,0,-1,8,67,59,1
1998,2353,7268,0,15,36,99,63,1
1998,4162,7302,0,7,-5,75,80,0
1998,5762,7302,0,-1,-23,74,97,0
1998,8588,7302,0,5,2,79,77,1
1998,9931,7302,0,-5,-6,68,74,0
1998,8140,7370,0,11,-1,61,62,0
1998,10379,7370,0,3,15,81,66,1
1998,4277,7506,0,13,15,82,67,1
1998,9778,7739,0,11,17,85,68,1
1998,3758,8106,0,7,13,64,51,1
1998,7370,8140,0,-11,1,62,61,1
1998,2251,8418,0,-3,2,66,64,1
1998,4277,8486,0,8,27,88,61,1
1998,4988,8486,0,3,-5,46,51,0
1998,1622,8588,0,-11,-10,57,67,0
1998,4277,8588,0,1,1,86,85,1
1998,7214,8588,0,1,-8,59,67,0
1998,7302,8588,0,-5,-2,77,79,0
1998,10271,8588,0,-8,-18,65,83,0
1998,2353,8675,0,4,13,80,67,1
1998,3899,8675,0,-7,-2,61,63,0
1998,6093,8675,0,1,-10,46,56,0
1998,2891,8725,0,-7,9,96,87,1
1998,10481,8759,0,-3,30,82,52,1
1998,3792,8793,0,-1,1,82,81,1
1998,4277,9415,0,4,26,94,68,1
1998,5157,9415,0,-5,-3,62,65,0
1998,5225,9415,0,3,-3,82,85,0
1998,7146,9642,0,7,12,69,57,1
1998,301,9778,0,2,-25,51,76,0
1998,423,9778,0,-3,-6,69,75,0
1998,4277,9778,0,1,9,78,69,1
1998,6294,9778,0,2,-6,59,65,0
1998,7739,9778,0,-11,-17,68,85,0
1998,10481,9778,0,-7,-3,62,65,0
1998,4954,9812,0,9,14,82,68,1
1998,2891,9931,0,1,-6,77,83,0
1998,5327,9931,0,9,-1,69,70,0
1998,7302,9931,0,5,6,74,68,1
1998,1529,10271,0,5,-3,72,75,0
1998,8588,10271,0,8,18,83,65,1
1998,1792,10379,0,9,1,75,74,1
1998,7370,10379,0,-3,-15,66,81,0
1998,10799,10379,0,5,-1,68,69,0
1998,1461,10481,0,8,-1,74,75,0
1998,8759,10481,0,3,-30,52,82,0
1998,9778,10481,0,7,3,65,62,1
1998,10379,10799,0,-5,1,69,68,1
1999,8589,193,0,13,12,69,57,1
1999,6678,302,0,-9,1,61,60,1
1999,3934,424,0,-1,10,82,72,1
1999,8039,424,0,-9,-14,80,94,0
1999,9779,458,0,13,22,80,58,1
1999,6643,527,0,-3,8,72,64,1
1999,6712,527,0,-8,-7,74,81,0
1999,10644,527,0,-15,-39,41,80,0
1999,6678,1360,0,-8,13,85,72,1
1999,7303,1360,0,-7,-11,70,81,0
1999,3112,1462,0,-11,-24,48,72,0
1999,8760,1462,0,-3,10,64,54,1
1999,9181,1623,0,-1,9,62,53,1
1999,2354,1793,0,0,-3,74,77,0
1999,3282,1793,0,-9,-5,62,67,0
1999,3934,1793,0,-4,-10,68,78,0
1999,6094,1793,0,-8,-22,56,78,0
1999,6643,1793,0,-3,-6,58,64,0
1999,9745,1793,0,-15,-25,66,91,0
1999,4610,1894,0,3,-4,58,62,0
1999,4955,1894,0,8,12,75,63,1
1999,8794,2130,0,9,10,62,52,1
1999,6643,2252,0,8,31,75,44,1
1999,9416,2252,0,7,-3,53,56,0
1999,1793,2354,0,0,3,77,74,1
1999,2827,2354,0,-15,-41,58,99,0
1999,5260,2354,0,0,-6,62,68,0
1999,5459,2354,0,-11,-17,61,78,0
1999,8760,2354,0,-5,-21,64,85,0
1999,9181,2354,0,-8,-41,56,97,0
1999,4163,2655,0,5,21,95,74,1
1999,3282,2793,0,-4,1,73,72,1
1999,6912,2793,0,-5,-14,61,75,0
1999,10448,2793,0,-8,-8,74,82,0
1999,2354,2827,0,15,41,99,58,1
1999,3832,3028,0,5,20,108,88,1
1999,1462,3112,0,11,24,72,48,1
1999,1793,3282,0,9,5,67,62,1
1999,2793,3282,0,4,-1,72,73,0
1999,5294,3282,0,3,-12,63,75,0
1999,8589,3282,0,8,-8,74,82,0
1999,3028,3832,0,-5,-20,88,108,0
1999,8419,3832,0,3,25,86,61,1
1999,424,3934,0,1,-10,72,82,0
1999,1793,3934,0,4,10,78,68,1
1999,9283,3934,0,-7,-13,64,77,0
1999,2655,4163,0,-5,-21,74,95,0
1999,4278,4163,0,3,4,92,88,1
1999,8760,4244,0,5,7,61,54,1
1999,4163,4278,0,-3,-4,88,92,0
1999,5192,4278,0,-7,-15,43,58,0
1999,5260,4278,0,2,7,73,66,1
1999,6128,4278,0,-11,-22,60,82,0
1999,5158,4346,0,13,21,75,54,1
1999,1894,4610,0,-3,4,62,58,1
1999,1894,4955,0,-8,-12,63,75,0
1999,8419,4955,0,-1,14,76,62,1
1999,9932,4955,0,-13,-22,60,82,0
1999,4346,5158,0,-13,-21,54,75,0
1999,7215,5158,0,-8,10,73,63,1
1999,4278,5192,0,7,15,58,43,1
1999,9779,5192,0,8,-8,58,66,0
1999,10380,5192,0,3,-1,58,59,0
1999,2354,5260,0,0,6,68,62,1
1999,4278,5260,0,-2,-7,66,73,0
1999,5328,5260,0,-8,-8,66,74,0
1999,5695,5260,0,-15,-23,53,76,0
1999,6678,5260,0,-12,-8,46,54,0
1999,3282,5294,0,-3,12,75,63,1
1999,5260,5328,0,8,8,74,66,1
1999,10034,5328,0,1,-2,70,72,0
1999,6094,5396,0,-1,2,61,59,1
1999,2354,5459,0,11,17,78,61,1
1999,8794,5459,0,8,-30,51,81,0
1999,10678,5459,0,7,-11,32,43,0
1999,5260,5695,0,15,23,76,53,1
1999,6643,5763,0,9,14,72,58,1
1999,1793,6094,0,8,22,78,56,1
1999,5396,6094,0,1,-2,59,61,0
1999,4278,6128,0,11,22,82,60,1
1999,10448,6295,0,-11,2,76,74,1
1999,527,6643,0,3,-8,64,72,0
1999,1793,6643,0,3,6,64,58,1
1999,2252,6643,0,-8,-31,44,75,0
1999,5763,6643,0,-9,-14,58,72,0
1999,8419,6643,0,1,-3,74,77,0
1999,302,6678,0,9,-1,60,61,0
1999,1360,6678,0,8,-13,72,85,0
1999,5260,6678,0,12,8,54,46,1
1999,527,6712,0,8,7,81,74,1
1999,8676,6712,0,1,-8,61,69,0
1999,2793,6912,0,5,14,75,61,1
1999,5158,7215,0,8,-10,63,73,0
1999,8760,7215,0,4,22,77,55,1
1999,8896,7215,0,3,-4,54,58,0
1999,1360,7303,0,7,11,81,70,1
1999,8419,7639,0,11,26,69,43,1
1999,424,8039,0,9,14,94,80,1
1999,3832,8419,0,-3,-25,61,86,0
1999,4955,8419,0,1,-14,62,76,0
1999,6643,8419,0,-1,3,77,74,1
1999,7639,8419,0,-11,-26,43,69,0
1999,193,8589,0,-13,-12,57,69,0
1999,3282,8589,0,-8,8,82,74,1
1999,6712,8676,0,-1,8,69,61,1
1999,1462,8760,0,3,-10,54,64,0
1999,2354,8760,0,5,21,85,64,1
1999,4244,8760,0,-5,-7,54,61,0
1999,7215,8760,0,-4,-22,55,77,0
1999,2130,8794,0,-9,-10,52,62,0
1999,5459,8794,0,-8,30,81,51,1
1999,7215,8896,0,-3,4,58,54,1
1999,1623,9181,0,1,-9,53,62,0
1999,2354,9181,0,8,41,97,56,1
1999,3934,9283,0,7,13,77,64,1
1999,2252,9416,0,-7,3,56,53,1
1999,1793,9745,0,15,25,91,66,1
1999,458,9779,0,-13,-22,58,80,0
1999,5192,9779,0,-8,8,66,58,1
1999,4955,9932,0,13,22,82,60,1
1999,5328,10034,0,-1,2,72,70,1
1999,5192,10380,0,-3,1,59,58,1
1999,2793,10448,0,8,8,82,74,1
1999,6295,10448,0,11,-2,74,76,0
1999,527,10644,0,15,39,80,41,1
1999,5459,10678,0,-7,11,43,32,1
2000,6644,269,0,11,26,87,61,1
2000,4039,303,0,-15,-24,47,71,0
2000,10679,303,0,-7,7,66,59,1
2000,5159,425,0,5,4,75,71,1
2000,1895,528,0,-3,-3,69,72,0
2000,3969,528,0,5,19,79,60,1
2000,9417,603,0,5,8,65,57,1
2000,2794,1028,0,7,1,69,68,1
2000,3969,1293,0,13,10,88,78,1
2000,9182,1463,0,-5,8,69,61,1
2000,9610,1463,0,-13,-17,47,64,0
2000,8795,1794,0,1,14,65,51,1
2000,9814,1794,0,-7,-8,67,75,0
2000,528,1895,0,3,3,72,69,1
2000,7216,2097,0,5,1,62,61,1
2000,4164,2219,0,1,4,81,77,1
2000,2794,2355,0,-4,9,87,78,1
2000,4164,2355,0,-7,-5,64,69,0
2000,4381,2355,0,-15,-27,55,82,0
2000,1028,2794,0,-7,-1,68,69,0
2000,2355,2794,0,4,-9,78,87,0
2000,3760,2794,0,1,-17,76,93,0
2000,5261,2794,0,4,13,89,76,1
2000,6296,2794,0,-3,-12,59,71,0
2000,6713,2794,0,2,-12,65,77,0
2000,10679,2961,0,1,10,66,56,1
2000,4611,3283,0,3,-11,66,77,0
2000,7216,3283,0,4,9,75,66,1
