,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,parcel_0,parcel_1,parcel_2
1004,0.0,1.0,1.0,5.0,3.0,0.0,6.0,4.0,0.0,1.0,3.0,7.0,8.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,0,1,0
1005,0.0,1.0,1.0,4.0,8.0,2.0,1.0,4.0,1.0,0.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,1.0,1,1,0
1006,0.0,2.0,2.0,2.0,6.0,5.0,3.0,3.0,1.0,5.0,6.0,5.0,5.0,1.0,2.0,0.0,3.0,1.0,3.0,4.0,1,1,1
1007,0.0,2.0,3.0,7.0,1.0,1.0,2.0,4.0,0.0,2.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,0,1,0
1008,1.0,2.0,5.0,1.0,4.0,0.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1,1,1
1009,3.0,0.0,4.0,3.0,3.0,1.0,2.0,6.0,0.0,0.0,2.0,2.0,5.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,1,0,0
1010,2.0,1.0,2.0,1.0,10.0,1.0,9.0,4.0,0.0,1.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,1,1,0
1011,2.0,1.0,2.0,4.0,5.0,0.0,1.0,4.0,1.0,2.0,4.0,3.0,6.0,2.0,4.0,0.0,0.0,0.0,6.0,2.0,0,1,0
1012,0.0,1.0,2.0,6.0,5.0,0.0,7.0,4.0,1.0,3.0,2.0,6.0,4.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,1,1,0
1013,2.0,2.0,6.0,2.0,3.0,4.0,7.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,1.0,0,0,0
1014,2.0,1.0,2.0,2.0,4.0,0.0,4.0,6.0,0.0,1.0,5.0,3.0,6.0,2.0,6.0,0.0,1.0,1.0,5.0,1.0,1,1,0
1015,2.0,3.0,2.0,1.0,1.0,1.0,1.0,8.0,0.0,1.0,2.0,4.0,7.0,2.0,0.0,1.0,2.0,4.0,1.0,1.0,1,1,1
1016,0.0,3.0,4.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,3.0,4.0,10.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,1,1,0
1017,0.0,2.0,1.0,7.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,8.0,3.0,6.0,0.0,1.0,0.0,2.0,2.0,0,1,0
1018,2.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,4.0,7.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0,1,0
1019,2.0,0.0,1.0,2.0,6.0,2.0,7.0,4.0,0.0,1.0,4.0,4.0,8.0,3.0,4.0,4.0,4.0,1.0,1.0,0.0,1,0,0
1020,4.0,3.0,2.0,4.0,2.0,0.0,1.0,9.0,0.0,4.0,6.0,3.0,5.0,3.0,7.0,0.0,0.0,0.0,3.0,1.0,0,1,0
1021,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,6.0,4.0,0.0,6.0,5.0,1.0,1.0,0.0,3.0,4.0,0,1,0
1022,0.0,1.0,2.0,1.0,4.0,0.0,3.0,2.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,5.0,2.0,1,1,1
1023,0.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,0.0,3.0,5.0,3.0,7.0,3.0,6.0,0.0,3.0,1.0,3.0,3.0,0,1,0
1024,5.0,1.0,5.0,2.0,2.0,1.0,2.0,6.0,2.0,0.0,1.0,6.0,4.0,3.0,5.0,0.0,0.0,1.0,3.0,2.0,1,1,0
1025,3.0,1.0,5.0,2.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,7.0,6.0,3.0,5.0,1.0,2.0,1.0,4.0,4.0,1,1,0
1026,0.0,3.0,3.0,5.0,0.0,4.0,1.0,6.0,0.0,0.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,0,1,0
1027,0.0,2.0,0.0,9.0,2.0,0.0,0.0,4.0,1.0,3.0,6.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,0,1,0
1028,3.0,3.0,8.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,10.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1,1,1
1029,2.0,1.0,7.0,1.0,1.0,0.0,9.0,6.0,0.0,1.0,4.0,10.0,8.0,1.0,1.0,0.0,3.0,2.0,5.0,2.0,1,0,0
1030,2.0,5.0,1.0,3.0,5.0,0.0,5.0,5.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,5.0,0.0,1.0,1,0,0
1031,4.0,1.0,3.0,3.0,4.0,3.0,2.0,7.0,0.0,1.0,2.0,3.0,6.0,6.0,0.0,0.0,4.0,1.0,5.0,2.0,1,1,0
1032,0.0,0.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,0.0,1,1,0
1033,1.0,0.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,5.0,3.0,4.0,0.0,6.0,0.0,1.0,2.0,2.0,2.0,1,1,1
1034,0.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,0.0,1.0,6.0,3.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1,1,0
1035,1.0,0.0,4.0,1.0,3.0,2.0,4.0,6.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1,1,1
1036,3.0,2.0,1.0,0.0,4.0,0.0,7.0,7.0,1.0,2.0,4.0,0.0,6.0,2.0,3.0,4.0,5.0,4.0,5.0,1.0,1,0,0
1037,2.0,1.0,3.0,1.0,1.0,2.0,0.0,5.0,2.0,2.0,2.0,8.0,4.0,3.0,4.0,0.0,3.0,4.0,2.0,0.0,1,1,0
1038,2.0,0.0,1.0,1.0,7.0,1.0,9.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,4.0,3.0,1.0,1,0,0
1039,1.0,0.0,3.0,2.0,6.0,3.0,6.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1,1,1
1040,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0,1,0
1041,0.0,1.0,1.0,1.0,8.0,1.0,1.0,7.0,0.0,2.0,7.0,3.0,4.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,1,1,0
1042,2.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,0.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1,1,1
1043,1.0,2.0,1.0,0.0,2.0,2.0,9.0,5.0,0.0,3.0,6.0,0.0,6.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,1,1,1
1044,3.0,3.0,2.0,1.0,2.0,1.0,6.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,7.0,2.0,2.0,0,0,0
1045,0.0,3.0,1.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,4.0,6.0,4.0,0.0,3.0,1.0,2.0,0.0,1,1,0
1046,0.0,1.0,2.0,2.0,10.0,0.0,4.0,3.0,0.0,2.0,3.0,1.0,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1,1,1
1047,1.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,0,0,0
1048,0.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,4.0,6.0,2.0,0.0,4.0,0.0,2.0,2.0,0,1,0
1049,0.0,4.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,7.0,2.0,3.0,0.0,0.0,0.0,6.0,1.0,0,1,0
1050,1.0,0.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,0.0,6.0,2.0,1.0,1.0,1,1,0
1051,2.0,1.0,0.0,1.0,8.0,2.0,1.0,5.0,0.0,1.0,4.0,4.0,5.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,1,1,0
1052,1.0,1.0,3.0,5.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,0.0,4.0,5.0,5.0,1.0,1.0,0.0,2.0,3.0,0,1,0
1053,2.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,6.0,6.0,3.0,6.0,3.0,1.0,1.0,1.0,5.0,1.0,0,1,0
1054,5.0,3.0,1.0,3.0,6.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,0,0,0
1055,0.0,2.0,3.0,1.0,3.0,5.0,5.0,7.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,0,0,0
1056,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,0,0,0
1057,1.0,3.0,2.0,0.0,5.0,0.0,1.0,3.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,0.0,3.0,1.0,1.0,2.0,1,1,0
1058,3.0,1.0,1.0,6.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,6.0,4.0,2.0,1.0,0.0,0.0,5.0,3.0,0,1,0
1059,2.0,2.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,2.0,4.0,2.0,7.0,4.0,11.0,0.0,1.0,1.0,6.0,2.0,0,1,0
1060,3.0,1.0,2.0,3.0,4.0,2.0,6.0,3.0,1.0,0.0,3.0,8.0,3.0,2.0,2.0,1.0,4.0,0.0,1.0,2.0,1,1,0
1061,4.0,0.0,1.0,1.0,2.0,1.0,3.0,7.0,0.0,4.0,4.0,8.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,1,1,0
1062,3.0,2.0,2.0,1.0,4.0,0.0,5.0,1.0,4.0,5.0,5.0,1.0,6.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1,1,1
1063,2.0,0.0,4.0,3.0,2.0,0.0,1.0,6.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,0.0,4.0,0.0,1,1,0
1064,1.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0,1.0,3.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,5.0,4.0,0,1,0
1065,1.0,0.0,3.0,1.0,1.0,2.0,1.0,7.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,0,0,0
1066,1.0,3.0,2.0,3.0,2.0,0.0,1.0,5.0,1.0,3.0,2.0,6.0,3.0,5.0,5.0,0.0,2.0,0.0,5.0,2.0,0,1,0
1067,2.0,0.0,5.0,0.0,3.0,0.0,6.0,7.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,4.0,1.0,0.0,2.0,1,0,0
1068,3.0,4.0,2.0,7.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,4.0,3.0,2.0,2.0,1.0,0.0,4.0,3.0,2.0,0,0,0
1069,0.0,1.0,2.0,6.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,0,1,0
1070,3.0,1.0,2.0,2.0,2.0,2.0,6.0,7.0,0.0,1.0,3.0,4.0,6.0,1.0,3.0,2.0,5.0,3.0,1.0,0.0,1,0,0
1071,1.0,3.0,3.0,1.0,4.0,0.0,1.0,4.0,3.0,5.0,5.0,3.0,6.0,1.0,5.0,0.0,3.0,2.0,0.0,4.0,1,1,1
1072,1.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,8.0,3.0,6.0,6.0,1.0,1.0,2.0,5.0,2.0,0,1,0
1073,2.0,3.0,1.0,0.0,6.0,2.0,6.0,11.0,1.0,0.0,5.0,6.0,5.0,0.0,3.0,1.0,7.0,1.0,0.0,2.0,1,0,0
1074,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,5.0,2.0,6.0,3.0,5.0,0.0,5.0,3.0,1.0,1.0,1,1,0
1075,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,6.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0,1,0
1076,2.0,2.0,3.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,10.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,0,1,0
1077,0.0,1.0,2.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0,7.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,0,1,0
1078,0.0,2.0,7.0,2.0,1.0,0.0,4.0,2.0,3.0,4.0,0.0,3.0,8.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,1,1,1
1079,1.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,2.0,1.0,7.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1,1,0
1080,0.0,0.0,5.0,3.0,3.0,1.0,6.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1,1,0
1081,1.0,0.0,1.0,7.0,1.0,0.0,2.0,5.0,0.0,2.0,2.0,4.0,4.0,6.0,7.0,1.0,0.0,0.0,1.0,5.0,0,1,0
1082,2.0,1.0,3.0,2.0,5.0,0.0,8.0,6.0,1.0,0.0,2.0,3.0,6.0,3.0,1.0,2.0,6.0,3.0,0.0,1.0,1,0,0
1083,2.0,2.0,5.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,1,1,0
1084,2.0,3.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,3.0,2.0,5.0,0,0,0
1085,0.0,0.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,1,1,1
1086,4.0,0.0,3.0,7.0,0.0,0.0,2.0,4.0,0.0,2.0,3.0,6.0,3.0,3.0,9.0,0.0,3.0,0.0,5.0,2.0,0,1,0
1087,0.0,0.0,4.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,5.0,5.0,4.0,7.0,3.0,0.0,3.0,1.0,1.0,1.0,1,1,0
1088,1.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,6.0,0.0,4.0,2.0,1,1,1
1089,1.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,0.0,6.0,2.0,6.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1,1,1
1090,4.0,6.0,3.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,0,0,0
1091,0.0,1.0,6.0,2.0,6.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1,1,1
1092,0.0,1.0,5.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1,0,0
1093,4.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,6.0,1.0,0,0,0
1094,0.0,1.0,1.0,6.0,0.0,2.0,0.0,9.0,0.0,2.0,1.0,3.0,6.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0,1,0
1095,6.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,0.0,0.0,2.0,6.0,2.0,0,0,0
1096,1.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,1.0,0.0,2.0,4.0,6.0,1.0,3.0,0.0,4.0,0.0,1.0,3.0,1,1,0
1097,5.0,1.0,7.0,4.0,3.0,1.0,7.0,7.0,0.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,10.0,1.0,0.0,0.0,1,0,0
1098,0.0,3.0,3.0,4.0,2.0,0.0,0.0,6.0,0.0,3.0,4.0,6.0,3.0,6.0,4.0,2.0,1.0,0.0,6.0,3.0,0,1,0
1099,3.0,0.0,2.0,1.0,5.0,4.0,1.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,1,1,1
1100,0.0,2.0,0.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0
1101,2.0,2.0,5.0,2.0,3.0,2.0,7.0,0.0,3.0,3.0,1.0,4.0,5.0,0.0,6.0,2.0,2.0,4.0,4.0,2.0,0,0,0
1102,1.0,2.0,3.0,3.0,1.0,0.0,8.0,2.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1,1,1
1103,0.0,1.0,4.0,0.0,2.0,1.0,7.0,6.0,2.0,2.0,4.0,2.0,4.0,6.0,4.0,1.0,3.0,1.0,1.0,2.0,1,1,0
1104,0.0,1.0,5.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,4.0,4.0,9.0,2.0,1.0,2.0,7.0,2.0,2.0,1.0,1,1,0
1105,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,7.0,6.0,3.0,5.0,1.0,3.0,2.0,1.0,2.0,1,1,0
1106,1.0,0.0,2.0,3.0,1.0,3.0,3.0,8.0,1.0,2.0,1.0,6.0,5.0,4.0,8.0,0.0,5.0,1.0,4.0,1.0,1,1,0
1107,1.0,3.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,1.0,2.0,5.0,5.0,1.0,4.0,0.0,2.0,2.0,3.0,0.0,1,1,1
1108,1.0,3.0,6.0,4.0,4.0,1.0,9.0,11.0,0.0,0.0,4.0,4.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1,0,0
1109,0.0,0.0,1.0,2.0,2.0,1.0,2.0,7.0,0.0,2.0,7.0,5.0,4.0,1.0,5.0,0.0,2.0,0.0,3.0,2.0,0,1,0
1110,2.0,1.0,2.0,2.0,4.0,1.0,3.0,6.0,0.0,2.0,0.0,3.0,7.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,1,1,0
1111,0.0,2.0,2.0,2.0,1.0,0.0,6.0,2.0,0.0,2.0,1.0,4.0,4.0,4.0,3.0,1.0,0.0,3.0,2.0,5.0,1,1,0
1112,0.0,2.0,2.0,7.0,4.0,0.0,4.0,6.0,1.0,2.0,3.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,0.0,0,1,0
1113,0.0,3.0,4.0,4.0,4.0,1.0,3.0,6.0,0.0,1.0,6.0,1.0,5.0,3.0,5.0,0.0,3.0,1.0,1.0,3.0,1,1,0
1114,2.0,1.0,2.0,4.0,1.0,0.0,5.0,4.0,0.0,1.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,1.0,1.0,0.0,1,1,0
1115,1.0,1.0,3.0,4.0,2.0,2.0,2.0,7.0,1.0,2.0,1.0,2.0,5.0,5.0,7.0,0.0,2.0,0.0,4.0,1.0,0,1,0
1116,2.0,1.0,0.0,0.0,5.0,0.0,4.0,5.0,0.0,1.0,3.0,3.0,3.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,1,1,0
1117,0.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,6.0,6.0,5.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,1,1,1
1118,2.0,0.0,4.0,1.0,1.0,2.0,3.0,5.0,0.0,1.0,3.0,4.0,5.0,1.0,5.0,0.0,0.0,2.0,3.0,0.0,1,1,0
1119,1.0,1.0,4.0,2.0,3.0,2.0,7.0,6.0,1.0,1.0,7.0,12.0,8.0,3.0,4.0,1.0,6.0,2.0,2.0,0.0,1,0,0
1120,0.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,6.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1,1,0
1121,0.0,3.0,2.0,2.0,1.0,0.0,2.0,5.0,0.0,0.0,6.0,3.0,5.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,1,1,0
1122,0.0,2.0,2.0,6.0,0.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,7.0,0.0,6.0,1.0,2.0,0.0,7.0,2.0,0,1,0
1123,0.0,4.0,2.0,2.0,5.0,0.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,0.0,2.0,4.0,2.0,1,1,1
1124,3.0,0.0,3.0,1.0,4.0,0.0,5.0,5.0,1.0,0.0,2.0,5.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,1,0,0
1125,0.0,1.0,8.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,5.0,3.0,2.0,0.0,5.0,1.0,2.0,2.0,1,1,1
1126,2.0,0.0,4.0,4.0,6.0,2.0,5.0,1.0,0.0,2.0,2.0,2.0,7.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1,1,1
1127,6.0,1.0,1.0,5.0,1.0,4.0,2.0,0.0,4.0,2.0,6.0,3.0,4.0,1.0,3.0,3.0,5.0,5.0,0.0,3.0,0,0,0
1128,1.0,1.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,4.0,8.0,2.0,3.0,1.0,3.0,2.0,1,1,0
1129,0.0,0.0,4.0,5.0,1.0,1.0,0.0,4.0,1.0,5.0,3.0,3.0,6.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,0,1,0
1130,2.0,4.0,2.0,4.0,1.0,4.0,5.0,3.0,5.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,1.0,5.0,0,0,0
1131,4.0,6.0,2.0,5.0,2.0,0.0,0.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,6.0,2.0,0,0,0
1132,1.0,0.0,1.0,4.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,8.0,0.0,2.0,2.0,3.0,1.0,0,1,0
1133,1.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,7.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1,1,1
1134,1.0,1.0,2.0,0.0,5.0,1.0,8.0,4.0,0.0,0.0,3.0,3.0,7.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1,0,0
1135,2.0,0.0,5.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1,1,1
1136,1.0,1.0,2.0,9.0,2.0,0.0,1.0,6.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0,1,0
1137,1.0,0.0,4.0,2.0,6.0,1.0,6.0,6.0,0.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1,0,0
1138,1.0,3.0,5.0,2.0,2.0,1.0,2.0,9.0,0.0,6.0,2.0,1.0,3.0,2.0,5.0,0.0,1.0,0.0,3.0,2.0,0,1,0
1139,0.0,4.0,1.0,3.0,3.0,1.0,2.0,7.0,2.0,1.0,7.0,3.0,4.0,6.0,5.0,4.0,5.0,2.0,1.0,3.0,1,1,0
1140,3.0,1.0,1.0,0.0,3.0,6.0,0.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,0,0,0
1141,1.0,2.0,0.0,2.0,3.0,0.0,5.0,3.0,0.0,0.0,2.0,2.0,9.0,0.0,3.0,1.0,4.0,4.0,3.0,2.0,1,1,0
1142,1.0,0.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,7.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1,1,1
1143,1.0,1.0,5.0,2.0,0.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,0.0,2.0,3.0,1.0,3.0,1,1,1
1144,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,6.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,0,0,0
1145,2.0,2.0,3.0,5.0,4.0,3.0,2.0,6.0,3.0,1.0,4.0,5.0,5.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,0,1,0
1146,2.0,5.0,4.0,3.0,2.0,0.0,1.0,5.0,0.0,5.0,2.0,7.0,8.0,3.0,5.0,2.0,2.0,0.0,1.0,3.0,0,1,0
1147,3.0,2.0,2.0,3.0,7.0,0.0,1.0,4.0,0.0,1.0,2.0,5.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,1,1,0
1148,0.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,6.0,6.0,3.0,4.0,6.0,0.0,1.0,0.0,2.0,1.0,0,1,0
1149,2.0,2.0,2.0,4.0,2.0,0.0,6.0,3.0,2.0,2.0,7.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,1,1,0
1150,1.0,0.0,5.0,2.0,1.0,1.0,8.0,6.0,1.0,0.0,3.0,1.0,9.0,1.0,7.0,0.0,3.0,2.0,3.0,3.0,1,1,0
1151,1.0,2.0,1.0,0.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,5.0,6.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,0,1,0
1152,1.0,3.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,7.0,9.0,9.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,1,1,0
1153,1.0,1.0,3.0,5.0,0.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,8.0,1.0,0,1,0
1154,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0,0,0
1155,0.0,3.0,2.0,1.0,4.0,3.0,5.0,5.0,1.0,1.0,1.0,7.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,2.0,1,1,0
1156,1.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,0,0,0
1157,2.0,2.0,4.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,4.0,3.0,4.0,4.0,7.0,0.0,1.0,1.0,0.0,3.0,0,1,0
1158,0.0,1.0,3.0,4.0,5.0,2.0,6.0,2.0,4.0,2.0,4.0,4.0,6.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,1,1,1
