headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
149,580,203,139,99989.45624964088,0.1
150,587,209,132,100001.17243182113,0.1
157,576,198,132,99995.29726722432,0.1
155,585,203,136,99992.97459458608,0.1
144,564,201,137,99993.32061483529,0.1
155,562,190,134,100000.27655053689,0.1
151,551,191,127,100009.31194710666,0.1
158,576,203,138,100011.94506412694,0.1
151,558,200,130,100006.96641524733,0.1
157,605,216,140,99995.7631822956,0.1
157,568,195,140,100019.21738167916,0.1
148,561,200,132,100017.77733596457,0.1
159,595,208,143,100017.63158283551,0.1
147,578,208,133,99995.28546840297,0.1
153,600,211,140,100006.2143464274,0.1
152,571,200,141,100007.10254282475,0.1
148,543,188,129,100005.84932733084,0.1
162,595,205,130,100005.6875479602,0.1
151,583,201,138,100005.49022707736,0.1
146,572,210,131,99996.97568539144,0.1
148,564,199,134,100012.073170305,0.1
164,591,204,143,100013.77666616232,0.1
151,559,194,132,100006.3628393002,0.1
152,556,189,135,100000.55297353498,0.1
159,590,207,137,100004.05817116912,0.1
151,562,193,126,100012.48457282988,0.1
157,603,214,141,99998.72518389078,0.1
153,585,213,131,100006.994356666,0.1
148,554,192,128,99992.64749539972,0.1
159,575,194,128,100003.79216099363,0.1
147,543,188,123,99987.2533817948,0.1
162,586,201,137,99988.63086177931,0.1
158,583,203,136,100020.88481804551,0.1
151,553,190,135,100001.3164681724,0.1
159,579,194,130,100011.03714818029,0.1
150,547,192,130,99973.23158623652,0.1
153,566,197,130,99997.62301536332,0.1
153,586,208,130,99998.24216740242,0.1
160,583,195,126,99994.4176145945,0.1
153,568,197,127,100001.39655568234,0.1
153,562,191,138,99991.33654748226,0.1
150,573,201,130,100012.5586114342,0.1
153,558,187,125,100006.58932887993,0.1
162,557,186,134,99988.55644260002,0.1
154,558,191,131,100004.84654717674,0.1
160,590,203,139,100003.145199031,0.1
140,569,203,129,100016.10881477383,0.1
160,588,200,126,100010.55868602183,0.1
161,597,202,136,99988.8168016312,0.1
169,614,209,136,99992.22824678056,0.1
155,576,200,136,100009.94435002355,0.1
154,586,208,132,99986.78486621649,0.1
168,600,205,137,100005.99902041773,0.1
152,551,189,133,99993.21651933006,0.1
169,583,202,141,100005.08945072851,0.1
156,585,208,136,100005.38264819332,0.1
156,588,207,133,100003.74533657078,0.1
156,561,191,132,99992.53182759344,0.1
140,564,202,132,100000.33537867316,0.1
153,573,204,129,100012.20222478276,0.1
147,535,181,127,99998.15400167408,0.1
160,580,199,130,100004.46674362301,0.1
151,549,189,130,100016.48747795074,0.1
158,580,203,137,100019.09528691553,0.1
142,543,194,135,100015.54689474682,0.1
161,578,196,138,100001.42777673136,0.1
155,594,204,133,100001.02803356902,0.1
152,570,199,135,99998.23399875533,0.1
154,579,202,132,99994.8793241758,0.1
160,589,209,137,99998.36049786775,0.1
146,551,196,128,99985.89034028386,0.1
154,583,207,134,100005.78024943736,0.1
149,559,192,136,99997.15364847243,0.1
152,563,192,127,100011.312648708,0.1
151,562,197,135,100010.50003438264,0.1
148,603,215,128,100013.93015753572,0.1
150,542,189,124,99992.23190608068,0.1
158,586,202,135,99997.73324640922,0.1
158,570,193,135,99992.69787177331,0.1
174,555,181,136,99984.40904837528,0.1
160,585,205,139,99993.29797030897,0.1
155,580,205,120,99992.07259383844,0.1
153,572,201,126,100011.30605177363,0.1
152,574,201,134,99972.60858261037,0.1
153,588,204,123,100005.1031497816,0.1
156,572,196,121,99997.46380679168,0.1
164,587,203,130,99995.42337332318,0.1
160,568,192,138,99996.93963503264,0.1
153,564,198,138,100004.65757555758,0.1
159,607,213,145,99999.02024349457,0.1
164,583,199,139,100023.78239620768,0.1
155,564,197,132,100001.96845764734,0.1
157,575,204,134,99995.29156690123,0.1
153,583,205,130,99994.70324631176,0.1
151,558,195,132,99997.83824318583,0.1
155,549,189,124,100015.90556729914,0.1
143,553,193,136,100005.43113721447,0.1
150,567,204,128,100013.77037456656,0.1
158,584,203,138,99987.3578902601,0.1
158,565,197,141,99995.1285775327,0.1
158,609,217,136,100000.69628536246,0.1
144,553,195,128,99997.99491833961,0.1
151,569,200,119,100007.02972940948,0.1
154,570,203,131,100010.51500717386,0.1
153,580,205,124,99996.33876739898,0.1
163,583,197,137,99971.27949749713,0.1
156,559,197,125,99990.77180812832,0.1
155,595,209,123,99987.99491696067,0.1
165,583,200,130,100005.82520556648,0.1
158,558,186,140,100020.43469979931,0.1
167,597,204,141,100003.43074818618,0.1
161,593,205,146,100018.19773086211,0.1
147,543,188,133,100003.38016911784,0.1
153,573,206,137,100011.22974756203,0.1
161,581,207,134,100003.24113062376,0.1
156,595,208,146,100007.55374334213,0.1
153,579,207,131,99990.73007525958,0.1
152,564,198,133,99996.89905222476,0.1
148,576,208,130,100015.08111571641,0.1
157,601,207,142,100009.29709204688,0.1
157,560,195,134,99986.44809572883,0.1
166,589,198,146,100010.75115691836,0.1
151,567,199,134,100012.31669344538,0.1
147,575,203,134,99997.24397736363,0.1
159,580,206,134,100003.34043569068,0.1
151,567,195,131,99994.25939639023,0.1
158,573,197,136,100003.0839726207,0.1
155,594,211,138,100001.57116328426,0.1
155,565,198,139,99996.14697085436,0.1
162,573,199,132,99999.5947259687,0.1
156,580,206,133,99994.57462633094,0.1
153,572,198,127,100006.88969784741,0.1
150,577,204,141,99993.55773680382,0.1
160,575,198,133,100003.54042504325,0.1
145,575,206,146,100002.80810295332,0.1
155,573,200,135,99992.1185158124,0.1
142,552,200,132,99996.01188123591,0.1
153,576,203,135,100003.12513592312,0.1
151,570,193,132,100013.74424684736,0.1
155,582,204,137,99993.59497543752,0.1
155,583,203,136,99998.76145148538,0.1
153,557,197,135,99998.13747556387,0.1
163,573,198,137,99982.46593086957,0.1
169,598,202,134,99998.52113031068,0.1
165,603,212,138,100007.51920881387,0.1
158,590,209,134,100007.81318842991,0.1
156,573,194,132,99995.1996526359,0.1
149,542,191,116,100005.35709764359,0.1
152,552,187,128,99997.51148178287,0.1
153,564,200,129,100003.57531762573,0.1
154,555,197,127,100009.35974907962,0.1
155,564,196,129,99993.36247994917,0.1
151,603,219,134,100004.79736919176,0.1
152,545,186,128,99983.60161238721,0.1
150,585,205,134,100009.75338613072,0.1
155,573,204,123,99984.5419915285,0.1
171,577,185,142,99999.36268945287,0.1
155,583,207,130,99998.10356341078,0.1
160,600,213,131,100008.61670390108,0.1
148,564,200,123,100017.89185425453,0.1
153,586,205,138,99998.11984754581,0.1
161,590,206,136,100000.08588610453,0.1
157,578,206,126,99989.41353017061,0.1
156,544,184,132,100005.65174709096,0.1
143,537,187,132,100009.97977237756,0.1
158,557,187,137,100011.7657100264,0.1
145,545,192,120,99990.03915273119,0.1
161,568,190,140,99991.26510891248,0.1
146,537,189,125,100009.04619523713,0.1
150,565,199,130,100009.39172671892,0.1
146,553,194,129,99979.50006771494,0.1
160,587,203,133,99991.83438534824,0.1
153,542,189,126,99978.05107352963,0.1
159,551,189,132,99998.08816410675,0.1
153,568,199,131,100001.4168904276,0.1
144,585,215,141,100003.49133952492,0.1
141,545,193,130,100004.5206921998,0.1
154,584,202,126,100006.57262312305,0.1
150,582,208,141,99998.99272391356,0.1
154,571,198,130,99984.88118195249,0.1
154,563,197,118,100002.13768804207,0.1
153,581,203,136,100007.51167078778,0.1
157,545,182,130,99985.87541154864,0.1
159,581,202,133,99990.32216147594,0.1
156,570,196,125,100012.01208743184,0.1
149,559,196,131,100016.3015193342,0.1
159,600,211,128,99995.349414073,0.1
153,563,196,134,99986.95692486508,0.1
160,580,196,135,99994.01642542004,0.1
160,573,204,136,99991.71044682557,0.1
152,553,195,130,99995.42772319533,0.1
151,578,203,127,100008.22761038797,0.1
162,545,181,142,99980.77912775306,0.1
152,547,193,129,99979.56450874184,0.1
157,564,194,142,100019.42953893557,0.1
158,578,206,133,99991.95563835336,0.1
155,585,207,141,100011.83657783436,0.1
164,579,195,135,99981.54749067394,0.1
153,568,202,134,100008.5860393538,0.1
152,563,197,128,99985.86059857962,0.1
157,557,188,126,99990.1264911973,0.1
158,594,210,136,99986.03339806203,0.1
142,538,190,124,100005.44725830463,0.1
155,568,194,130,99989.58806439165,0.1
155,568,199,131,99990.01577345158,0.1
151,561,195,130,100006.73653360216,0.1
148,573,200,140,100015.6789529761,0.1
148,579,201,140,100004.29321184568,0.1
163,587,200,142,100002.61041336431,0.1
153,564,201,133,100007.79849404086,0.1
150,572,203,138,100016.6777823266,0.1
158,585,209,133,99997.51681006206,0.1
156,555,191,129,99990.22153014742,0.1
151,575,205,128,100018.43094504975,0.1
146,543,190,131,100014.14901153519,0.1
158,565,194,129,99987.85870787481,0.1
161,565,191,137,100008.13261460725,0.1
153,576,199,135,100004.07516006607,0.1
157,572,200,137,99999.28989136082,0.1
140,546,193,127,99988.4762513037,0.1
153,575,207,129,99985.89168069916,0.1
170,567,187,138,99994.52436422351,0.1
150,562,199,133,99999.2796038285,0.1
141,548,193,126,100016.41049198725,0.1
151,555,189,133,99986.01075013347,0.1
164,581,198,138,100010.1822315874,0.1
148,557,198,127,100002.12908786787,0.1
163,590,201,133,100008.15925507981,0.1
153,555,193,131,100020.22575774207,0.1
151,548,188,127,99995.5642811908,0.1
152,563,196,132,100001.37907689146,0.1
150,563,198,127,99983.18300824233,0.1
151,547,190,125,99993.30164649023,0.1
158,577,199,132,100015.61720071244,0.1
159,594,208,129,100020.24665903435,0.1
157,583,203,132,100001.67179114916,0.1
150,563,200,134,99999.47800130144,0.1
149,554,192,123,100004.6082898441,0.1
154,580,201,150,100002.9702659917,0.1
155,598,209,141,100022.5255306076,0.1
163,605,210,126,99989.895900513,0.1
160,580,194,140,99983.15045884514,0.1
155,564,199,133,99992.55013499975,0.1
167,598,205,142,99986.22244903183,0.1
153,565,198,136,100001.13555004649,0.1
153,570,197,126,100000.56343727812,0.1
141,581,210,128,99985.06725689003,0.1
148,569,203,132,99999.67058111516,0.1
147,570,200,117,99997.06223053666,0.1
144,554,195,127,100002.39871498961,0.1
150,564,200,134,99993.59062544722,0.1
153,577,204,131,99995.99492635776,0.1
157,574,200,126,99997.12121872717,0.1
152,552,192,124,100013.28912319867,0.1
143,557,198,129,99988.64941798369,0.1
148,573,203,138,99994.17506434332,0.1
160,577,201,134,100000.64841247642,0.1
153,566,194,138,99999.27379909973,0.1
156,596,208,142,100011.5632914342,0.1
157,588,206,143,99996.96666280123,0.1
153,566,198,123,100003.46481989382,0.1
143,547,194,124,100000.32758303916,0.1
150,565,200,123,99991.46118925896,0.1
151,585,210,141,99996.92606596046,0.1
153,562,200,133,99999.71255894317,0.1
155,567,201,128,99992.00964133923,0.1
143,548,194,114,100025.96253592278,0.1
148,573,205,128,100002.23446461208,0.1
151,570,200,125,100010.45567378672,0.1
155,557,190,132,100016.65770094276,0.1
161,571,196,123,100020.04376603784,0.1
152,567,200,116,99981.96895601136,0.1
163,585,203,138,99993.58985628664,0.1
167,585,201,139,99985.98726085172,0.1
153,565,197,128,99995.09355982076,0.1
156,572,199,130,99996.43439395932,0.1
152,583,205,136,99985.28213302168,0.1
145,563,199,138,100011.10337876617,0.1
160,583,198,127,100012.74758380585,0.1
156,571,197,121,99992.92782242334,0.1
158,566,196,128,100006.80508054854,0.1
151,579,200,137,100008.54050840596,0.1
148,555,193,133,100006.61555776307,0.1
152,575,201,115,99986.41898539037,0.1
153,557,189,126,100024.45378042881,0.1
155,557,192,125,100020.87213742422,0.1
156,563,194,131,99995.10764611259,0.1
154,588,206,135,99995.36815864623,0.1
147,557,196,131,99986.692307845,0.1
158,580,206,127,100006.148357724,0.1
157,578,198,131,99999.96807429171,0.1
153,547,191,127,100004.82006189883,0.1
155,575,204,133,99995.78898771225,0.1
150,558,193,126,99987.37653116304,0.1
158,576,198,135,99990.39079632131,0.1
166,600,207,131,99993.82725128527,0.1
152,554,195,131,100001.49227382039,0.1
158,567,194,127,99997.72439705725,0.1
160,582,200,126,100007.78925828502,0.1
160,593,200,140,100006.78163231873,0.1
155,570,202,115,100009.34021942486,0.1
148,562,196,124,100002.96614116467,0.1
157,563,190,133,100018.55970927083,0.1
155,583,204,137,100021.43985913349,0.1
150,560,196,130,99995.08608993773,0.1
150,563,193,134,99989.42390729934,0.1
146,553,195,125,100007.66948467268,0.1
159,571,200,129,100005.8734304578,0.1
155,586,204,133,100008.02526680764,0.1
150,566,199,130,99995.02236351238,0.1
153,600,212,131,99989.75699587619,0.1
150,570,198,137,99998.4335151592,0.1
153,564,198,135,100017.36556624457,0.1
152,575,201,135,99997.97812359518,0.1
154,565,197,127,100006.96082369481,0.1
155,565,197,131,99994.37095939707,0.1
158,568,191,131,99991.20253795732,0.1
155,562,194,132,99991.99476159716,0.1
152,568,201,128,99977.48419560796,0.1
163,593,207,134,99993.44518366027,0.1
160,600,206,130,100008.8344217872,0.1
145,559,193,134,100000.43320446806,0.1
160,580,204,139,99991.53992445195,0.1
149,555,199,135,99999.46411333076,0.1
160,581,199,129,100002.59813548008,0.1
160,595,205,134,100008.32332345477,0.1
155,574,200,130,99992.68666786412,0.1
160,610,208,131,99999.92412915255,0.1
146,566,200,129,100003.32887255897,0.1
151,567,199,141,100010.53475953119,0.1
148,548,192,133,99987.49321936938,0.1
159,587,204,133,99996.94185704977,0.1
147,557,197,122,99982.01161539584,0.1
148,568,202,136,99991.60350304576,0.1
156,587,204,140,100003.37134242381,0.1
155,574,198,127,100017.09207697301,0.1
157,562,194,131,99997.61814980453,0.1
155,607,210,134,99995.98405554693,0.1
151,557,191,133,99990.00537714774,0.1
157,567,197,130,99986.33210298797,0.1
145,532,186,125,99991.3828408308,0.1
145,570,202,130,100006.20717508056,0.1
153,565,199,137,99979.04133296221,0.1
158,598,206,131,99997.93941605721,0.1
161,580,196,117,99993.1684195642,0.1
159,591,205,131,99989.54490919824,0.1
148,572,204,126,100002.37883678393,0.1
147,561,200,120,99992.07733693588,0.1
158,581,200,136,99989.12397214648,0.1
158,573,196,141,99994.16423854449,0.1
150,584,210,131,99984.55512868847,0.1
148,572,204,131,99983.55381190439,0.1
160,595,209,134,99992.03337583666,0.1
153,557,199,125,99988.54829889393,0.1
152,573,202,129,100008.91121190676,0.1
167,576,195,139,99999.18087185599,0.1
168,608,204,123,99988.35943435405,0.1
163,565,191,121,99998.93971126172,0.1
164,594,210,138,100007.01132927176,0.1
157,570,195,132,100005.76401890867,0.1
149,550,194,130,100017.14655093274,0.1
156,585,202,130,99991.97348280836,0.1
146,566,201,117,100012.82932454837,0.1
156,571,197,127,99996.30896694053,0.1
150,564,199,123,100000.76340637653,0.1
146,561,198,128,99991.41551118893,0.1
159,568,196,135,99989.61829690367,0.1
160,558,194,125,100018.16777919467,0.1
149,557,193,128,100018.91287341596,0.1
155,583,204,111,100002.95873652509,0.1
153,550,192,119,100008.34356342256,0.1
153,568,194,133,100002.14781982133,0.1
158,558,189,130,100015.81979815123,0.1
151,584,202,128,99982.19212080867,0.1
150,569,196,132,100016.30152135047,0.1
155,573,195,127,99983.19878986236,0.1
149,565,196,125,100015.99050762413,0.1
168,560,181,130,100021.39918438166,0.1
150,577,202,124,99987.46880752851,0.1
153,563,195,135,99992.91172503015,0.1
157,577,196,130,99999.8769230399,0.1
152,560,195,122,100008.3464590518,0.1
158,576,199,126,99978.30821563027,0.1
148,560,194,129,99998.42964522676,0.1
153,576,204,129,100006.66211144703,0.1
163,566,197,135,100007.85648912273,0.1
152,575,198,131,100006.50194709773,0.1
155,570,198,138,99995.47475190894,0.1
150,583,210,131,99995.89043152504,0.1
147,559,198,122,99994.3606472589,0.1
156,575,199,144,100025.29127892254,0.1
153,565,195,130,99989.69275988136,0.1
150,558,191,137,100002.42574183347,0.1
160,595,204,131,99996.82988547336,0.1
147,546,190,126,99998.36264539027,0.1
153,580,206,133,100003.21072871916,0.1
163,593,204,136,99994.18324387829,0.1
158,581,204,132,100000.37592125717,0.1
163,595,206,133,99995.50985810846,0.1
155,576,204,130,100007.33294450428,0.1
160,579,198,132,99995.99347641628,0.1
157,570,200,142,100000.57598794212,0.1
161,570,192,136,100000.05213942012,0.1
158,581,199,116,100018.84965331976,0.1
155,556,189,129,100018.53945106099,0.1
155,587,202,132,99988.00604200158,0.1
140,540,194,110,99992.01484683064,0.1
159,573,195,132,99985.38880511552,0.1
161,581,202,132,99996.11026418225,0.1
159,593,208,139,99998.72246977764,0.1
153,578,203,132,99992.68541840679,0.1
158,574,195,139,100003.11874897039,0.1
162,588,210,132,99994.49855770876,0.1
147,554,192,127,99999.0903526414,0.1
150,557,192,117,99980.97283197989,0.1
152,575,202,136,100006.00032238949,0.1
158,583,202,136,99989.89861354805,0.1
148,543,186,123,99995.10915624056,0.1
150,598,214,142,100005.78704673196,0.1
153,575,199,131,99985.31681340057,0.1
152,581,210,134,100009.90631257133,0.1
156,586,200,133,100002.32233481244,0.1
165,598,203,140,100002.21348582958,0.1
151,558,195,136,99985.59734883852,0.1
167,599,205,127,99986.28248643683,0.1
138,558,198,127,100000.34474483092,0.1
153,588,206,140,99996.64519417404,0.1
143,561,200,126,99993.83957540344,0.1
154,574,199,124,99998.40881966984,0.1
155,581,204,130,99990.69331347822,0.1
155,585,205,124,99998.16545524004,0.1
152,592,210,139,100005.02018972783,0.1
158,581,203,133,99990.72362643424,0.1
166,578,197,128,99991.2162092711,0.1
153,568,197,125,99998.41474899113,0.1
153,546,180,120,99994.98543853707,0.1
153,556,192,125,99998.81047530573,0.1
168,600,208,139,100000.23769135687,0.1
162,573,195,133,99982.32777899498,0.1
160,590,206,132,100015.41429505454,0.1
145,553,192,121,99997.5601548834,0.1
152,563,196,133,100000.36712328576,0.1
153,587,207,132,99987.58120061092,0.1
153,550,190,126,99996.99346562572,0.1
149,560,197,123,99996.53040632684,0.1
173,622,213,134,99989.14646554654,0.1
144,553,198,128,99997.2385899859,0.1
154,560,193,128,99984.02689503641,0.1
154,570,199,135,100022.23820815382,0.1
153,566,200,124,100001.67005808918,0.1
153,567,198,134,100004.34323075863,0.1
151,556,195,135,100002.30640502664,0.1
155,580,205,125,99991.45419088467,0.1
156,573,200,133,100000.21499684092,0.1
159,600,210,131,99972.89606259533,0.1
160,593,205,130,99989.33199113149,0.1
152,568,200,132,100005.28867520708,0.1
144,544,195,136,99996.89436340428,0.1
150,573,206,138,99977.76604018072,0.1
151,555,189,132,99985.03173255608,0.1
156,580,203,125,100008.01193452957,0.1
160,572,193,139,99981.95353114567,0.1
149,572,199,130,100000.22601128877,0.1
157,574,198,132,99981.3013946024,0.1
161,564,190,129,100008.58274176145,0.1
157,578,201,133,100004.87140023448,0.1
160,585,204,126,100008.88690139783,0.1
155,587,201,133,99996.23410971915,0.1
152,572,201,129,100003.44320792348,0.1
151,573,200,131,100001.80605169949,0.1
157,577,202,133,99986.6519670666,0.1
155,583,200,133,100000.61679136482,0.1
158,583,204,134,99992.8918471325,0.1
160,607,215,137,99987.48789420527,0.1
154,570,198,132,99988.31060406569,0.1
162,576,195,135,100010.94731756595,0.1
157,575,194,129,100008.1016760276,0.1
156,583,199,121,99996.12949333244,0.1
161,601,208,132,99979.27151908232,0.1
154,585,204,127,100005.68697428863,0.1
149,564,199,134,100011.46830729222,0.1
154,565,196,127,100006.2039141451,0.1
150,566,201,136,99997.35936839633,0.1
153,585,204,135,99985.6779490861,0.1
153,562,193,130,99998.99891163304,0.1
147,554,194,123,99990.88036209132,0.1
142,554,196,124,99991.95307673993,0.1
153,581,203,129,99999.07978900283,0.1
153,566,197,116,99993.49444712076,0.1
153,551,192,125,100000.58193768523,0.1
153,572,202,130,100009.1407301363,0.1
155,557,189,128,99984.82758265767,0.1
149,567,199,134,100002.52631352744,0.1
158,575,198,119,100003.97866016602,0.1
148,556,190,127,99996.96454728028,0.1
150,580,202,125,99979.4435670972,0.1
155,574,199,120,99991.09081831438,0.1
158,583,201,133,100022.66333320767,0.1
149,562,194,128,100007.09205200721,0.1
146,561,195,122,99987.87885018524,0.1
161,569,186,133,99996.01246700404,0.1
156,578,203,139,99995.49229158502,0.1
152,566,198,121,100000.82363140097,0.1
158,598,209,134,100002.88171762222,0.1
155,568,197,132,100007.86182474233,0.1
161,560,186,123,100001.1289115336,0.1
152,586,204,134,99991.09053461881,0.1
159,595,209,123,100008.83382433525,0.1
157,580,200,119,99992.12234909981,0.1
153,551,186,129,100005.34903052844,0.1
155,563,193,124,100018.01616714598,0.1
151,565,199,126,100001.22837124918,0.1
158,570,194,128,99983.17328869694,0.1
158,605,212,131,100006.06601643722,0.1
175,615,209,133,100003.81722533167,0.1
160,570,192,133,99989.2733489508,0.1
157,582,204,130,100006.13456309355,0.1
160,572,192,130,100000.44225337364,0.1
156,569,193,131,99989.09048870575,0.1
168,595,200,122,100001.60346789623,0.1
152,570,193,130,99998.17995406363,0.1
150,569,200,123,99981.48614931034,0.1
156,570,199,132,100002.09875833393,0.1
159,590,204,133,99983.93264120472,0.1
153,567,195,134,100004.573047671,0.1
154,557,190,124,99985.51518301158,0.1
151,557,193,127,100004.56751732982,0.1
155,575,200,126,100000.99618046767,0.1
160,580,200,125,99984.87660088926,0.1
165,585,201,133,100004.43989232244,0.1
152,567,200,137,100010.28667566038,0.1
150,570,197,134,99984.13377279614,0.1
149,547,193,127,99990.35379661203,0.1
148,543,188,127,99988.36371487648,0.1
151,565,195,129,99995.98560480693,0.1
166,585,198,130,100013.56019770936,0.1
152,592,210,134,99999.03841769684,0.1
146,556,196,120,100012.95251013582,0.1
157,568,200,136,99997.03384465208,0.1
146,552,193,129,100011.68288087564,0.1
155,581,203,133,99992.839374625,0.1
155,552,188,121,99994.98617981344,0.1
154,567,194,131,99982.46586531537,0.1
158,561,186,131,100007.00128912387,0.1
151,542,191,126,99997.29964214556,0.1
165,600,206,133,99994.20809898713,0.1
156,575,200,129,99988.59511999057,0.1
143,534,182,132,100005.01016282717,0.1
159,600,208,137,100002.25767203126,0.1
147,553,195,124,99989.10912853607,0.1
157,580,202,130,100012.80058096503,0.1
155,574,203,126,99999.01181163863,0.1
164,615,213,140,99997.29851032436,0.1
142,538,193,121,100017.45068442392,0.1
140,540,191,124,99998.1944202274,0.1
162,580,200,134,99997.97622224863,0.1
158,584,206,125,99996.07443507199,0.1
150,562,200,125,100021.46402181016,0.1
151,567,198,128,100021.36405485438,0.1
154,575,205,127,100009.74229631627,0.1
164,582,199,130,99998.10210032693,0.1
168,572,190,137,99993.37152154562,0.1
141,555,197,130,100004.1396653549,0.1
148,568,195,132,100000.31924826026,0.1
146,568,202,125,99984.06340678578,0.1
156,573,200,131,100011.43814459113,0.1
150,567,201,129,99994.90463213387,0.1
144,530,185,123,100006.48794693321,0.1
153,567,194,132,99998.81370993213,0.1
159,576,194,134,99999.27179076578,0.1
144,560,198,130,99986.56570528376,0.1
165,608,211,128,99991.19954527996,0.1
160,587,202,135,99993.46337559073,0.1
154,572,200,132,99999.77987195797,0.1
158,567,198,134,100003.3829981482,0.1
149,555,193,132,99997.11244936084,0.1
160,603,209,143,99992.37912887147,0.1
155,588,207,125,100010.53166157844,0.1
151,588,213,138,99999.90814947749,0.1
153,600,214,133,100004.75760379537,0.1
146,563,199,131,100003.73943372801,0.1
155,581,200,131,99991.20736441565,0.1
152,566,201,136,99993.61152263373,0.1
156,577,198,129,100008.55586819178,0.1
158,578,202,133,100019.55753598524,0.1
157,575,196,128,100004.7329157348,0.1
145,548,193,115,99993.24917336166,0.1
158,559,188,131,100012.28505264263,0.1
159,576,197,130,99983.5797967216,0.1
155,574,199,123,99991.59667940764,0.1
148,550,195,131,100012.71048234061,0.1
152,579,205,138,99995.73692429687,0.1
156,585,205,139,100015.13822407078,0.1
153,558,190,130,99982.83305428839,0.1
160,586,198,123,99993.4291663991,0.1
162,581,200,138,100003.34034407287,0.1
157,577,198,131,100001.9305896724,0.1
154,581,203,125,100002.78079786988,0.1
160,591,207,136,99999.67509457572,0.1
154,567,200,134,99993.73365028524,0.1
155,572,200,125,100009.94197744172,0.1
153,555,193,125,99993.36142606901,0.1
153,550,188,128,99987.43974181569,0.1
148,582,205,127,99998.893544285,0.1
141,534,186,122,99974.28408528099,0.1
155,574,195,122,100008.30995272617,0.1
155,575,203,124,100004.91127287387,0.1
159,574,197,129,99999.26646575822,0.1
163,570,198,142,99993.10785914821,0.1
151,548,191,124,99981.91694784512,0.1
156,582,199,137,99982.75566332524,0.1
154,560,192,123,100006.79675727246,0.1
143,560,199,124,100000.98407442847,0.1
159,570,195,123,100003.78364453511,0.1
166,625,218,146,99998.57004676622,0.1
153,580,206,132,100003.03802504922,0.1
153,569,196,132,99984.0510371292,0.1
153,543,189,114,100006.43661703335,0.1
158,585,201,130,100003.60877866534,0.1
150,565,201,128,100008.91323813832,0.1
142,553,195,128,100001.12437355821,0.1
150,560,191,126,99989.85095668658,0.1
149,556,199,129,100004.74303965355,0.1
157,581,203,126,99988.20175111512,0.1
160,569,194,133,100009.89957068897,0.1
162,591,197,133,100003.17621900314,0.1
154,578,200,120,99993.39503822307,0.1
148,560,197,126,100003.72110544759,0.1
166,588,201,130,100015.92668333196,0.1
146,571,202,127,99990.15051092513,0.1
148,535,188,117,100016.9639385386,0.1
154,610,220,140,100000.97829830539,0.1
153,583,205,144,100011.05335285154,0.1
154,585,205,126,100002.92173652817,0.1
151,555,198,127,100004.8125579224,0.1
150,560,199,125,100017.98162549113,0.1
160,580,203,127,100001.87479910803,0.1
153,575,204,126,99998.5116359191,0.1
156,582,201,135,100001.8842557686,0.1
152,588,210,133,100010.95687518502,0.1
141,559,199,127,99997.85970466844,0.1
150,575,200,125,99990.77222363293,0.1
146,547,192,125,99997.7467867964,0.1
143,557,197,130,100005.74357645703,0.1
154,574,202,129,99999.86356407992,0.1
153,574,197,126,100004.14233865867,0.1
150,565,194,133,99992.47285030957,0.1
146,565,202,142,100013.60376795154,0.1
162,612,215,142,100003.86374907057,0.1
150,536,192,125,100003.88515481306,0.1
159,590,204,134,100000.30521965824,0.1
158,585,207,130,100006.1371850654,0.1
159,580,201,131,99999.17747104717,0.1
150,592,207,139,99998.55780373109,0.1
152,575,200,126,100007.92377685811,0.1
162,595,200,130,99996.97728164488,0.1
150,568,199,128,99999.43658905613,0.1
161,575,195,124,99986.1394024512,0.1
157,585,205,128,99997.62499617529,0.1
166,585,195,128,99987.55860189037,0.1
160,573,190,135,99990.61396443195,0.1
153,560,193,131,99993.30359394748,0.1
158,571,196,119,100019.05035587824,0.1
162,592,202,133,100011.10404229908,0.1
154,557,191,121,100003.24049385908,0.1
160,565,190,126,100003.05028783856,0.1
154,587,207,144,100011.86397762649,0.1
154,592,201,122,99979.2433607053,0.1
152,569,196,133,99987.60651963127,0.1
155,577,198,135,99999.41147255096,0.1
152,600,213,132,99992.26183998377,0.1
156,568,194,132,99987.01816774183,0.1
151,567,199,135,99995.78287657967,0.1
150,560,197,134,100006.22981126134,0.1
154,563,195,130,100009.51773213725,0.1
153,573,199,125,99999.30157352178,0.1
158,550,180,129,100002.90029258301,0.1
151,568,198,134,100006.14553694619,0.1
149,550,196,129,99974.13090033953,0.1
151,567,198,127,100006.4046439325,0.1
163,580,195,124,99979.23308717877,0.1
152,563,198,128,100003.20535590463,0.1
165,570,190,122,100005.41948175828,0.1
159,592,203,130,100005.97945640674,0.1
149,545,186,124,99994.15331612146,0.1
154,576,200,127,100005.92992910344,0.1
155,583,208,136,100005.85492746136,0.1
150,557,193,127,100009.63700696852,0.1
156,573,196,139,99984.36962965141,0.1
155,600,214,135,99991.68851811253,0.1
152,572,205,127,100003.33293068556,0.1
150,558,192,135,99997.83187304508,0.1
151,565,200,126,100006.88390783957,0.1
161,602,209,140,100004.71355967221,0.1
161,590,207,146,100002.07295206426,0.1
149,572,207,134,100004.45453047132,0.1
155,589,207,132,100001.77654163436,0.1
158,573,195,132,99991.23749157897,0.1
