shot_id,game_id,lat,lon,minutes_remaining,playoffs,season,shot_distance,shot_type,shot_made_flag
6543,20400231,34.0393,-118.1108,2,0,2004-05,15,2PT Field Goal,0.0
6544,20400231,34.0443,-118.2698,1,0,2004-05,0,2PT Field Goal,0.0
6545,20400272,33.8243,-118.3448,9,0,2004-05,23,2PT Field Goal,0.0
6546,20400272,33.8073,-118.1928,8,0,2004-05,24,3PT Field Goal,0.0
6547,20400272,34.0453,-118.5078,4,0,2004-05,23,3PT Field Goal,1.0
6548,20400272,34.0263,-118.1088,3,0,2004-05,16,2PT Field Goal,1.0
6549,20400272,33.9263,-118.0598,2,0,2004-05,24,3PT Field Goal,1.0
6550,20400272,33.8583,-118.0978,2,0,2004-05,25,3PT Field Goal,1.0
6551,20400272,33.8533,-118.4258,1,0,2004-05,24,3PT Field Goal,0.0
6552,20400272,33.7963,-118.1388,11,0,2004-05,28,3PT Field Goal,0.0
6553,20400272,33.8013,-118.1548,9,0,2004-05,26,3PT Field Goal,0.0
6554,20400272,34.0553,-118.5108,7,0,2004-05,24,3PT Field Goal,1.0
6555,20400272,34.0443,-118.2698,6,0,2004-05,0,2PT Field Goal,0.0
6556,20400272,34.0443,-118.2698,4,0,2004-05,0,2PT Field Goal,1.0
6557,20400272,33.9323,-118.1258,3,0,2004-05,18,2PT Field Goal,0.0
6558,20400272,33.8893,-118.3288,2,0,2004-05,16,2PT Field Goal,0.0
6559,20400272,33.9833,-118.3208,1,0,2004-05,7,2PT Field Goal,0.0
6560,20400272,33.4423,-118.4538,0,0,2004-05,62,3PT Field Goal,0.0
6561,20400272,34.0443,-118.2698,11,0,2004-05,0,2PT Field Goal,1.0
6562,20400272,34.0443,-118.2698,8,0,2004-05,0,2PT Field Goal,0.0
6563,20400272,34.0413,-118.4538,4,0,2004-05,18,2PT Field Goal,0.0
6564,20400272,33.8963,-118.1488,2,0,2004-05,19,2PT Field Goal,0.0
6566,20400272,34.0373,-118.1488,0,0,2004-05,12,2PT Field Goal,0.0
6567,20400272,33.8203,-118.4408,0,0,2004-05,28,3PT Field Goal,0.0
6568,20400294,33.8073,-118.3538,9,0,2004-05,25,3PT Field Goal,0.0
6569,20400294,34.0813,-118.1858,6,0,2004-05,9,2PT Field Goal,0.0
6570,20400294,34.0243,-118.4688,5,0,2004-05,20,2PT Field Goal,0.0
6571,20400294,33.9523,-118.3918,4,0,2004-05,15,2PT Field Goal,0.0
6572,20400294,34.0223,-118.4158,3,0,2004-05,14,2PT Field Goal,0.0
6573,20400294,34.0443,-118.2698,3,0,2004-05,0,2PT Field Goal,1.0
6574,20400294,34.0443,-118.2698,0,0,2004-05,0,2PT Field Goal,1.0
6575,20400294,33.9573,-118.2648,9,0,2004-05,8,2PT Field Goal,0.0
6576,20400294,34.0033,-118.2358,9,0,2004-05,5,2PT Field Goal,0.0
6577,20400294,34.0393,-118.3158,7,0,2004-05,4,2PT Field Goal,1.0
6578,20400294,33.8533,-118.3498,5,0,2004-05,20,2PT Field Goal,1.0
6579,20400294,33.9263,-118.1238,3,0,2004-05,18,2PT Field Goal,1.0
6580,20400294,34.0113,-118.0748,2,0,2004-05,19,2PT Field Goal,1.0
6581,20400294,33.8713,-118.0908,0,0,2004-05,24,3PT Field Goal,0.0
6582,20400294,33.8733,-118.3828,11,0,2004-05,20,2PT Field Goal,1.0
6583,20400294,34.0443,-118.2698,10,0,2004-05,0,2PT Field Goal,1.0
6585,20400294,33.9073,-118.1528,8,0,2004-05,18,2PT Field Goal,1.0
6586,20400294,34.0213,-118.0808,8,0,2004-05,19,2PT Field Goal,0.0
6587,20400294,33.8243,-118.4228,7,0,2004-05,26,3PT Field Goal,0.0
6589,20400294,34.0343,-118.1118,0,0,2004-05,15,2PT Field Goal,0.0
6590,20400294,33.8703,-118.1138,0,0,2004-05,23,2PT Field Goal,0.0
6591,20400294,33.8713,-118.1908,7,0,2004-05,19,2PT Field Goal,1.0
6592,20400294,33.8913,-118.3818,7,0,2004-05,18,2PT Field Goal,1.0
6593,20400294,34.0443,-118.2698,6,0,2004-05,0,2PT Field Goal,0.0
6594,20400294,33.8203,-118.4048,5,0,2004-05,26,3PT Field Goal,1.0
6595,20400294,33.7913,-118.1878,4,0,2004-05,26,3PT Field Goal,0.0
6596,20400294,34.0443,-118.2698,3,0,2004-05,0,2PT Field Goal,1.0
6598,20400294,33.9073,-118.3998,1,0,2004-05,18,2PT Field Goal,0.0
6599,20400294,33.9393,-118.4058,0,0,2004-05,17,2PT Field Goal,0.0
6600,20400301,34.0443,-118.2698,11,0,2004-05,0,2PT Field Goal,0.0
6601,20400301,33.9213,-118.3268,10,0,2004-05,13,2PT Field Goal,0.0
6602,20400301,33.9243,-118.3548,8,0,2004-05,14,2PT Field Goal,1.0
6604,20400301,33.9623,-118.1808,3,0,2004-05,12,2PT Field Goal,0.0
6605,20400301,34.0443,-118.2698,2,0,2004-05,0,2PT Field Goal,0.0
6606,20400301,33.8023,-118.1548,1,0,2004-05,26,3PT Field Goal,0.0
6607,20400301,33.9633,-118.2358,0,0,2004-05,8,2PT Field Goal,1.0
6608,20400301,33.9423,-118.1628,11,0,2004-05,14,2PT Field Goal,0.0
6610,20400301,33.9983,-118.2648,0,0,2004-05,4,2PT Field Goal,0.0
6611,20400301,33.9123,-118.2058,11,0,2004-05,14,2PT Field Goal,0.0
6612,20400301,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,1.0
6614,20400301,34.0443,-118.2698,7,0,2004-05,0,2PT Field Goal,0.0
6615,20400301,33.8663,-118.3008,7,0,2004-05,18,2PT Field Goal,0.0
6616,20400301,34.0443,-118.2698,5,0,2004-05,0,2PT Field Goal,0.0
6617,20400301,34.0443,-118.2698,4,0,2004-05,0,2PT Field Goal,1.0
6618,20400301,34.0443,-118.2698,7,0,2004-05,0,2PT Field Goal,1.0
6619,20400301,33.8403,-118.3438,4,0,2004-05,21,2PT Field Goal,0.0
6620,20400301,34.0443,-118.2698,4,0,2004-05,0,2PT Field Goal,0.0
6621,20400301,34.0443,-118.2698,3,0,2004-05,0,2PT Field Goal,0.0
6623,20400315,34.0533,-118.4538,11,0,2004-05,18,2PT Field Goal,1.0
6624,20400315,34.0273,-118.1188,9,0,2004-05,15,2PT Field Goal,1.0
6625,20400315,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,1.0
6626,20400315,33.8913,-118.3688,5,0,2004-05,18,2PT Field Goal,1.0
6627,20400315,34.0373,-118.1678,4,0,2004-05,10,2PT Field Goal,0.0
6628,20400315,33.9673,-118.1088,1,0,2004-05,17,2PT Field Goal,0.0
6629,20400315,33.5723,-118.1508,0,0,2004-05,48,3PT Field Goal,0.0
6631,20400315,34.0473,-118.2368,8,0,2004-05,3,2PT Field Goal,0.0
6632,20400315,34.0363,-118.3028,8,0,2004-05,3,2PT Field Goal,0.0
6633,20400315,33.9783,-118.4308,5,0,2004-05,17,2PT Field Goal,1.0
6634,20400315,33.8253,-118.3868,1,0,2004-05,24,3PT Field Goal,1.0
6635,20400315,33.7993,-118.3218,0,0,2004-05,25,3PT Field Goal,1.0
6636,20400315,33.9623,-118.4388,11,0,2004-05,18,2PT Field Goal,0.0
6638,20400315,34.0443,-118.2698,6,0,2004-05,0,2PT Field Goal,1.0
6641,20400315,33.8173,-118.4668,9,0,2004-05,30,3PT Field Goal,0.0
6642,20400315,34.0443,-118.2698,6,0,2004-05,0,2PT Field Goal,1.0
6643,20400315,34.0443,-118.2698,4,0,2004-05,0,2PT Field Goal,1.0
6644,20400315,33.8273,-118.1528,2,0,2004-05,24,3PT Field Goal,1.0
6645,20400315,33.8243,-118.1598,1,0,2004-05,24,3PT Field Goal,0.0
6649,20400328,33.9983,-118.4928,1,0,2004-05,22,3PT Field Goal,0.0
6650,20400328,33.9933,-118.0978,9,0,2004-05,17,2PT Field Goal,1.0
6651,20400328,33.3033,-118.3768,0,0,2004-05,74,3PT Field Goal,0.0
6652,20400328,33.9763,-118.2718,11,0,2004-05,6,2PT Field Goal,0.0
6653,20400328,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,1.0
6654,20400328,33.8663,-118.0988,9,0,2004-05,24,3PT Field Goal,1.0
6655,20400328,33.9393,-118.1088,8,0,2004-05,19,2PT Field Goal,1.0
6656,20400328,34.0443,-118.2698,5,0,2004-05,0,2PT Field Goal,1.0
6657,20400328,33.8523,-118.4188,3,0,2004-05,24,3PT Field Goal,1.0
6658,20400328,34.0443,-118.2698,0,0,2004-05,0,2PT Field Goal,1.0
6659,20400328,34.0163,-118.3568,6,0,2004-05,9,2PT Field Goal,0.0
6660,20400328,33.9243,-118.4848,6,0,2004-05,24,3PT Field Goal,1.0
6661,20400328,33.8153,-118.1488,5,0,2004-05,25,3PT Field Goal,0.0
6662,20400328,33.7793,-118.2648,2,0,2004-05,26,3PT Field Goal,0.0
6663,20400338,33.8613,-118.0978,1,0,2004-05,25,3PT Field Goal,0.0
6664,20400338,34.0443,-118.2698,10,0,2004-05,0,2PT Field Goal,1.0
6665,20400338,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,1.0
6666,20400338,33.9953,-118.4128,8,0,2004-05,15,2PT Field Goal,1.0
6667,20400338,34.0443,-118.2698,6,0,2004-05,0,2PT Field Goal,0.0
6668,20400338,33.9303,-118.1318,5,0,2004-05,17,2PT Field Goal,1.0
6670,20400338,34.0623,-118.4818,0,0,2004-05,21,2PT Field Goal,1.0
6671,20400338,34.0673,-118.1698,11,0,2004-05,10,2PT Field Goal,0.0
6672,20400338,34.0683,-118.0468,8,0,2004-05,22,3PT Field Goal,0.0
6673,20400338,34.0443,-118.2698,7,0,2004-05,0,2PT Field Goal,0.0
6674,20400338,33.9853,-118.4098,0,0,2004-05,15,2PT Field Goal,0.0
6675,20400338,33.8023,-118.3688,11,0,2004-05,26,3PT Field Goal,1.0
6676,20400338,34.0503,-118.1158,3,0,2004-05,15,2PT Field Goal,1.0
6677,20400338,33.9653,-118.3958,4,0,2004-05,14,2PT Field Goal,0.0
6678,20400338,34.0443,-118.2698,3,0,2004-05,0,2PT Field Goal,0.0
6679,20400338,34.0293,-118.2108,2,0,2004-05,6,2PT Field Goal,0.0
6682,20400338,34.0443,-118.2698,0,0,2004-05,0,2PT Field Goal,0.0
6683,20400338,33.8433,-118.4328,0,0,2004-05,25,3PT Field Goal,1.0
6685,20400358,33.9953,-118.2058,11,0,2004-05,8,2PT Field Goal,1.0
6686,20400358,33.8573,-118.4338,2,0,2004-05,24,3PT Field Goal,0.0
6687,20400358,34.0443,-118.2698,1,0,2004-05,0,2PT Field Goal,0.0
6688,20400358,33.8963,-118.1948,10,0,2004-05,16,2PT Field Goal,0.0
6689,20400358,33.8193,-118.4878,2,0,2004-05,31,3PT Field Goal,0.0
6690,20400358,34.0443,-118.2698,1,0,2004-05,0,2PT Field Goal,1.0
6691,20400358,34.0443,-118.2698,5,0,2004-05,0,2PT Field Goal,0.0
6692,20400358,34.0243,-118.3568,3,0,2004-05,8,2PT Field Goal,0.0
6695,20400358,33.8983,-118.2648,8,0,2004-05,14,2PT Field Goal,0.0
6696,20400358,33.9703,-118.4108,4,0,2004-05,15,2PT Field Goal,0.0
6697,20400358,33.9993,-118.3238,3,0,2004-05,7,2PT Field Goal,0.0
6698,20400358,33.8863,-118.4848,0,0,2004-05,26,3PT Field Goal,0.0
6699,20400358,33.9633,-118.5078,0,0,2004-05,25,3PT Field Goal,0.0
6700,20400358,34.0533,-118.4508,0,0,2004-05,18,2PT Field Goal,0.0
6701,20400377,33.8023,-118.3948,11,0,2004-05,27,3PT Field Goal,0.0
6702,20400377,33.9123,-118.2178,11,0,2004-05,14,2PT Field Goal,1.0
6703,20400377,33.9473,-118.3618,10,0,2004-05,13,2PT Field Goal,0.0
6705,20400377,33.9523,-118.4078,7,0,2004-05,16,2PT Field Goal,0.0
6707,20400377,33.9273,-118.3668,0,0,2004-05,15,2PT Field Goal,0.0
6708,20400377,34.0533,-118.4468,11,0,2004-05,17,2PT Field Goal,0.0
6709,20400377,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,1.0
6711,20400377,34.0553,-118.0808,1,0,2004-05,18,2PT Field Goal,0.0
6712,20400377,34.0163,-118.4058,11,0,2004-05,13,2PT Field Goal,0.0
6714,20400377,34.0443,-118.2698,3,0,2004-05,0,2PT Field Goal,1.0
6715,20400377,33.8383,-118.1158,3,0,2004-05,25,3PT Field Goal,1.0
6716,20400377,33.8663,-118.4468,0,0,2004-05,25,3PT Field Goal,0.0
6717,20400377,34.0443,-118.2698,0,0,2004-05,0,2PT Field Goal,0.0
6719,20400377,33.8783,-118.1318,10,0,2004-05,21,2PT Field Goal,1.0
6720,20400377,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,1.0
6721,20400377,33.9803,-118.1188,9,0,2004-05,16,2PT Field Goal,0.0
6722,20400377,34.0673,-118.1438,4,0,2004-05,12,2PT Field Goal,0.0
6723,20400377,33.9833,-118.1168,4,0,2004-05,16,2PT Field Goal,0.0
6724,20400377,34.0443,-118.2698,3,0,2004-05,0,2PT Field Goal,1.0
6725,20400377,34.0313,-118.3548,2,0,2004-05,8,2PT Field Goal,1.0
6726,20400377,33.9683,-118.4338,0,0,2004-05,18,2PT Field Goal,1.0
6727,20400382,33.9753,-118.2778,11,0,2004-05,6,2PT Field Goal,0.0
6728,20400382,34.0063,-118.2108,11,0,2004-05,7,2PT Field Goal,1.0
6729,20400382,33.8423,-118.1158,9,0,2004-05,25,3PT Field Goal,1.0
6730,20400382,33.7913,-118.3408,9,0,2004-05,26,3PT Field Goal,1.0
6731,20400382,33.8243,-118.1338,8,0,2004-05,25,3PT Field Goal,1.0
6733,20400382,33.8323,-118.4188,5,0,2004-05,25,3PT Field Goal,1.0
6734,20400382,33.8803,-118.4928,4,0,2004-05,27,3PT Field Goal,0.0
6735,20400382,33.8533,-118.3548,10,0,2004-05,20,2PT Field Goal,0.0
6736,20400382,33.7873,-118.2228,6,0,2004-05,26,3PT Field Goal,0.0
6738,20400382,33.8663,-118.1778,1,0,2004-05,20,2PT Field Goal,0.0
6740,20400382,33.8373,-118.4208,10,0,2004-05,25,3PT Field Goal,1.0
6741,20400382,33.7913,-118.3818,7,0,2004-05,27,3PT Field Goal,0.0
6743,20400382,34.0423,-118.2078,3,0,2004-05,6,2PT Field Goal,1.0
6744,20400382,33.9033,-118.2408,2,0,2004-05,14,2PT Field Goal,0.0
6745,20400382,34.0443,-118.2698,1,0,2004-05,0,2PT Field Goal,1.0
6747,20400382,33.8803,-118.3748,0,0,2004-05,19,2PT Field Goal,0.0
6748,20400382,33.8353,-118.4228,9,0,2004-05,25,3PT Field Goal,0.0
6749,20400382,33.9703,-118.3138,9,0,2004-05,8,2PT Field Goal,0.0
6750,20400382,33.9123,-118.1618,5,0,2004-05,17,2PT Field Goal,1.0
6751,20400382,33.8783,-118.1528,4,0,2004-05,20,2PT Field Goal,0.0
6752,20400382,34.0443,-118.2698,3,0,2004-05,0,2PT Field Goal,0.0
6754,20400382,34.0393,-118.3368,3,0,2004-05,6,2PT Field Goal,0.0
6755,20400382,33.7943,-118.3588,2,0,2004-05,26,3PT Field Goal,0.0
6756,20400382,33.8203,-118.3958,0,0,2004-05,25,3PT Field Goal,0.0
6757,20400407,33.8883,-118.0658,9,0,2004-05,25,3PT Field Goal,0.0
6758,20400407,34.0443,-118.2698,8,0,2004-05,0,2PT Field Goal,0.0
6759,20400407,34.0133,-118.3408,6,0,2004-05,7,2PT Field Goal,1.0
6760,20400407,33.8173,-118.2748,3,0,2004-05,22,2PT Field Goal,0.0
6761,20400407,34.0443,-118.2698,3,0,2004-05,0,2PT Field Goal,1.0
6762,20400407,34.0033,-118.5108,1,0,2004-05,24,3PT Field Goal,1.0
6763,20400407,34.0443,-118.2698,10,0,2004-05,0,2PT Field Goal,0.0
6764,20400407,33.9863,-118.2268,9,0,2004-05,7,2PT Field Goal,1.0
6765,20400407,34.0443,-118.2698,8,0,2004-05,0,2PT Field Goal,1.0
6766,20400407,34.0443,-118.2698,6,0,2004-05,0,2PT Field Goal,1.0
6767,20400407,34.0443,-118.2698,4,0,2004-05,0,2PT Field Goal,1.0
6768,20400407,34.0393,-118.5048,2,0,2004-05,23,3PT Field Goal,0.0
6769,20400407,33.7583,-118.2188,0,0,2004-05,29,3PT Field Goal,1.0
6770,20400407,33.9983,-118.2548,7,0,2004-05,4,2PT Field Goal,1.0
6772,20400407,34.0443,-118.2698,4,0,2004-05,0,2PT Field Goal,0.0
6773,20400407,33.9903,-118.3768,3,0,2004-05,11,2PT Field Goal,0.0
6774,20400407,33.8843,-118.3128,1,0,2004-05,16,2PT Field Goal,0.0
6775,20400407,34.0443,-118.2698,0,0,2004-05,0,2PT Field Goal,0.0
6776,20400407,33.8193,-118.1798,0,0,2004-05,24,3PT Field Goal,0.0
6777,20400407,34.0443,-118.2698,8,0,2004-05,0,2PT Field Goal,0.0
6778,20400407,34.0443,-118.2698,7,0,2004-05,0,2PT Field Goal,1.0
6779,20400407,33.8783,-118.4558,5,0,2004-05,24,3PT Field Goal,1.0
6780,20400407,33.8553,-118.3818,4,0,2004-05,21,2PT Field Goal,1.0
6781,20400407,34.0443,-118.2698,1,0,2004-05,0,2PT Field Goal,1.0
6782,20400407,33.8203,-118.1348,1,0,2004-05,26,3PT Field Goal,1.0
6783,20400439,34.0443,-118.2698,11,0,2004-05,0,2PT Field Goal,1.0
6785,20400439,33.9443,-118.1398,8,0,2004-05,16,2PT Field Goal,1.0
6786,20400439,33.8553,-118.2188,7,0,2004-05,19,2PT Field Goal,0.0
6787,20400439,33.9473,-118.1418,6,0,2004-05,16,2PT Field Goal,0.0
6788,20400439,33.8983,-118.3918,5,0,2004-05,19,2PT Field Goal,1.0
6789,20400439,33.9273,-118.4098,4,0,2004-05,18,2PT Field Goal,0.0
6791,20400439,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,0.0
6792,20400439,34.0133,-118.2828,9,0,2004-05,3,2PT Field Goal,1.0
6793,20400439,33.9783,-118.2798,8,0,2004-05,6,2PT Field Goal,0.0
6794,20400439,33.8553,-118.0878,7,0,2004-05,26,3PT Field Goal,0.0
6796,20400439,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,0.0
6797,20400439,34.0443,-118.2698,8,0,2004-05,0,2PT Field Goal,1.0
6798,20400439,34.0443,-118.2698,7,0,2004-05,0,2PT Field Goal,1.0
6799,20400439,34.0443,-118.2698,6,0,2004-05,0,2PT Field Goal,1.0
6800,20400439,33.8153,-118.4188,5,0,2004-05,27,3PT Field Goal,1.0
6801,20400439,33.8353,-118.1208,5,0,2004-05,25,3PT Field Goal,1.0
6802,20400439,33.8553,-118.0798,3,0,2004-05,26,3PT Field Goal,0.0
6803,20400439,33.8273,-118.1388,1,0,2004-05,25,3PT Field Goal,0.0
6804,20400439,33.9783,-118.2338,7,0,2004-05,7,2PT Field Goal,1.0
6805,20400439,33.8073,-118.1578,5,0,2004-05,26,3PT Field Goal,0.0
6806,20400439,33.8963,-118.2238,5,0,2004-05,15,2PT Field Goal,0.0
6809,20400439,33.9293,-118.2878,3,0,2004-05,11,2PT Field Goal,1.0
6810,20400439,34.0443,-118.2698,1,0,2004-05,0,2PT Field Goal,1.0
6811,20400439,33.8653,-118.3818,1,0,2004-05,21,2PT Field Goal,1.0
6812,20400452,34.0533,-118.3588,11,0,2004-05,8,2PT Field Goal,0.0
6813,20400452,33.8253,-118.4058,10,0,2004-05,25,3PT Field Goal,0.0
6814,20400452,33.8613,-118.1618,9,0,2004-05,21,2PT Field Goal,0.0
6815,20400452,34.0263,-118.2638,4,0,2004-05,1,2PT Field Goal,1.0
6816,20400452,34.0313,-118.2058,3,0,2004-05,6,2PT Field Goal,1.0
6817,20400452,34.0393,-118.2758,1,0,2004-05,0,2PT Field Goal,1.0
6819,20400452,33.8663,-118.4358,11,0,2004-05,24,3PT Field Goal,0.0
6820,20400452,33.9833,-118.3028,8,0,2004-05,6,2PT Field Goal,0.0
6821,20400452,33.8503,-118.1118,7,0,2004-05,25,3PT Field Goal,0.0
6822,20400452,33.9933,-118.2238,6,0,2004-05,6,2PT Field Goal,0.0
6824,20400452,34.0113,-118.2538,2,0,2004-05,3,2PT Field Goal,1.0
6825,20400452,33.8863,-118.4488,2,0,2004-05,23,3PT Field Goal,0.0
6826,20400452,33.8293,-118.2828,7,0,2004-05,21,2PT Field Goal,1.0
6827,20400452,33.8503,-118.3598,5,0,2004-05,21,2PT Field Goal,0.0
6828,20400461,33.8733,-118.1238,9,0,2004-05,22,2PT Field Goal,0.0
6829,20400461,34.0293,-118.4688,3,0,2004-05,19,2PT Field Goal,0.0
6833,20400461,34.0443,-118.4978,10,0,2004-05,22,3PT Field Goal,1.0
6834,20400461,34.0343,-118.4948,9,0,2004-05,22,3PT Field Goal,0.0
6835,20400461,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,1.0
6837,20400461,34.0443,-118.3718,4,0,2004-05,10,2PT Field Goal,1.0
6838,20400461,33.9553,-118.4668,4,0,2004-05,21,2PT Field Goal,0.0
6839,20400461,34.0343,-118.4278,2,0,2004-05,15,2PT Field Goal,1.0
6840,20400461,33.9983,-118.4928,2,0,2004-05,22,3PT Field Goal,0.0
6841,20400461,34.0443,-118.2698,2,0,2004-05,0,2PT Field Goal,1.0
6842,20400461,34.0443,-118.2698,1,0,2004-05,0,2PT Field Goal,1.0
6843,20400461,34.0413,-118.4768,1,0,2004-05,20,2PT Field Goal,0.0
6844,20400461,33.8893,-118.1848,0,0,2004-05,17,2PT Field Goal,0.0
6845,20400461,33.9063,-118.4238,10,0,2004-05,20,2PT Field Goal,1.0
6847,20400461,34.0453,-118.1158,1,0,2004-05,15,2PT Field Goal,1.0
6848,20400461,34.0443,-118.2698,10,0,2004-05,0,2PT Field Goal,0.0
6849,20400461,34.0443,-118.2698,10,0,2004-05,0,2PT Field Goal,0.0
6851,20400461,33.8193,-118.1628,7,0,2004-05,24,3PT Field Goal,1.0
6852,20400461,33.8753,-118.0828,6,0,2004-05,25,3PT Field Goal,0.0
6853,20400461,34.0443,-118.0398,6,0,2004-05,23,3PT Field Goal,1.0
6855,20400461,34.0443,-118.2698,5,0,2004-05,0,2PT Field Goal,0.0
6856,20400461,33.8243,-118.1528,2,0,2004-05,24,3PT Field Goal,0.0
6857,20400461,33.7993,-118.2718,1,0,2004-05,24,3PT Field Goal,0.0
6858,20400477,34.0063,-118.4208,11,0,2004-05,15,2PT Field Goal,0.0
6859,20400477,34.0443,-118.2698,9,0,2004-05,0,2PT Field Goal,1.0
6860,20400477,33.9093,-118.1568,8,0,2004-05,17,2PT Field Goal,0.0
6861,20400477,34.0453,-118.1758,7,0,2004-05,9,2PT Field Goal,0.0
6862,20400477,33.8583,-118.3728,3,0,2004-05,21,2PT Field Goal,0.0
6863,20400477,33.9903,-118.2258,9,0,2004-05,6,2PT Field Goal,1.0
6864,20400477,33.9493,-118.3358,8,0,2004-05,11,2PT Field Goal,0.0
6865,20400477,33.8553,-118.0828,6,0,2004-05,26,3PT Field Goal,1.0
6866,20400477,33.9703,-118.4058,5,0,2004-05,15,2PT Field Goal,1.0
6867,20400477,33.9293,-118.4128,4,0,2004-05,18,2PT Field Goal,1.0
6869,20400477,33.9783,-118.4008,11,0,2004-05,14,2PT Field Goal,0.0
6870,20400477,34.0213,-118.1988,8,0,2004-05,7,2PT Field Goal,0.0
6871,20400477,33.7643,-118.3008,3,0,2004-05,28,3PT Field Goal,0.0
6872,20400477,34.0363,-118.4378,11,0,2004-05,16,2PT Field Goal,1.0
6873,20400477,33.9803,-118.3688,10,0,2004-05,11,2PT Field Goal,1.0
6874,20400477,33.9443,-118.4228,5,0,2004-05,18,2PT Field Goal,0.0
6875,20400477,34.0443,-118.2698,5,0,2004-05,0,2PT Field Goal,1.0
6878,20400494,33.9243,-118.1568,9,0,2004-05,16,2PT Field Goal,1.0
6879,20400494,33.8803,-118.3488,5,0,2004-05,18,2PT Field Goal,1.0
6880,20400494,33.8653,-118.0978,0,0,2004-05,24,3PT Field Goal,1.0
6883,20400494,33.8553,-118.4438,8,0,2004-05,25,3PT Field Goal,1.0
6885,20400494,33.8893,-118.0798,4,0,2004-05,24,3PT Field Goal,1.0
6887,20400494,33.9343,-118.5018,10,0,2004-05,25,3PT Field Goal,0.0
6888,20400494,33.9013,-118.3828,9,0,2004-05,18,2PT Field Goal,0.0
6889,20400494,33.8653,-118.3308,7,0,2004-05,18,2PT Field Goal,0.0
6890,20400494,33.8733,-118.4688,5,0,2004-05,26,3PT Field Goal,0.0
6891,20400494,33.8323,-118.3978,3,0,2004-05,24,3PT Field Goal,1.0
6892,20400494,33.8043,-118.2038,3,0,2004-05,24,3PT Field Goal,0.0
6893,20400494,33.8143,-118.1528,0,0,2004-05,25,3PT Field Goal,0.0
6894,20400494,34.0443,-118.2698,2,0,2004-05,0,2PT Field Goal,0.0
6895,20400494,33.9073,-118.4788,1,0,2004-05,24,3PT Field Goal,1.0
6896,20400512,34.0443,-118.2698,11,0,2004-05,0,2PT Field Goal,1.0
6897,20400512,33.9733,-118.1058,5,0,2004-05,17,2PT Field Goal,1.0
6898,20400512,34.0363,-118.5028,3,0,2004-05,23,3PT Field Goal,0.0
6899,20400512,33.8883,-118.4568,1,0,2004-05,24,3PT Field Goal,1.0
6900,20400512,33.9223,-118.4948,0,0,2004-05,25,3PT Field Goal,0.0
6902,20400512,33.8833,-118.4898,10,0,2004-05,27,3PT Field Goal,0.0
6903,20400512,34.0113,-118.4838,5,0,2004-05,21,2PT Field Goal,0.0
6904,20400512,34.0033,-118.1138,3,0,2004-05,16,2PT Field Goal,0.0
6905,20400512,34.0013,-118.1928,11,0,2004-05,8,2PT Field Goal,1.0
6906,20400512,34.0583,-118.4968,7,0,2004-05,22,3PT Field Goal,0.0
6907,20400512,33.8783,-118.0658,4,0,2004-05,26,3PT Field Goal,0.0
6908,20400512,34.0443,-118.2698,8,0,2004-05,0,2PT Field Goal,0.0
6909,20400512,33.8553,-118.0708,6,0,2004-05,27,3PT Field Goal,0.0
6911,20400518,33.9323,-118.4008,10,0,2004-05,17,2PT Field Goal,1.0
6912,20400746,34.0443,-118.4238,11,0,2004-05,15,2PT Field Goal,0.0
6915,20400746,34.0293,-118.2308,7,0,2004-05,4,2PT Field Goal,0.0
6916,20400746,34.0503,-118.2548,5,0,2004-05,1,2PT Field Goal,0.0
6917,20400746,34.0523,-118.2688,4,0,2004-05,0,2PT Field Goal,1.0
6919,20400746,33.8663,-118.0828,0,0,2004-05,25,3PT Field Goal,1.0
6920,20400746,33.8813,-118.1218,3,0,2004-05,22,2PT Field Goal,1.0
6921,20400746,33.9733,-118.4748,1,0,2004-05,21,2PT Field Goal,1.0
6922,20400746,34.0363,-118.2688,0,0,2004-05,0,2PT Field Goal,1.0
6923,20400746,34.0223,-118.1748,0,0,2004-05,9,2PT Field Goal,0.0
6924,20400746,34.0033,-118.1528,11,0,2004-05,12,2PT Field Goal,0.0
6925,20400746,34.0163,-118.0368,8,0,2004-05,23,3PT Field Goal,0.0
6926,20400746,34.0453,-118.2688,6,0,2004-05,0,2PT Field Goal,0.0
6927,20400746,34.0473,-118.2538,6,0,2004-05,1,2PT Field Goal,0.0
6928,20400746,34.0313,-118.2698,1,0,2004-05,1,2PT Field Goal,0.0
6929,20400746,34.0343,-118.2668,0,0,2004-05,1,2PT Field Goal,1.0
6931,20400746,33.9343,-118.4948,8,0,2004-05,25,3PT Field Goal,0.0
6932,20400746,34.0013,-118.2548,2,0,2004-05,4,2PT Field Goal,0.0
6933,20400746,33.8343,-118.1388,1,0,2004-05,24,3PT Field Goal,0.0
6934,20400767,33.9933,-118.2728,8,0,2004-05,5,2PT Field Goal,1.0
