Unnamed: 0,id,title,overview,tagline
586,5801,Pather Panchali,"The film is a coming-of-age story of a young boy named Apu, and life in his small Indian village in the early years of the 20th century. Apu is born to a poor Brahmin family in Bengal. His father Harihar is a priest who dreams of becoming a successful poet and a playwright; he does not earn enough, but the mother Sarbajaya keeps the family going. Because of their limited resources, Sarbajaya resents having to share her home with Harihar's elderly cousin: the old and helpless cripple Indir. Apu's sister Durga is always getting into trouble for stealing guavas from the neighbour's orchards for Indir. She cares for Apu like a good older sister but loves to affectionately tease him. Together, they make do with what they have and enjoy the simple joys of life.",
587,896,The World of Apu,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding....,
588,3065,Mystery Science Theater 3000: The Movie,"The mad and evil scientist, Dr. Clayton Forrester, has created an evil little scheme that is bound to give him world global domination but first things first. He plans to torment Mike Nelson and the robots by sending them a real stinker of a film to watch called, ""This Island Earth."" He is convinced that this movie will drive them insane. Will this be the ultimate cheese that breaks the boys' spirits?",Every year Hollywood makes hundreds of movies. This is one of them.
589,2300,Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Get ready to jam.
590,8069,Barbarella,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",See Barbarella do her thing!
591,27768,Some Folks Call It a Sling Blade,"25 years after committing a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and listens in horror about his life leading up to the crime. This is the short film that inspired the full-length ""Sling Blade""",
592,221917,The Run of the Country,"An Irish lad (Matt Keeslar) who fled from his oppressive, widowed father (Albert Finney) falls for a girl (Victoria Smurfit) from an affluent family.",An unforgettable romance
593,8072,Alphaville,"An American private-eye, arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression.",Suddenly the word is Alphaville... and a secret agent is in a breathless race against the Masters of the Future.
594,35797,Coup de Torchon,"In 1938 in the french West Africa, Lucien Cordier is a weak and corrupted policeman despised by the local bad boys. His wife is openly cheating on him and he hasn't got any self-respect anymore. But when comes the occasion, his revenge will be terrible.",
595,33245,It's My Party,A gathering of friends. A gift of love. A celebration of life.,
596,124460,Country Life,"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920s. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action begins when Alexander returns with his beautiful young wife Deborah, revealing himself as an arrogant failure and wanting to sell the farm out from under Jack. Blakemore introduces themes about Australia's separation from England, as well as expanding the pacifist and ecological philosophies espoused by the local Doctor Max Askey.",
597,27281,Operation Dumbo Drop,"Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!",A Top-Secret Mission Of Gigantic Proportions!
598,105045,The Promise,"East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, who remains behind. From then on, and for the next 28 years, Konrad and Sophie will attempt to meet again, in spite of the Iron Curtain. Konrad, who has become a reputed Astrophysicist, tries to take advantage of scientific congresses outside Eastern Germany to arrange encounters with Sophie. But in a country where the political police, the Stasi, monitors the moves of all suspicious people (such as Konrad's sister Barbara and her husband Harald), preserving one's privacy, ideals and self-respect becomes an exhausting fight, even as the Eastern block begins its long process of disintegration.","A love, a hope, a wall."
600,40001,Mrs. Winterbourne,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",The story of a girl who is going from filthy to rich
601,29621,Solo,"An android fighting-machine (Mario Van Peebles) is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him.",Part man. Part machine. Total weapon.
602,20762,The Substitute,"After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",
603,37144,True Crime,"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has a addiction to mystery novels and detective magazines (hence the title of the movie), which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim.",Trust no one.
604,48260,Butterfly Kiss,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, because Eunice is eccentric, angry and extreme dangerous. One day she meets Miriam, hard of hearing and a little ingenuous, who feels sympathy for Eunice and takes her home. Miriam is very impressed by Eunice's fierceness and willfulness and follows her on the search for Judith. Shocked by Eunice's cruelty she tries to make her a better person, but she looses ground herself.",
605,12656,Feeling Minnesota,"Sam Clayton's (Vincent D'Onofrio) marriage to ex-stripper Freddie (Cameron Diaz) comes about when she's strong-armed into the match by Red (Delroy Lindo), a club proprietor who once did her a favor. But Freddie falls in love with Jiaks (Keanu Reeves), Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red.","Just when she met the man of her dreams, along came her husband to ruin everything."
606,38867,Delta of Venus,"A struggling American writer and a fellow American expatriate begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.","In 1939, Elena went to Paris searching for her voice as a writer. What she found was her voice as a woman."
607,25969,Angus,"Angus is a large, pathetic 14 year old whose thoughts are most often filled with the image of one Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool-kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him",For everyone on the outside looking in... your moment has arrived!
608,753,Faces,"An old married man leaves his wife for a younger woman. Shortly after, his ex-wife also begins a relationship with a younger partner.",
609,43634,Boys,"Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him.",No one stays innocent forever.
610,9103,The Quest,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",Go the distance
611,90214,Cosi,Lewis a young director get his first job directing a play at a mental hospital with the patients as the cast.  The play that is decided on is Cosi fan tutte an opera by Mozart.,
612,10990,Mulholland Falls,"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.","This isn't America, this is Los Angeles."
613,8866,The Truth About Cats & Dogs,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,Brian's about to discover the woman he loves isn't the woman he loves.
614,12233,Oliver & Company,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.",The first Disney movie with attitude.
615,23449,Celtic Pride,"The National Basketball Association play-offs are taking place, and the Boston Celtics are facing the Utah Jazz in a crucial series. This is also the last year that any games will be played in the Boston Garden, which is going to be torn down after the end of the season. Mike and Jimmy, two die-hard sports fans who will risk anything for the Celtics to win, are really getting into the games...","If you can't beat 'em, steal him."
616,36355,Flipper,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",This summer it's finally safe to go back in the water.
617,922,Dead Man,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.",No one can survive becoming a legend.
618,11876,The Horseman on the Roof,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",
619,11687,The Visitors,"This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcererMayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past",They Weren't Born Yesterday!
620,9304,Multiplicity,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.","Sometimes to get more out of life, you have to make more of yourself."
621,73183,"The Haunted World of Edward D. Wood, Jr.","The strange life and the wonderfully awful films of 1950's Hollywood Z movie director Ed Wood are profiled in this documentary that was conceived of and researched several years before commercial-filmmaker Tim Burton made his feature film tribute. Actually, Wood does not appear much in this film. Rather, it centers on the lives and thoughts of his entourage and those who knew him. Among those interviewed are Wood's former lover and star of his earliest films, Dolores Fuller, whom he abruptly replaced in the middle of Bride of the Monster with actress Loretta King who is also interviewed.",Can your MIND stand the SHOCKING TRUTH?
622,9100,The Craft,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",Welcome to the witching hour.
623,20759,The Great White Hype,"When the champ's promoter, Rev. Sultan, decides something new is needed to boost the marketability of the boxing matches, he searches and finds the only man to ever beat the champ. The problem is that he isn't a boxer anymore and he's white. However, once Rev. Sultan convinces him to fight, he goes into heavy training while the confident champ takes it easy and falls out of shape.",If you can't find the perfect contender....make one.
624,46063,Last Dance,"Upon taking a new job, young lawyer Rick Hayes is assigned to the clemency case of Cindy Liggett, a woman convicted of first degree murder and sentenced to death. As Hayes investigates the background for her case, the two begin to form a deep friendship, while all the while the date for her execution draws nearer.",Sometimes justice is a crime
625,32513,Cold Comfort Farm,"In this adaptation of the satirical British novel, Flora Poste, a plucky London society girl orphaned at age 19, finds a new home with some rough relatives, the Starkadders of Cold Comfort Farm. With a take-charge attitude and some encouragement from her mischievous friend, Mary, Flora changes the Starkadders' lives forever when she settles into their rustic estate, bringing the backward clan up to date and finding inspiration for her novel in the process.",She discovered a new branch of her family tree... the one with all the nuts.
626,36915,Heaven's Prisoners,"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.","For an ex-cop obsessed with an unsolved murder, trusting the wrong woman could be a deadly choice."
627,9802,The Rock,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.
628,21588,Cemetery Man,"A cemetery man has the unusual problem of the dead rising from the grave. Himself and his assistant must end these creatures' lives again after they are reborn. Everything is going well until ""She"" comes along and stirs things up a bit.","Zombies, guns, and sex, OH MY!!!"
629,664,Twister,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.",The Dark Side of Nature.
630,11867,Barb Wire,"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",Don't call me babe!
631,9323,Ghost in the Shell,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",It found a voice... Now it needs a body.
632,10280,Thinner,"A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",Let the curse fit the crime.
633,10535,Spy Hard,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",All the action. All the women. Half the intelligence.
634,532,A Close Shave,"Wallace falls in love with wool-shop owner Wendolene, not suspecting that she (or rather, her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed, but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth.",From the Oscar-winning creator of A Grand Day Out and The Wrong Trousers.
635,26744,Force of Evil,"Lawyer Joe Morse wants to consolidate all the small-time numbers racket operators into one big powerful operation. But his elder brother Leo is one of these small-time operators who wants to stay that way, preferring not to deal with the gangsters who dominate the big-time.",
636,16299,The Stupids,"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage.",As American as apple pie and twice as smart.
637,10547,The Arrival,"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",The greatest danger facing our world has been the planet's best kept secret... until now.
638,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",The hot-line suspense comedy
639,41007,A Month by the Lake,"For 16 years Miss Bentley has been spending April at an elegant hillside villa on Lake Como. This year, 1937, her London society artist father has recently died and the only other English-speaking guests are brash Americans. Then Major Wilshaw arrives. He suggests they meet for cocktails and Miss Bentley stands him up -- not even thinking about it -- as she helps the new nanny of an Italian family settle in. Miss Beaumont, a tall, young American who has dropped out of finishing school in Switzerland, is bored and finds some amusement in flirting with the major, whose libido is awakened for the first time since before the great war. And Miss Bentley now finds more about the major to admire than his ears.",
640,35645,Gold Diggers: The Secret of Bear Mountain,"Two teen girls, one from the city, one from the country, try to find the hidden gold of Bear Mountain learning about friendship, loyalty and courage on the way.",Some friendships are worth a fortune
641,110465,Kim,"Kim, a young boy living on his own on the streets of India, is actually the son of a British officer. He meets a lama, a holy man, and devotes himself to his tending. But when British administrators discover his birthright, he is placed in a British school. His nature, however, is opposed to the regimentation expected for the son of a British soldier, and he rebels. His familiarity with Indian life and his ability to pass as an Indian child allows him to function as a spy for the British as they attempt to thwart revolution and invasion of India. Rejoining his holy man, Kim (with the help of daring adventurer Mahbub Ali) takes on a dangerous mission.",Famed Spectacular Adventure Story Filmed Against Authentic Backgrounds in Mystic India The Greatest Spy Thriller of Them All!
642,255546,Carmen Miranda: Bananas Is My Business,"A biography of the Portuguese-Brazilian singer Carmen Miranda, whose most distinctive feature was her tutti frutti hat. She came to the US as the ""Brazilian Bombshell"" and was a Broadway and Hollywood star in the 1940s.",
643,40751,Ashes of Time,"The film is set in five parts, five seasons that are part of the Chinese almanac. The story takes place in the jianghu, the world of the martial arts. Ouyang Feng has lived in the western desert for some years. He left his home in White Camel Mountain when the woman he loved chose to marry his elder brother rather than him. Instead of seeking glory, he ends up as an agent. When people come to him with a wish to eliminate someone who has wronged them, he puts them in touch with a swordsman who can do the job.",
644,85778,Maya Lin: A Strong Clear Vision,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.,The story of The Vietnam Veterans Memorial and its inspiring creator.
645,11101,Stalingrad,"""Stalingrad"" follows the progress of a German Platoon through the brutal fighting of the Battle of Stalingrad. After having half their number wiped out and after being placed under the command of a sadistic Captain, the Lieutenant of the platoon leads his men to desert. The men of the platoon attempt to escape from the city which is now surrounded by the Soviet Army.",
646,9826,The Phantom,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,Slam Evil!
647,9879,Striptease,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",Some People Get Into Trouble No Matter What They WEAR.
648,22621,Heavy,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",
649,7095,Jack,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",Jack Powell is about to tackle his biggest adventure ever... the fifth grade!
650,26890,I Shot Andy Warhol,"Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but he continued to ignore her. So she shot him. This is Valerie's story.",You only get one shot at fame.
651,46732,The Grass Harp,"Based on the novel by Truman Capote, this often-witty coming-of-age drama looks at a young man growing up with an unusual family in the Deep South in the 1940s.",Love is a chain of love... as nature is a chain of life.
652,41225,Spirits of the Dead,"Three directors each adapt a Poe short story to the screen: ""Toby Dammit"" features a disheveled drugged and drunk English movie star who nods acceptance in the Italian press and his producers fawn over him. ""Metzengerstein"" features a Mediveal countess who has a love-hate relationship with a black stallion - who it turns out is really her dead lover. ""William Wilson"" tells the story of a sadistic Austrian student with an exact double whom he later kills.",The ultimate orgy of evil
653,627,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",Choose life.
654,32872,Til There Was You,"Two strangers, whose paths are always crossing, finally meet when fate steps in. It took them twenty years to fall in love at first sight.",
655,602,Independence Day,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",Earth. Take a good look. It might be your last.
656,14553,Stealing Beauty,"Lucy Harmon, an American teenager is arriving in the lush Tuscan countryside to be sculpted by a family friend who lives in a beautiful villa. Lucy visited there four years earlier and exchanged a kiss with an Italian boy with whom she hopes to become reacquainted.",The most beautiful place to be is in love.
657,9566,The Fan,"When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder.",All fans have a favorite player.  This one has a favorite target.
658,10545,The Hunchback of Notre Dame,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.",
659,9894,The Cable Guy,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",There's no such thing as free cable.
660,11543,Kingpin,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.",You wouldn't want to meet these pinheads in an alley.
661,9268,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",He will erase your past to protect your future.
662,52059,The Gate of Heavenly Peace,"The Gate of Heavenly Peace is a feature-length documentary about the 1989 protest movement, reflecting the drama, tension, humor, absurdity, heroism, and many tragedies of the six weeks from April to June in 1989. The film reveals how the hard-liners within the government marginalized moderates among the protesters (including students, workers and intellectuals), while the actions of radical protesters undermined moderates in the government. Moderate voices were gradually cowed and then silenced by extremism and emotionalism on both sides.",
663,9327,The Nutty Professor,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.","Inside Sherman Klump, a party animal is about to break out."
664,124306,My Life and Times With Antonin Artaud,"May, 1946, in Paris young poet Jacques Prevel meets Antonin Artaud, the actor, artist, and writer just released from a mental asylum. Over ten months, we follow the mad Artaud from his cruel coaching of an actress in his ""theatre of cruelty"" to his semi-friendship with Prevel who buys him drugs and hangs on his every word. Meanwhile, Prevel divides his time between Jany, his blond, young, drug-hazed mistress, and Rolande, his dark-haired, long-suffering wife, who has a child during this time. Cruelty, neglect, poverty, egoism, madness, and the pursuit of art mix on the Left Bank.",
665,11228,Daylight,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,No air. No escape. No time.
666,10779,The Frighteners,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",No Rest for the Wicked.
667,26748,Lone Star,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",John Sayles invites you to return to the scene of the crime.
668,38223,Harriet the Spy,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",On your case!
669,9294,Phenomenon,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",Some things in life just can't be explained.
670,49963,Walking and Talking,"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy"".",A movie for everyone who wants to get married and stay single at the same time.
671,11363,She's the One,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",A romantic comedy about two brothers... and the one thing that came between them.
672,1645,A Time to Kill,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",Experience a time you'll never forget.
673,31546,American Buffalo,Three inner-city losers plan a robbery of a valuable coin in a seedy second-hand junk shop.,They had a plan. It wasn't worth a nickle.
674,36344,Alaska,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues.",A missing father. A desperate search. An unforgettable adventure.
675,18550,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",See how they run.
676,11511,Kazaam,Shaquille O'Neal as a rapping genie protects a little boy.,The world's most powerful genie has just met his match
677,34170,Larger Than Life,"Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of an elephant that was his father's pride and joy in circus acts. His main intention is to sell the pachyderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two treks through the country Jack and the elephant develop a bond, and it changes his approach on life for the better.",He's got 5 days to go coast-to-coast. (There's just one BIG problem.)
678,124645,Two Deaths,"A tale of power, passion and obsession set in a politically torn Eastern European country.",Obsesssion Can Be Murder
679,12606,A Very Brady Sequel,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",The more everything changes the more they stay the same.
680,35206,Death in the Garden,"Amid a revolution in a South American mining outpost, a band of fugitives - a roguish adventurer, a local hooker, a priest, an aging diamond miner and his deaf-mute daughter - are forced to flee for their lives into the jungle. Starving, exhausted and stripped of their old identities, they wander desperately lured by one deceptive promise of salvation after another.",Torrid!...Tantalizing!...Tempestuous!...
681,12632,Kaspar Hauser,No overview found.,
682,18975,The Adventures of Pinocchio,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",A new angle on the classic tale... And that's no lie!
683,11962,Joe's Apartment,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",Sex Bugs Rock 'n Roll
684,2925,The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",Don't get mad. Get everything.
685,28628,Stonewall,A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,The fight for the right to love
686,3595,Ransom,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",Someone is going to pay.
687,9308,High School High,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",A Dangerous Mind is a terrible thing to waste
688,92381,Phat Beach,A hefty homeboy borrows his dad's Mercedes and goes to the beach with his friends for wild sun &amp; fun.,Ain't nothin' but a g-string.
